AREA;REGIONE;PROVINCIA;2021_CodCom;NTN 2021 fino a 50 mq;NTN  2021 50 -| 85 mq;NTN 2021 85 -| 115 mq;NTN  2021 115 -| 145 mq;NTN  2021 oltre 145 mq;NTN 2021
Nord Est;Emilia-Romagna;RN;F137;2,5;14,75;18,75;11,45;16,89;64,34
Sud;Campania;SA;F138;29,33;20,33;43;35,58;16,13;144,37
Nord Est;Emilia-Romagna;FO;F139;3;4,5;16,5;24,17;17,85;66,02
Nord Ovest;Piemonte;TO;F140;0;1;1;2;8,25;12,25
Sud;Campania;AV;F141;2;15,83;25,52;20,57;18,28;82,2
Nord Est;Friuli- Venezia Giulia;UD;F144;0;1,5;4;2,5;19,11;27,11
Centro;Marche;AN;F145;0;0;2;2;7;11
Nord Ovest;Piemonte;VB;F146;5;9,5;10;5,5;13;43
Isole;Sicilia;ME;F147;0;6;1;4;3,5;14,5
Nord Est;Veneto;PD;F148;1;4,01;1;6;10,72;22,73
Nord Ovest;Lombardia;LO;F149;2;11;5;5;5;28
Nord Ovest;Lombardia;CO;F151;3,33;11;19,17;8;3;44,5
Sud;Puglia;BR;F152;11,5;55,5;79,92;69,02;64,39;280,33
Nord Ovest;Lombardia;SO;F153;0;3,5;7,99;4,17;3;18,66
Nord Ovest;Lombardia;VA;F154;1;4;14;7;5;31
Nord Ovest;Lombardia;MI;F155;4;20;13,5;10,5;12;60
Nord Est;Emilia-Romagna;FE;F156;3;14,83;22,5;13;18;71,33
Sud;Calabria;KR;F157;6;12;3;4;3;28
Isole;Sicilia;ME;F158;151,81;644,66;620,51;531,39;371,74;2320,11
Nord Est;Veneto;PD;F161;3,67;41,5;47,77;23,35;41,66;157,95
Sud;Campania;NA;F162;3,83;21,47;18;8,31;3,1;54,71
Nord Ovest;Lombardia;MI;F165;4;18,67;20,5;7;5;55,17
Nord Ovest;Piemonte;BI;F167;0;5;2;1;9;17
Nord Ovest;Lombardia;PV;F170;0;2;1;1;6,5;10,5
Nord Ovest;Lombardia;PV;F171;0;0;0;0;1;1
Nord Est;Veneto;VR;F172;1;7;5,33;2;14,66;29,99
Nord Ovest;Liguria;GE;F173;0;2;3,33;1;4,5;10,83
Nord Ovest;Lombardia;PV;F175;0;7;3;1;7;18
Nord Ovest;Piemonte;TO;F182;18;12,5;11,5;2;1;45
Isole;Sicilia;PA;F184;2,66;3,66;5;0;2;13,32
Nord Ovest;Lombardia;BG;F186;0,66;1,5;2,5;2;0,33;6,99
Nord Ovest;Piemonte;NO;F188;0;1;6;4;5,5;16,5
Nord Ovest;Piemonte;BI;F189;0;1;1;0;2;4
Nord Est;Veneto;TV;F190;1;8;11,67;6,19;16,59;43,45
Nord Ovest;Piemonte;NO;F191;2;0;1;1;10;14
Nord Ovest;Piemonte;VB;F192;0;8,75;6,5;5;2;22,25
Centro;Lazio;RI;F193;10,56;5,87;0;0;0;16,43
Sud;Puglia;LE;F194;4;3;3,14;5;8;23,14
Sud;Abruzzo;CH;F196;1;7;8,67;6;9,92;32,59
Sud;Calabria;CZ;F200;1;2;1;1;1;6
Sud;Basilicata;MT;F201;4,67;4,67;9;5;2;25,34
Nord Ovest;Liguria;GE;F202;3;18,51;16,75;14,75;16,5;69,51
Sud;Campania;CE;F203;0;4;13;3;10;30
Nord Ovest;Lombardia;MI;F205;5584,95;11656;5473,1;2251,47;1983,8;26949,32
Isole;Sicilia;ME;F206;25,77;83,56;67,5;61,66;55,3;293,79
Sud;Calabria;VV;F207;4,75;12,25;11,42;8,33;6,5;43,25
Isole;Sardegna;OR;F208;1;0;2;0;2;5
Isole;Sicilia;CT;F209;8,5;20,17;9;8,75;17,83;64,25
Isole;Sicilia;ME;F210;2;0;0;0;0;2
Nord Ovest;Liguria;SV;F213;2;11;7;10;6;36
Isole;Sicilia;CT;F214;0;3;1;1,95;0,5;6,45
Nord Ovest;Lombardia;BS;F216;1;1,5;2;1;7,67;13,17
Isole;Sicilia;CT;F217;3;19,17;15,5;13;17,75;68,42
Nord Est;Veneto;VR;F218;0,11;3,5;10;6;25,24;44,85
Nord Est;Emilia-Romagna;BO;F219;6;47,5;46,3;16,16;22;137,96
Sud;Puglia;BA;F220;34,71;36,63;17,96;11,96;13,11;114,37
Sud;Puglia;LE;F221;2,33;5;7,5;7,17;9;31
Sud;Campania;SA;F223;3,75;8;3;0;0,75;15,5
Centro;Lazio;LT;F224;48;116,72;90,36;34,83;38,75;328,66
Centro;Toscana;LU;F225;2,5;7;6,67;5,25;5,17;26,59
Nord Ovest;Liguria;SV;F226;1;4;5,33;1;5;16,33
Nord Est;Veneto;VE;F229;9,75;127,15;146,57;63,48;97,58;444,53
Sud;Campania;AV;F230;1;1;4,5;5,34;4,33;16,17
Isole;Sicilia;CT;F231;6;11,89;2,5;4;14,06;38,45
Nord Ovest;Piemonte;AL;F232;0;0;4;2,5;10,5;17
Sud;Molise;CB;F233;0;3,83;2;3;5;13,83
Nord Ovest;Lombardia;PV;F238;3;30;13,5;15;17,17;78,67
Sud;Molise;IS;F239;0;1;0;2;3;6
Nord Est;Emilia-Romagna;MO;F240;7,05;85,25;142,11;103,91;111,32;449,64
Nord Est;Veneto;VE;F241;15;88;108,58;68,13;102,45;382,16
Isole;Sicilia;ME;F242;2;0;0;2;0;4
Nord Ovest;Lombardia;BG;F243;0;15;11,17;13,67;16;55,84
Nord Est;Emilia-Romagna;RN;F244;38,5;117,59;84,45;27,67;21;289,21
Isole;Sicilia;PA;F246;14,33;46,55;69,54;51,43;52,68;234,53
Nord Ovest;Lombardia;MI;F247;0;24,2;35;15,75;11;85,95
Nord Ovest;Lombardia;LC;F248;11,34;56,67;57,01;26,45;31,5;182,97
Sud;Basilicata;PZ;F249;0;0;1;0;0;1
Isole;Sicilia;CT;F250;10;46,89;101,22;92,25;63,63;313,99
Isole;Sicilia;ME;F251;2;7,67;9,96;6,5;15,5;41,63
Nord Ovest;Piemonte;AT;F254;0;0;3;1;3;7
Nord Ovest;Liguria;GE;F256;4,5;10,75;6,5;1;3;25,75
Nord Est;Emilia-Romagna;MO;F257;188,81;839,59;949,57;488,22;427,93;2894,12
Isole;Sicilia;RG;F258;63,7;154,93;119,58;118,38;130,03;586,62
Nord Est;Emilia-Romagna;FO;F259;2,5;16,33;13;6,5;8;46,33
Nord Ovest;Lombardia;LO;F260;5;42,5;20,17;10;14;91,67
Isole;Sardegna;NU;F261;0;0;0;2;0;2
Sud;Puglia;BA;F262;25,5;71,07;101,7;74,88;41,67;314,82
Nord Ovest;Lombardia;LC;F265;4,11;32,77;9;2;1;48,88
Nord Est;Friuli- Venezia Giulia;UD;F266;2;1;8;4,5;8;23,5
Nord Ovest;Lombardia;MN;F267;2;9;13;8;18,67;50,67
Centro;Marche;MC;F268;0;3,9;12,7;9,18;9;34,78
Nord Est;Veneto;TV;F269;15,33;122,03;130,99;107,92;120,59;496,86
Isole;Sardegna;OR;F270;1;0;0;0;2,5;3,5
Isole;Sardegna;OR;F271;0;0;0;0;3;3
Isole;Sardegna;OR;F272;3;2,17;4;6,5;16,94;32,61
Sud;Campania;BN;F274;3;1;4;3,5;9,75;21,25
Nord Est;Friuli- Venezia Giulia;UD;F275;0;0;3;1,44;5;9,44
Nord Ovest;Lombardia;BG;F276;1,33;2,5;1,66;0,5;3,13;9,12
Isole;Sicilia;ME;F277;0;5;0;0;1;6
Sud;Campania;SA;F278;1;0;1;3;3,67;8,67
Nord Ovest;Piemonte;CN;F279;0;1;2;0;2;5
Sud;Puglia;BA;F280;25;60,97;79,92;65,22;25,67;256,78
Nord Ovest;Piemonte;AL;F281;1;3;4,5;4;10,8;23,3
Centro;Toscana;LU;F283;0;0,5;3;3;5;11,5
Sud;Puglia;BA;F284;115,07;199,08;222,84;129,78;71,96;738,73
Sud;Campania;BN;F287;1;2;5,89;1;2;11,89
Nord Est;Emilia-Romagna;BO;F288;5,5;76,17;88,5;37,5;57,33;265
Nord Ovest;Liguria;IM;F290;7,25;5;5;7,25;3;27,5
Nord Ovest;Piemonte;AL;F293;0;0;0;1;4,5;5,5
Sud;Molise;CB;F294;0;1;0;0;0;1
Sud;Basilicata;PZ;F295;3;3;6,75;3;1;16,75
Nord Ovest;Piemonte;VC;F297;2;5;3;0;3;13
Isole;Sicilia;AG;F299;17,6;32,19;52,75;65,24;20;187,78
Sud;Calabria;RC;F301;0;3;3;3,34;2;11,34
Nord Ovest;Lombardia;LC;F304;5;7;14;8;8;42
Nord Ovest;Lombardia;CO;F305;2;6,5;7,06;4;14,25;33,81
Nord Ovest;Piemonte;AT;F308;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;F309;1;1;2;0;6;10
Centro;Marche;PS;F310;2;8;7,67;3;16;36,67
Nord Ovest;Piemonte;AT;F311;1;1;0;3,89;12,89;18,78
Nord Ovest;Piemonte;CN;F312;0;3;2;2;1;8
Nord Ovest;Piemonte;AL;F313;1;3,5;3;2;15;24,5
Nord Ovest;Piemonte;TO;F315;0;0;1;1;5;7
Nord Ovest;Piemonte;AT;F316;0;6;5,01;1,5;28,88;41,39
Nord Ovest;Piemonte;NO;F317;0;5;4;7,5;10;26,5
Nord Ovest;Piemonte;TO;F318;2;0;1;1;2;6
Centro;Lazio;RI;F319;0,5;2;1;4;8;15,5
Nord Ovest;Piemonte;AL;F320;0;0;0;0;4,55;4,55
Sud;Molise;CB;F322;1;0,17;2;0;2;5,17
Nord Ovest;Piemonte;AT;F323;0;1;0,83;2;4;7,83
Sud;Calabria;RC;F324;1;3;8;2;0;14
Nord Ovest;Piemonte;AT;F325;0;1;2;1;5;9
Nord Ovest;Piemonte;CN;F326;1;4;5;2;10;22
Nord Ovest;Piemonte;TO;F327;5,5;6;2;8;1;22,5
Nord Ovest;Lombardia;BG;F328;2,5;9,67;17,33;1;6;36,5
Nord Ovest;Piemonte;CN;F329;4;2;3;0;0;9
Nord Ovest;Piemonte;CN;F330;0;4,33;0;2;8,5;14,83
Nord Est;Veneto;TV;F332;2;13;17;4,25;14;50,25
Isole;Sardegna;CA;F333;1;2,83;2;8,58;5,92;20,33
Nord Ovest;Piemonte;TO;F335;60,24;315,41;239,24;80,22;152;847,11
Nord Ovest;Piemonte;AT;F336;1;4;1,5;4,5;10;21
Nord Ovest;Piemonte;AL;F337;0;1;1;0;1;3
Nord Ovest;Piemonte;CN;F338;0;4;3;1;4;12
Nord Est;Emilia-Romagna;PR;F340;6;5,5;5;5;10;31,5
Nord Ovest;Piemonte;VC;F342;0;0;2;1;5;8
Nord Ovest;Piemonte;AT;F343;0;1;0;5;11,5;17,5
Nord Est;Emilia-Romagna;RN;F346;1;4,56;4,78;5;6,86;22,2
Centro;Marche;PS;F347;0;3;4,83;7;12;26,83
Centro;Marche;PS;F348;23,92;84,83;56,33;33,83;34;232,91
Nord Ovest;Piemonte;CN;F351;24;102,57;120,58;61;54,56;362,71
Sud;Campania;CE;F352;24,5;95;82,9;42,16;57,16;301,72
Nord Ovest;Liguria;GE;F354;23,5;46,83;22,11;6;6,5;104,94
Nord Ovest;Piemonte;CN;F355;0;0;1;2;4;7
Nord Est;Emilia-Romagna;MO;F357;11;37,36;43,8;32,61;37,67;162,44
Nord Ovest;Piemonte;CN;F358;2;9,17;11,11;3;8;33,28
Isole;Sicilia;ME;F359;1,8;3,8;7,5;2;1;16,1
Nord Est;Veneto;TV;F360;1;2;4,5;2;7;16,5
Nord Ovest;Piemonte;AT;F361;0;3;0;3;9,5;15,5
Nord Est;Emilia-Romagna;BO;F363;8,66;15,54;23,51;20,25;15,45;83,41
Sud;Calabria;VV;F364;0;5;0;0;0;5
Nord Ovest;Piemonte;AL;F365;2;2,83;1,33;2,8;3,33;12,29
Nord Ovest;Valle d'Aosta;AO;F367;3;5;4;2;0;14
Isole;Sicilia;ME;F368;0;1;0;0;1;2
Nord Ovest;Piemonte;BI;F369;3,67;3;5,5;3,5;14,54;30,21
Sud;Calabria;CS;F370;1;1;3,8;0;1;6,8
Nord Ovest;Lombardia;CO;F372;2;7;15,22;5,22;3;32,44
Nord Ovest;Lombardia;BS;F373;5;35;30,5;11;20;101,5
Nord Ovest;Piemonte;AL;F374;2,75;3;3;0;9;17,75
Nord Ovest;Lombardia;BS;F375;9;7;1;0;1;18
Sud;Puglia;BA;F376;58,02;190,22;246,78;137,64;110,25;742,91
Isole;Sicilia;PA;F377;47,8;86;131,25;62,28;73,78;401,11
Centro;Marche;AP;F379;0;0;0,5;0;1;1,5
Centro;Marche;AP;F380;1;10,5;6;6;4,33;27,83
Centro;Marche;AN;F381;1;5;12;6;8;32
Nord Est;Veneto;PD;F382;4,13;60,17;67,16;65,76;82,95;280,17
Isole;Sardegna;CA;F383;8;77,33;45,17;23,4;44,83;198,73
Centro;Toscana;PT;F384;7,67;54;43,5;40,17;43,75;189,09
Nord Ovest;Piemonte;CN;F385;0;6;14,84;8,8;10,33;39,97
Nord Ovest;Piemonte;AT;F386;0;0;3;1;5;9
Nord Ovest;Piemonte;AL;F387;0;3;1;0;1;5
Nord Ovest;Piemonte;AT;F390;0;1;0;3;10;14
Sud;Molise;CB;F391;1;3;4;2,33;1;11,33
Nord Ovest;Lombardia;SO;F393;3,13;14,17;7,88;6;7;38,18
Nord Est;Veneto;PD;F394;11,33;20,25;21,33;26,67;43,77;123,35
Isole;Sicilia;ME;F395;0;3,5;1,5;2,5;1;8,5
Sud;Campania;AV;F397;1;4;2;1;0;8
Centro;Toscana;FI;F398;3;11;10;4,5;9,83;38,33
Sud;Basilicata;MT;F399;7,71;12,83;14;6;3;43,54
Isole;Sicilia;ME;F400;3;3,5;2,5;1;2;12
Centro;Marche;AN;F401;3;9;8;18,17;11,07;49,24
Nord Ovest;Piemonte;AL;F403;0;0;0;0;1;1
Nord Ovest;Piemonte;AL;F404;0;2,67;2;3;9;16,67
Nord Ovest;Piemonte;CN;F405;16,5;11;2;1;8;38,5
Nord Ovest;Piemonte;TO;F407;2;0;1;1;2,17;6,17
Nord Ovest;Piemonte;CN;F408;2;4;1;1;12;20
Nord Ovest;Piemonte;AT;F409;0;0;3;0;8;11
Centro;Toscana;PT;F410;4;22;30,5;11,67;34,78;102,95
Nord Ovest;Piemonte;TO;F411;0;4;0;2;9,5;15,5
Isole;Sicilia;AG;F414;4;3;4,93;1;4,67;17,6
Centro;Marche;AP;F415;0;0,67;3;1,42;3;8,09
Sud;Calabria;CS;F416;7;39;57;44,8;37,84;185,64
Nord Ovest;Lombardia;PV;F417;0;2;2,88;5;8;17,88
Centro;Lazio;VT;F419;29,17;126,84;70,17;35,17;17,88;279,23
Nord Ovest;Piemonte;TO;F420;1;8;10;7;10,25;36,25
Nord Ovest;Piemonte;TO;F422;1;13,75;9;7;26;56,75
Nord Ovest;Lombardia;LO;F423;1;7,5;12,83;6;4,17;31,5
Nord Ovest;Piemonte;CN;F424;0;2;2;2;2,8;8,8
Sud;Campania;SA;F426;2;2;2;2;0,5;8,5
Nord Ovest;Lombardia;CO;F427;7,54;23,54;27,04;12,5;18,83;89,45
Centro;Marche;AP;F428;0;1;1;3;1,5;6,5
Sud;Molise;IS;F429;2;2;3;2;2;11
Centro;Lazio;RI;F430;2;3;2;3,5;3;13,5
Sud;Calabria;CZ;F432;9;27,67;22;5;3,58;67,25
Sud;Abruzzo;CH;F433;0;1;0,33;0;2;3,33
Nord Ovest;Lombardia;CR;F434;1;5;8;9,67;2,5;26,17
Centro;Toscana;GR;F437;56,64;122,45;80,24;30,05;34,42;323,8
Nord Ovest;Lombardia;PV;F440;1;1;2;3;6;13
Sud;Abruzzo;PE;F441;0;2;0;0;1;3
Nord Est;Veneto;VI;F442;1;8;17,5;10,75;28,9;66,15
Nord Est;Veneto;TV;F443;19;88,17;74,68;64,8;113,94;360,59
Nord Ovest;Liguria;GE;F445;0;2;1;0;1;4
Centro;Lazio;RI;F446;3;2;1;2;4,8;12,8
Sud;Campania;AV;F448;0;7;8;3;5,5;23,5
Nord Ovest;Lombardia;PV;F449;0;0;3;2;8,08;13,08
Centro;Marche;PS;F450;5;7;2,33;3,33;7,5;25,16
Centro;Toscana;LU;F452;0;3,5;5;5;14;27,5
Centro;Marche;AN;F453;1;5;6;3,34;8;23,34
Centro;Marche;MC;F454;1,43;6;8;12,44;13,5;41,37
Nord Ovest;Piemonte;AL;F455;0;0;1;1;1;3
Centro;Umbria;PG;F456;0;1,67;4;5;15,5;26,17
Centro;Umbria;TR;F457;0;7;8,5;8,75;16,42;40,67
Centro;Toscana;PI;F458;1,67;5;11;6,67;9,59;33,93
Centro;Marche;MC;F460;0;1;2;0;0;3
Nord Est;Veneto;VR;F461;1;7;13,67;15,44;19,94;57,05
Centro;Umbria;TR;F462;5;3;2,5;5;8,1;23,6
Nord Est;Emilia-Romagna;RE;F463;2;25,75;36,33;23,72;26,83;114,63
Nord Est;Veneto;VI;F464;14;75,05;109,76;88,83;58,75;346,39
Nord Est;Veneto;VI;F465;0;8;9;13,3;17;47,3
Centro;Marche;PS;F467;1;0;0;1;2;4
Nord Ovest;Piemonte;AT;F468;0;4;2,67;3;12;21,67
Nord Ovest;Piemonte;AL;F469;0;1;1;0,33;4;6,33
Nord Ovest;Lombardia;BS;F471;12,86;113,34;104;46,42;91,55;368,17
Nord Est;Emilia-Romagna;PR;F473;6;48;54,5;29;47,83;185,33
Sud;Molise;CB;F475;1;3;2;1,5;3,75;11,25
Centro;Lazio;RM;F477;17;44,58;30,5;17;17,37;126,45
Nord Est;Emilia-Romagna;RN;F478;1;8;6;4,5;4,88;24,38
Sud;Campania;SA;F479;6;22,58;18,33;8,92;7;62,83
Sud;Campania;SA;F480;4;22,2;95,4;39;40,8;201,4
Sud;Campania;SA;F481;3,75;20,75;19,25;20,92;10,67;75,34
Centro;Marche;MC;F482;0;11;26;15,5;17,67;70,17
Nord Ovest;Piemonte;VB;F483;0;2;1;1;1;5
Nord Est;Emilia-Romagna;MO;F484;14;15,5;5;2;4,4;40,9
Nord Est;Veneto;VI;F486;0;7,5;7,75;8;21,64;44,89
Centro;Marche;AP;F487;0;3;0;1;1;5
Sud;Campania;NA;F488;8,8;17,8;14,05;11,5;9,67;61,82
Isole;Sicilia;CL;F489;6;4;1;2,2;2;15,2
Sud;Campania;AV;F491;0;4;4;6;7,3;21,3
Centro;Umbria;PG;F492;0,5;8;7,5;9,83;15,83;41,66
Centro;Marche;AP;F493;0;1;3;0;2,5;6,5
Sud;Campania;BN;F494;2;2;0;2,67;2;8,67
Sud;Molise;CB;F495;0;2;2;3;2;9
Centro;Marche;MC;F496;2;7;8,5;8,22;5,44;31,16
Centro;Marche;PS;F497;0;2;1;3;11;17
Sud;Abruzzo;CH;F498;0;0;0;0;0;0
Centro;Lazio;VT;F499;18,5;43,33;39;37,07;53,34;191,24
Sud;Abruzzo;TE;F500;0;3;0;0;7;10
Centro;Marche;AP;F501;0;5,93;6,66;6,11;5,33;24,03
Nord Est;Emilia-Romagna;RN;F502;2;9;11,33;4;9;35,33
Nord Est;Emilia-Romagna;MO;F503;1;11,75;10;10;11,45;44,2
Centro;Lazio;RM;F504;2;2,67;2;1;0;7,67
Sud;Campania;AV;F506;39;26,25;29,33;22;35,25;151,83
Sud;Campania;SA;F507;1;1;1;0;0;3
Nord Est;Veneto;VR;F508;1;28;36,5;12,5;33,12;111,12
Centro;Marche;AP;F509;1;4,5;3,75;0;1;10,25
Centro;Umbria;TR;F510;0;0;2;2;2;6
Sud;Campania;AV;F511;2;0;1;2;7;12
Sud;Campania;AV;F512;0;1;1;0,5;0;2,5
Centro;Umbria;TR;F513;1,34;1;3;2,75;4,17;12,26
Nord Est;Veneto;VI;F514;0;6;17;9;8,33;40,33
Nord Est;Veneto;VI;F515;0;2;4;3;10,39;19,39
Centro;Marche;AP;F516;0;5;1;1;2,5;9,5
Centro;Marche;AP;F517;0,33;2;0;1;3;6,33
Nord Ovest;Piemonte;AL;F518;0;0;0;2;3;5
Sud;Calabria;CS;F519;3;12,75;3,25;3;0;22
Centro;Marche;AP;F520;0;2,5;10,5;11,83;6;30,83
Centro;Marche;AP;F522;2;14;13,33;17,16;17,46;63,95
Nord Est;Emilia-Romagna;RN;F523;2;0;1;0;3,33;6,33
Centro;Marche;PS;F524;0;3;2;2;3,33;10,33
Nord Ovest;Lombardia;VA;F526;0;7;7;6,8;10,5;31,3
Nord Ovest;Piemonte;AT;F527;2;12;9,88;5,88;27;56,76
Nord Ovest;Liguria;IM;F528;0;0;1;0;0;1
Nord Est;Veneto;PD;F529;2,5;34,51;44;35,85;66,85;183,71
Sud;Puglia;TA;F531;0;5,67;8;15,67;6,67;36,01
Nord Ovest;Lombardia;BS;F532;6;5,5;4;1,28;3,46;20,24
Centro;Marche;PS;F533;4;40;21;13,33;19,5;97,83
Centro;Lazio;RM;F534;5;1;4;4;2;16
Sud;Abruzzo;CH;F535;0;0;0;0;1;1
Centro;Marche;AP;F536;0;1;1;0;2;4
Sud;Calabria;VV;F537;19;51,24;41,45;56,16;45,87;213,72
Sud;Puglia;FG;F538;1;1,33;4;2,5;2;10,83
Centro;Umbria;PG;F540;2,5;31;4;2,67;3;43,17
Centro;Lazio;RI;F541;5;2;0,5;3,33;6;16,83
Isole;Sardegna;SS;F542;0;0;0;0;2;2
Centro;Umbria;TR;F543;3;7,5;8;4;16;38,5
Isole;Sicilia;PA;F544;8;5,97;4;5;7,64;30,61
Centro;Lazio;RM;F545;3,5;8;14;5;9;39,5
Sud;Campania;AV;F546;5;9,82;7;7,45;15,89;45,16
Nord Ovest;Lombardia;BG;F547;3;17;28,06;7,56;6,33;61,95
Sud;Molise;CB;F548;0,5;0;0,33;0;0,67;1,5
Centro;Marche;AP;F549;0;1;2;2;4,67;9,67
Nord Ovest;Piemonte;CN;F550;0;4;1;2;5;12
Centro;Toscana;FI;F551;16,08;66,03;51,25;37,07;32,95;203,38
Centro;Marche;MC;F552;1;6,47;9,97;4;4,67;26,11
Isole;Sicilia;PA;F553;1,5;3;6,5;0,26;1;12,26
Nord Ovest;Piemonte;AT;F556;0;0,5;1;3;9;13,5
Sud;Campania;BN;F557;0;2;1;0;0;3
Nord Ovest;Piemonte;CN;F558;0;1;5;0;2;8
Sud;Campania;AV;F559;1;3;2;3,17;7;16,17
Centro;Marche;AN;F560;23,5;47,38;38,95;22;26;157,83
Nord Ovest;Lombardia;LC;F561;0;1;4,67;0;4;9,67
Nord Ovest;Piemonte;AL;F562;1;0,67;1;0;5,5;8,17
Sud;Puglia;TA;F563;3,75;4,55;5;4;5;22,3
Nord Ovest;Lombardia;CO;F564;1;3;3,67;0;1;8,67
Centro;Toscana;AR;F565;2;7;3;2;4,33;18,33
Sud;Campania;AV;F566;0;2;6,5;8;11,54;28,04
Centro;Marche;MC;F567;2;13,75;15;15,5;13,33;59,58
Sud;Basilicata;PZ;F568;1,83;7,31;3;1;1;14,14
Sud;Molise;CB;F569;2;0;0;0;0;2
Centro;Marche;AP;F570;2;8;1;0;4,5;15,5
Centro;Toscana;PO;F572;3;42;67,4;34,75;57,23;204,38
Sud;Basilicata;PZ;F573;0;4,17;1;0;0;5,17
Nord Est;Friuli- Venezia Giulia;UD;F574;0;1;1;1;4;7
Sud;Molise;CB;F576;2;34;15;11;11,58;73,58
Sud;Abruzzo;CH;F578;0;0;0;1;0;1
Centro;Lazio;RI;F579;0;2,8;0;0;1;3,8
Sud;Molise;IS;F580;1;1;1,5;2;1;6,5
Centro;Marche;AN;F581;2;1,53;3;6;6,67;19,2
Sud;Abruzzo;CH;F582;0;4;3,99;3;8;18,99
Sud;Abruzzo;TE;F585;18,33;100,39;84,01;64,09;46,06;312,88
Sud;Calabria;CZ;F586;2;18;38,5;14;11,11;83,61
Sud;Puglia;TA;F587;0;2,5;5;6;7;20,5
Centro;Marche;PS;F589;0;6;3;2,25;3;14,25
Centro;Lazio;RM;F590;4;40,39;26,92;13;29,24;113,55
Centro;Marche;AP;F591;1;34,5;51,08;22,23;22;130,81
Centro;Toscana;SI;F592;4;24,5;33,67;20,81;38;120,98
Centro;Toscana;AR;F594;1;1;3;3,17;5,22;13,39
Sud;Abruzzo;AQ;F595;4;2,67;3;0,72;6;16,39
Nord Est;Friuli- Venezia Giulia;PN;F596;0;0;2,5;8;20,44;30,94
Nord Est;Emilia-Romagna;BO;F597;4;26;27,68;17,01;36,64;111,33
Centro;Toscana;SI;F598;6;32,5;32,5;23;32,5;126,5
Centro;Marche;AP;F599;0;0;1;0;0;1
Centro;Marche;AN;F600;1;3,5;9;5;7,5;26
Sud;Molise;IS;F601;0;3;9;9;5;26
Centro;Lazio;VT;F603;2;5;2;1,5;3;13,5
Sud;Puglia;LE;F604;6;13,83;22,67;18,78;33;94,28
Centro;Toscana;SI;F605;2;22;39,52;23,06;19,5;106,08
Centro;Lazio;VT;F606;5;8;14;11;19,67;57,67
Sud;Calabria;VV;F607;3,17;5;1;0;1;10,17
Nord Ovest;Piemonte;CN;F608;5;9,5;3;2;1,7;21,2
Nord Ovest;Liguria;SP;F609;3,17;12;6,67;0;4;25,84
Isole;Sicilia;RG;F610;0;1;6;8;2,13;17,13
Centro;Lazio;RM;F611;42,7;247,99;193,17;52,25;36,67;572,78
Centro;Toscana;GR;F612;5;1;6,5;3;4;19,5
Centro;Marche;AP;F614;0;2;12;3,5;10,33;27,83
Centro;Lazio;LT;F616;3;8;1;3;3,5;18,5
Sud;Campania;SA;F618;0;1;2;0;0;3
Centro;Lazio;RI;F619;0,5;1;0,5;1;4;7
Centro;Lazio;FR;F620;10;8;7;5,33;14,59;44,92
Centro;Marche;MC;F621;0,5;9,5;11;10;7,44;38,44
Centro;Marche;MC;F622;2;0;1;1;2;6
Sud;Puglia;LE;F623;1;3;0;3;2,5;9,5
Sud;Campania;SA;F625;5,33;6;4,95;4;4,5;24,78
Centro;Marche;AP;F626;0;1,5;1,5;1,5;6,33;10,83
Nord Est;Emilia-Romagna;BO;F627;4,75;57,85;46,33;29;65,16;203,09
Centro;Toscana;AR;F628;2;19,5;15,27;9,83;25,33;71,93
Centro;Umbria;PG;F629;0;3;4;3;3,25;13,25
Sud;Puglia;FG;F631;35,18;38,27;29,85;27,5;13,5;144,3
Centro;Marche;MC;F632;14,5;64,33;59,45;33,55;34,86;206,69
Centro;Marche;AN;F634;3;22;18,5;13,5;12,08;69,08
Sud;Campania;BN;F636;10,78;24,63;30,26;19,02;21,65;106,34
Sud;Basilicata;MT;F637;9,2;16,65;12;24,5;6,83;69,18
Nord Ovest;Lombardia;PV;F638;0;1;0;0;1;2
Nord Ovest;Piemonte;VB;F639;1,75;6;2;1;0;10,75
Centro;Toscana;PI;F640;9,75;23;17;10,17;6;65,92
Nord Est;Emilia-Romagna;MO;F642;10,25;32,75;18,67;14,57;16,81;93,05
Nord Ovest;Lombardia;PV;F644;0;0;2;2;2;6
Sud;Abruzzo;PE;F646;78;278,21;226,25;111,12;89,24;782,82
Centro;Toscana;FI;F648;13,09;36,56;36,67;31,08;67,06;184,46
Nord Ovest;Piemonte;TO;F651;0;0;4;0;11;15
Centro;Marche;AP;F653;0;6,17;14,5;10,5;7,17;38,34
Nord Ovest;Piemonte;CN;F654;1;1;3;4;6;15
Isole;Sicilia;AG;F655;1;2;2,75;2,27;7,75;15,77
Centro;Toscana;AR;F656;12,5;53,27;67,39;52,59;64,02;249,77
Nord Ovest;Lombardia;LC;F657;3;6;15,5;5;5;34,5
Sud;Campania;AV;F660;0;1,09;0;1;0;2,09
Centro;Toscana;PI;F661;3;10;9;0;6;28
Nord Est;Veneto;VI;F662;3;5;6;8,67;12,5;35,17
Centro;Marche;AP;F664;0;4;0,5;1,5;1;7
Centro;Marche;AP;F665;0;1;1;0;2;4
Nord Ovest;Piemonte;CN;F666;0;1;0;0;1;2
Isole;Sardegna;SS;F667;0;1;3;4;4;12
