AREA;REGIONE;PROVINCIA;2021_CodCom;NTN_2021_Depositi_Pert;NTN_2021_Box
Sud;Puglia;BR;C424;39,56;72,34
Sud;Abruzzo;AQ;C426;8,83;7,74
Sud;Abruzzo;CH;C428;0;4
Sud;Puglia;FG;C429;3;1,5
Sud;Calabria;CS;C430;1;1
Nord Ovest;Piemonte;AL;C432;0;4
Nord Ovest;Lombardia;CR;C435;1;4
Sud;Puglia;BA;C436;8;56
Sud;Calabria;CS;C437;1;0
Nord Ovest;Piemonte;AT;C438;3;6
Nord Ovest;Lombardia;BS;C439;12,33;69,22
Nord Ovest;Piemonte;AT;C440;0;0
Nord Ovest;Piemonte;CN;C441;0;0
Sud;Puglia;FG;C442;0;0
Nord Ovest;Liguria;SV;C443;24,24;68,68
Sud;Campania;SA;C444;4;0
Centro;Lazio;VT;C446;3;0,5
Centro;Lazio;VT;C447;8;0
Sud;Puglia;BR;C448;0;7,5
Sud;Abruzzo;TE;C449;4;2
Sud;Calabria;CZ;C453;0;0
Nord Ovest;Lombardia;BG;C456;3;34,5
Nord Ovest;Lombardia;BG;C457;5;64,85
Nord Est;Veneto;BL;C458;12,6;27
Nord Ovest;Lombardia;BG;C459;11,67;57,42
Nord Est;Veneto;RO;C461;1;5
Nord Ovest;Liguria;SV;C463;29;25,5
Nord Ovest;Piemonte;CN;C466;30;79,96
Nord Est;Emilia-Romagna;FE;C469;59,23;429,38
Sud;Campania;SA;C470;7,33;5,51
Isole;Sicilia;EN;C471;18,76;7,67
Sud;Calabria;CZ;C472;1;0
Sud;Abruzzo;PE;C474;8,5;36,42
Sud;Campania;BN;C476;4,33;2
Nord Ovest;Piemonte;VB;C478;8;2
Centro;Lazio;FR;C479;9,25;8,8
Isole;Sicilia;EN;C480;2;1
Nord Ovest;Liguria;GE;C481;30;21
Nord Ovest;Lombardia;CO;C482;4;4,5
Nord Ovest;Piemonte;NO;C483;17;87,72
Nord Ovest;Lombardia;PV;C484;1;39,5
Sud;Campania;SA;C485;1;0
Sud;Molise;CB;C486;4;1
Nord Ovest;Piemonte;TO;C487;1;11
Sud;Molise;CB;C488;1;1,5
Sud;Calabria;CS;C489;3;0
Sud;Abruzzo;AQ;C492;3,5;3,5
Nord Ovest;Lombardia;SO;C493;8;1
Nord Est;Friuli- Venezia Giulia;UD;C494;0,5;1
Sud;Campania;NA;C495;10,47;26,42
Isole;Sicilia;PA;C496;1,11;3
Nord Ovest;Piemonte;TO;C497;2;13
Nord Est;Veneto;VR;C498;24,91;218
Nord Est;Veneto;RO;C500;2;22
Nord Ovest;Lombardia;MN;C502;6;17,5
Nord Ovest;Piemonte;AL;C503;1;4
Nord Ovest;Piemonte;CN;C504;0;8
Nord Ovest;Piemonte;TO;C505;2;9
Nord Ovest;Lombardia;BG;C506;1;35,59
Nord Ovest;Piemonte;AL;C507;0;1
Nord Ovest;Lombardia;PV;C508;0;3
Nord Ovest;Lombardia;PV;C509;2;5
Nord Ovest;Liguria;SV;C510;47,17;181,27
Nord Ovest;Liguria;IM;C511;23;3
Nord Ovest;Lombardia;MI;C512;26,67;97,82
Nord Est;Emilia-Romagna;PC;C513;3,25;2,67
Sud;Puglia;FG;C514;63,38;206,67
Sud;Calabria;CS;C515;0,67;1
Nord Ovest;Lombardia;CO;C516;29,9;89,77
Sud;Abruzzo;TE;C517;1;0
Centro;Lazio;RM;C518;2;0
Nord Ovest;Lombardia;CO;C520;30,9;66,1
Nord Ovest;Lombardia;LC;C521;3;39
Nord Ovest;Lombardia;MI;C523;260,25;670,96
Centro;Marche;AN;C524;7,25;17,5
Sud;Campania;BN;C525;1;2
Centro;Umbria;PG;C527;2;4
Nord Ovest;Piemonte;AT;C528;0;0
Centro;Toscana;FI;C529;13,89;46,34
Nord Ovest;Piemonte;CN;C530;1;1
Nord Ovest;Piemonte;AL;C531;1;11
Nord Ovest;Piemonte;BI;C532;9,5;27
Nord Ovest;Piemonte;AT;C533;1;5
Sud;Molise;IS;C534;1,99;1,99
Nord Ovest;Lombardia;MI;C536;6;79,08
Nord Ovest;Lombardia;MI;C537;41,33;165,18
Nord Est;Veneto;VR;C538;4;30,99
Sud;Basilicata;PZ;C539;0;1
Centro;Toscana;FI;C540;82,5;93,89
Nord Ovest;Lombardia;PV;C541;13;91
Sud;Calabria;CZ;C542;0;0
Centro;Lazio;RM;C543;10;31
Nord Est;Veneto;PD;C544;4;56,55
Centro;Lazio;FR;C545;3;6
Nord Ovest;Piemonte;CN;C547;11,75;48,31
Nord Ovest;Piemonte;VC;C548;1,06;2
Nord Ovest;Lombardia;BS;C549;5;2
Nord Ovest;Piemonte;CN;C550;7;25
Nord Ovest;Lombardia;PV;C551;0;5,5
Centro;Lazio;RM;C552;100,52;249,94
Nord Est;Emilia-Romagna;RA;C553;85,84;732,57
Sud;Calabria;CS;C554;1;1
Nord Ovest;Lombardia;LO;C555;11,5;68,13
Sud;Campania;AV;C557;5,52;5,02
Sud;Campania;CE;C558;1,83;1
Nord Ovest;Liguria;IM;C559;15;35,89
Sud;Calabria;CS;C560;1;0
Sud;Campania;CE;C561;5,87;46,11
Nord Ovest;Lombardia;LC;C563;5,33;11,33
Nord Ovest;Piemonte;TO;C564;38,37;155,42
Nord Ovest;Lombardia;MI;C565;69,05;174,75
Nord Ovest;Lombardia;MI;C566;176,42;462,15
Nord Ovest;Piemonte;VB;C567;0;1
Isole;Sicilia;ME;C568;0,75;3,5
Nord Ovest;Lombardia;MI;C569;53,51;260,77
Nord Est;Emilia-Romagna;FO;C573;219,74;865,41
Nord Est;Emilia-Romagna;FO;C574;60,08;274,28
Sud;Campania;AV;C576;2,6;8
Nord Est;Veneto;BL;C577;13,33;28,71
Nord Ovest;Liguria;IM;C578;8;0
Nord Est;Veneto;TV;C580;1,5;39,17
Sud;Calabria;VV;C581;2;0
Centro;Marche;MC;C582;0;0,17
Nord Ovest;Piemonte;AT;C583;1;0
Sud;Campania;SA;C584;3;0
Nord Ovest;Lombardia;BS;C585;2,5;12
Centro;Toscana;SI;C587;8;6
Sud;Calabria;CS;C588;6,5;4
Nord Ovest;Piemonte;CN;C589;10;17
Nord Ovest;Lombardia;BS;C591;6;6
Nord Ovest;Valle d'Aosta;AO;C593;0;5,5
Nord Ovest;Valle d'Aosta;AO;C594;4;5,5
Nord Ovest;Valle d'Aosta;AO;C595;4,5;2,5
Nord Ovest;Valle d'Aosta;AO;C596;6;3
Nord Ovest;Valle d'Aosta;AO;C598;12,5;19,83
Nord Ovest;Piemonte;CN;C599;44,09;99,33
Isole;Sardegna;SS;C600;0;0
Nord Ovest;Piemonte;TO;C604;4,33;11,33
Nord Est;Veneto;VI;C605;14,5;93,94
Sud;Campania;AV;C606;0;1
Centro;Toscana;SI;C608;8,3;45,93
Centro;Toscana;PI;C609;14,84;15
Nord Ovest;Piemonte;TO;C610;12,34;15
Isole;Sicilia;RG;C612;10,67;21,76
Isole;Sardegna;SS;C613;1;2
Nord Est;Veneto;TV;C614;6,25;32,72
Centro;Marche;AN;C615;30,1;90,18
Sud;Calabria;CZ;C616;4;0
Nord Ovest;Lombardia;BS;C618;37,76;219,21
Sud;Basilicata;PZ;C619;11;1
Sud;Molise;IS;C620;3;0
Nord Ovest;Liguria;GE;C621;127,97;260,86
Nord Ovest;Lombardia;SO;C623;57,65;81,23
Nord Ovest;Piemonte;TO;C624;3;5
Nord Ovest;Piemonte;TO;C627;138,9;439,41
Nord Ovest;Lombardia;SO;C628;39,49;47,35
Nord Ovest;Piemonte;TO;C629;2,5;3
Nord Est;Veneto;BL;C630;4,33;4
Centro;Toscana;PT;C631;4,22;21,83
Sud;Abruzzo;CH;C632;65,5;223,37
Sud;Puglia;FG;C633;1;3
Nord Ovest;Lombardia;CR;C634;4;28
Nord Ovest;Lombardia;BG;C635;1;44
Nord Ovest;Lombardia;PV;C637;3,67;27,84
Nord Est;Veneto;VE;C638;182,87;562,93
Nord Ovest;Piemonte;TO;C639;4,5;11
Nord Est;Friuli- Venezia Giulia;PN;C640;10;44,33
Centro;Toscana;AR;C648;0;1
Nord Ovest;Lombardia;BG;C649;21,21;81,94
Nord Est;Veneto;VI;C650;3,5;14,21
Nord Ovest;Lombardia;SO;C651;3,5;8,67
Nord Ovest;Piemonte;CN;C653;13,58;27,03
Isole;Sicilia;PA;C654;11,78;4
Nord Ovest;Piemonte;TO;C655;8,87;13,7
Nord Est;Friuli- Venezia Giulia;UD;C656;5;28,39
Nord Ovest;Liguria;IM;C657;5,5;1
Nord Ovest;Piemonte;AT;C658;0;11
Sud;Campania;AV;C659;5,81;1,33
Nord Ovest;Liguria;IM;C660;4;0
Centro;Toscana;SI;C661;11;4,5
Centro;Toscana;SI;C662;18,44;46,42
Centro;Toscana;AR;C663;0,78;7,44
Nord Ovest;Piemonte;TO;C665;85,66;323
Isole;Sicilia;AG;C668;4,33;4
Nord Est;Emilia-Romagna;RE;C669;15,77;42,16
Nord Est;Veneto;TV;C670;7,75;31,65
Nord Est;Veneto;BL;C672;2;4
Nord Ovest;Liguria;GE;C673;5,92;2,59
Sud;Calabria;CZ;C674;2;1
Sud;Campania;NA;C675;15,67;55
Sud;Campania;SA;C676;2;1
Centro;Lazio;RM;C677;2;3
Nord Ovest;Lombardia;CR;C678;0;5
Nord Ovest;Piemonte;TO;C679;1;1
Nord Ovest;Piemonte;VC;C680;2;22
Nord Ovest;Piemonte;CN;C681;9;4
Nord Ovest;Lombardia;PV;C684;4;11,25
Nord Ovest;Lombardia;BS;C685;0;7,84
Nord Ovest;Lombardia;PV;C686;5,5;52,56
Nord Est;Veneto;TV;C689;1;14,05
Nord Ovest;Lombardia;BS;C691;0;0
Sud;Calabria;RC;C695;0;0
Isole;Sicilia;PA;C696;4;1
Sud;Campania;NA;C697;5;18
Nord Ovest;Lombardia;BS;C698;0,5;0,5
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0
Nord Ovest;Piemonte;AT;C701;1;2
Centro;Lazio;RM;C702;1,5;1,75
Nord Ovest;Lombardia;CR;C703;0;3
Centro;Marche;MC;C704;24,93;21,6
Centro;Toscana;GR;C705;15;10,5
Nord Ovest;Lombardia;MI;C707;197,06;585,65
Isole;Sicilia;PA;C708;8;11,5
Nord Ovest;Lombardia;SO;C709;1,26;1
Sud;Calabria;RC;C710;6,5;4,5
Nord Ovest;Piemonte;TO;C711;2;2
Nord Est;Veneto;PD;C713;2;6
Nord Est;Veneto;VE;C714;4;30
Nord Ovest;Piemonte;TO;C715;1;3
Sud;Campania;CE;C716;0;0
Nord Ovest;Liguria;IM;C718;18,12;21,1
Sud;Campania;BN;C719;2;2
Nord Ovest;Piemonte;TO;C722;52,5;225,98
Sud;Basilicata;MT;C723;6;0
Nord Ovest;Lombardia;CO;C724;2,83;13,51
Sud;Calabria;KR;C725;2;1
Sud;Calabria;KR;C726;11,5;3,99
Nord Ovest;Lombardia;BG;C728;9;57,25
Nord Ovest;Liguria;SV;C729;4;9
Nord Ovest;Lombardia;BG;C730;11,95;67,59
Nord Ovest;Lombardia;VA;C732;22,67;105,71
Nord Ovest;Lombardia;MI;C733;28,28;126,05
Nord Est;Veneto;TV;C735;5,78;16,17
Nord Ovest;Piemonte;CN;C738;4;1
Nord Ovest;Piemonte;AT;C739;0;7
Centro;Lazio;LT;C740;62,17;133,9
Sud;Puglia;BR;C741;18,54;49,34
Centro;Umbria;PG;C742;6,33;9,5
Nord Est;Veneto;PD;C743;23,17;191,8
Centro;Umbria;PG;C744;30,96;56,69
Centro;Umbria;PG;C745;68,05;225,51
Centro;Lazio;RI;C746;13,17;19,86
Sud;Calabria;RC;C747;4,22;7,5
Centro;Lazio;RI;C749;1;0,5
Sud;Abruzzo;PE;C750;21,5;121,17
Nord Ovest;Lombardia;VA;C751;6;33,4
Nord Ovest;Lombardia;LC;C752;9,67;28,5
Nord Ovest;Liguria;IM;C755;2;10
Nord Ovest;Piemonte;VC;C757;0;1,99
Nord Est;Friuli- Venezia Giulia;UD;C758;31,5;68,08
Nord Ovest;Lombardia;BG;C759;1,54;31,84
Nord Ovest;Lombardia;BS;C760;6,85;11
Sud;Calabria;CS;C763;3;3
Sud;Molise;CB;C764;3;1
Centro;Lazio;VT;C765;24;65,45
Sud;Abruzzo;AQ;C766;1;3
Centro;Lazio;RM;C767;18,67;35,47
Sud;Abruzzo;CH;C768;4;0
Sud;Molise;IS;C769;1;1
Centro;Marche;MC;C770;104,85;425,63
Sud;Abruzzo;PE;C771;0;0
Sud;Molise;CB;C772;0;2
Centro;Lazio;RM;C773;102,01;248,47
Centro;Toscana;AR;C774;13,82;57,3
Sud;Abruzzo;CH;C776;3;3
Nord Est;Emilia-Romagna;FO;C777;6;13,8
Sud;Abruzzo;AQ;C778;1;0
Sud;Abruzzo;PE;C779;2;5,5
Centro;Lazio;VT;C780;6;1
Sud;Abruzzo;TE;C781;1;4
Centro;Toscana;GR;C782;18,77;14
Sud;Abruzzo;AQ;C783;5,5;4
Centro;Lazio;RM;C784;10;9
Nord Ovest;Lombardia;SO;C785;13,17;13,72
Nord Ovest;Lombardia;CO;C787;5,75;5,25
Nord Ovest;Lombardia;BG;C789;1,5;10,84
Nord Est;Friuli- Venezia Giulia;PN;C790;1,66;1,66
Nord Est;Friuli- Venezia Giulia;PN;C791;2,08;6,5
Nord Ovest;Piemonte;CN;C792;1;8
Nord Ovest;Piemonte;TO;C793;3,04;14
Sud;Calabria;CS;C795;0;0
Nord Ovest;Lombardia;VA;C796;3;20
Nord Ovest;Lombardia;BG;C800;36,75;172,17
Nord Ovest;Piemonte;TO;C801;2;7
Nord Ovest;Piemonte;TO;C803;16;33,25
Nord Ovest;Piemonte;AT;C804;1;4
Nord Ovest;Lombardia;BS;C806;24,17;104,43
Nord Ovest;Piemonte;AT;C807;1;2
Nord Ovest;Lombardia;VA;C810;1,67;38,17
Sud;Abruzzo;AQ;C811;1,63;0
Nord Est;Veneto;PD;C812;3,83;51,55
Nord Ovest;Lombardia;PV;C813;1;5,5
Nord Est;Emilia-Romagna;FE;C814;8;74,43
Nord Est;Veneto;TV;C815;11;38,11
Nord Ovest;Lombardia;LO;C816;39,66;181,26
Nord Est;Friuli- Venezia Giulia;UD;C817;28;195,5
Isole;Sardegna;SS;C818;1;2,8
Nord Ovest;Piemonte;BI;C819;15;9
Nord Ovest;Lombardia;MI;C820;22,03;89,59
Nord Ovest;Valle d'Aosta;AO;C821;47,15;23
Nord Ovest;Liguria;GE;C823;36,67;105,39
Nord Est;Veneto;VI;C824;6,33;20
Nord Ovest;Liguria;GE;C826;33,94;33,5
Nord Ovest;Piemonte;NO;C829;5;18
Nord Ovest;Lombardia;BG;C835;2,33;21,61
Centro;Lazio;FR;C836;0;1
Nord Est;Emilia-Romagna;PC;C838;4;12
Nord Ovest;Lombardia;LC;C839;42,29;203,3
Centro;Lazio;RI;C841;3;3
Sud;Abruzzo;AQ;C844;0;1
Centro;Umbria;PG;C845;3;6
Sud;Campania;BN;C846;2;0
Centro;Toscana;SI;C847;55,51;178,58
Nord Est;Veneto;TV;C848;10,17;44,59
Nord Ovest;Lombardia;BS;C850;9,68;46,93
Nord Ovest;Lombardia;LC;C851;8,7;19,5
Nord Est;Emilia-Romagna;PR;C852;51,49;175,6
Sud;Abruzzo;PE;C853;2;19
Sud;Molise;CB;C854;2;1
Sud;Abruzzo;CH;C855;0;0
Sud;Abruzzo;CH;C856;1;1
Centro;Lazio;RI;C857;1;1
Centro;Lazio;RM;C858;36,17;133,75
Centro;Lazio;RI;C859;1,67;1
Nord Ovest;Piemonte;TO;C860;238,6;559,13
Sud;Abruzzo;AQ;C862;1;2
Centro;Lazio;FR;C864;2;0
Sud;Puglia;LE;C865;1,5;10,16
Sud;Abruzzo;AQ;C866;0;0
Nord Ovest;Piemonte;TO;C867;2;3
Nord Ovest;Piemonte;TO;C868;0;9
Centro;Toscana;LI;C869;51;143,16
Centro;Lazio;FR;C870;0,06;1,06
Isole;Sicilia;PA;C871;6,5;0
Sud;Molise;CB;C875;3;1
Centro;Lazio;RI;C876;5;4
Centro;Marche;AP;C877;3;23,89
Sud;Molise;IS;C878;0;0
Sud;Campania;SA;C879;2;5
Centro;Lazio;RI;C880;0;1
Isole;Sardegna;CA;C882;0;0
Nord Ovest;Lombardia;BS;C883;5,5;18,25
Nord Ovest;Piemonte;VC;C884;0;0
Nord Est;Friuli- Venezia Giulia;UD;C885;5;22
Centro;Marche;MC;C886;0;1
Sud;Basilicata;MT;C888;2,67;3,84
Nord Est;Veneto;VR;C890;10,08;62,95
Nord Ovest;Lombardia;BS;C893;3;95,17
Nord Ovest;Lombardia;BG;C894;15,48;140,12
Nord Ovest;Lombardia;MI;C895;175,02;452,93
Nord Est;Veneto;VR;C897;6;101
Centro;Lazio;RM;C900;13,5;12,63
Sud;Abruzzo;TE;C901;11;21
Nord Ovest;Lombardia;CO;C902;7;16
Nord Ovest;Lombardia;SO;C903;2;5
Nord Est;Emilia-Romagna;PR;C904;5;89,17
Sud;Calabria;CS;C905;0;0
Nord Ovest;Lombardia;MI;C908;4;37
Nord Ovest;Lombardia;BG;C910;1,17;16,67
Nord Ovest;Lombardia;VA;C911;3;15
Nord Est;Emilia-Romagna;FE;C912;65,24;325,81
Centro;Toscana;MS;C914;10;5
Nord Ovest;Lombardia;LO;C917;6,5;46,83
Nord Est;Friuli- Venezia Giulia;UD;C918;1;2
Nord Est;Veneto;BL;C919;8,95;23,29
Nord Est;Veneto;BL;C920;23,84;24,2
Nord Ovest;Lombardia;VA;C922;8,13;44,9
Nord Ovest;Lombardia;BS;C925;3;39,5
Nord Ovest;Piemonte;NO;C926;0;10,5
Isole;Sicilia;RG;C927;14,53;77,44
Isole;Sicilia;AG;C928;4;3
Sud;Campania;NA;C929;2,33;0
Nord Ovest;Lombardia;MN;C930;3;7
Nord Ovest;Lombardia;CO;C933;354,75;971,33
Nord Est;Emilia-Romagna;PR;C934;1;3,86
Centro;Marche;AP;C935;7;20,01
Nord Ovest;Lombardia;CO;C936;19,65;27,5
Nord Ovest;Lombardia;BG;C937;9,5;53,33
Nord Est;Veneto;VE;C938;2;11,25
Sud;Campania;CE;C939;0,67;1
Sud;Campania;SA;C940;1,5;0
Sud;Molise;IS;C941;0;1
Nord Est;Veneto;VR;C943;0;7
Centro;Lazio;RI;C946;1;2
Nord Ovest;Lombardia;BS;C948;37,17;198,09
Nord Est;Veneto;VE;C950;18,42;79
Nord Est;Emilia-Romagna;MO;C951;16,55;77,45
Nord Ovest;Lombardia;MI;C952;99,87;295,37
Sud;Calabria;RC;C954;0;3
Nord Ovest;Piemonte;TO;C955;21,07;51,5
Isole;Sicilia;ME;C956;0;1
Nord Est;Veneto;TV;C957;100,84;426,64
Nord Ovest;Lombardia;PV;C958;2;17
Centro;Lazio;RI;C959;1;1,5
Sud;Calabria;CZ;C960;1,66;1
Nord Ovest;Piemonte;AL;C962;0;3
Nord Est;Emilia-Romagna;RA;C963;10;72,83
Nord Est;Veneto;PD;C964;11;86,73
Isole;Sicilia;PA;C968;1,75;4
Centro;Lazio;RI;C969;3,5;11
Sud;Campania;AV;C971;1;10
Sud;Abruzzo;TE;C972;1;6
Sud;Campania;SA;C973;3;0
Sud;Campania;SA;C974;5;3
Sud;Puglia;BA;C975;67;116,66
Sud;Campania;AV;C976;3,56;3
Nord Ovest;Piemonte;AL;C977;3;14,5
Sud;Puglia;LE;C978;13;32,9
Nord Ovest;Lombardia;PV;C979;5;17
Nord Est;Emilia-Romagna;FE;C980;24,5;179,19
Nord Ovest;Lombardia;PV;C982;0;2
Sud;Puglia;BA;C983;153,6;151,75
Sud;Campania;SA;C984;3;4
Nord Ovest;Lombardia;MI;C986;79,09;285,37
Nord Est;Veneto;RO;C987;3;13
Centro;Lazio;VT;C988;10,5;4,67
Centro;Umbria;PG;C990;64,63;198,08
Nord Est;Friuli- Venezia Giulia;PN;C991;38,03;160
Nord Est;Veneto;TV;C992;12;90,33
Nord Est;Friuli- Venezia Giulia;PN;C993;6;29
Nord Ovest;Liguria;GE;C995;3;3
Centro;Toscana;LU;C996;8,25;10,34
Centro;Lazio;FR;C998;4;0,07
Sud;Abruzzo;AQ;C999;1;3,5
Centro;Lazio;LT;D003;11,28;7
Nord Est;Emilia-Romagna;RN;D004;9;74
Sud;Puglia;LE;D006;7,6;7,5
Centro;Marche;AN;D007;3;11,5
Nord Ovest;Piemonte;TO;D008;22;37,05
Isole;Sicilia;PA;D009;13;12,83
Sud;Basilicata;PZ;D010;11;1,88
Sud;Campania;SA;D011;0;5
Nord Ovest;Valle d'Aosta;AO;D012;89,48;165,71
Nord Ovest;Lombardia;MI;D013;71,24;204,49
Nord Ovest;Lombardia;BG;D015;2,8;2
Nord Ovest;Lombardia;BG;D016;8,25;18
Nord Ovest;Lombardia;MI;D018;122,23;307,72
Nord Ovest;Lombardia;MI;D019;62,51;219,93
Nord Est;Veneto;VI;D020;11,05;85,38
Nord Ovest;Lombardia;LO;D021;3;40,33
Nord Ovest;Piemonte;CN;D022;2,33;22,5
Centro;Lazio;VT;D024;65,75;86,68
Nord Est;Emilia-Romagna;PR;D026;11,36;12
Nord Est;Friuli- Venezia Giulia;UD;D027;4;25
Nord Ovest;Lombardia;LO;D028;0,33;7,33
Nord Ovest;Lombardia;LO;D029;0;3
Nord Est;Veneto;TV;D030;8;43,83
Nord Ovest;Lombardia;MI;D033;0;3
Nord Est;Emilia-Romagna;RE;D037;82,48;307,21
Nord Ovest;Lombardia;MI;D038;20;71,96
Nord Est;Veneto;PD;D040;4;30,95
Nord Ovest;Lombardia;CO;D041;1;3
Centro;Marche;MC;D042;33,6;71,08
Sud;Abruzzo;TE;D043;8;26
Sud;Puglia;LE;D044;5;3
Nord Ovest;Lombardia;MI;D045;129,95;256,75
Nord Ovest;Piemonte;AT;D046;0;1
Sud;Calabria;CZ;D049;1;4
Nord Ovest;Piemonte;AT;D050;0;1
Nord Ovest;Piemonte;AT;D051;0;7
Nord Ovest;Piemonte;AT;D052;1;3
Nord Est;Emilia-Romagna;PC;D054;3,5;13,5
Nord Ovest;Lombardia;CR;D056;0;7
Nord Ovest;Lombardia;CR;D057;0;16
Nord Ovest;Lombardia;BS;D058;11,78;121
Nord Est;Emilia-Romagna;PC;D061;6;29,75
Nord Ovest;Piemonte;CN;D062;6,03;14
Nord Ovest;Lombardia;BS;D064;29,18;129,17
Nord Ovest;Lombardia;LC;D065;2;2,5
Nord Ovest;Lombardia;BG;D066;3,92;13,5
Nord Ovest;Lombardia;LO;D068;3;25
Nord Ovest;Piemonte;AT;D072;0;0
Sud;Abruzzo;TE;D076;0;0
Centro;Toscana;AR;D077;34,5;95,23
Sud;Abruzzo;PE;D078;0;0
Nord Ovest;Lombardia;PV;D081;0;4
Nord Ovest;Lombardia;BS;D082;0;12
Nord Est;Friuli- Venezia Giulia;UD;D085;3;9
Sud;Calabria;CS;D086;99,35;256,54
Nord Ovest;Liguria;IM;D087;1;4
Nord Ovest;Lombardia;SO;D088;13,37;39,7
Sud;Calabria;RC;D089;2;0
Nord Ovest;Piemonte;TO;D092;2,5;1
Nord Ovest;Piemonte;CN;D093;0;2
Nord Ovest;Piemonte;BI;D094;40,14;128,8
Nord Ovest;Liguria;SV;D095;5,33;6,5
Centro;Marche;AP;D096;0;1
Nord Ovest;Piemonte;VB;D099;10;2
Isole;Sardegna;SS;D100;1;1
Nord Ovest;Piemonte;AT;D101;0;4
Nord Ovest;Piemonte;AL;D102;0;1
Nord Ovest;Lombardia;BG;D103;0,95;9
Nord Est;Veneto;RO;D105;1;10,5
Nord Est;Veneto;VI;D107;4;129,14
Centro;Umbria;PG;D108;5;3,5
Nord Ovest;Lombardia;PV;D109;1;1
Nord Ovest;Lombardia;BG;D110;16,63;75,55
Nord Ovest;Lombardia;BG;D111;2;26,14
Nord Ovest;Lombardia;LC;D112;13,84;45,82
Nord Ovest;Piemonte;VC;D113;2;11
Nord Ovest;Liguria;IM;D114;11;22,78
Nord Ovest;Lombardia;BG;D117;16,75;76,26
Nord Est;Veneto;VR;D118;22;147,84
Nord Ovest;Piemonte;AT;D119;10;25,2
Nord Ovest;Piemonte;CN;D120;10;25,39
Nord Est;Emilia-Romagna;RA;D121;9;63,41
Sud;Calabria;KR;D122;39,45;110,2
Sud;Calabria;KR;D123;6;4
Centro;Lazio;RI;D124;4;1
Nord Ovest;Lombardia;BG;D126;6,21;46
Nord Ovest;Lombardia;PV;D127;1;1
Sud;Basilicata;MT;D128;0;0
Nord Ovest;Lombardia;LC;D131;0;4,67
Nord Ovest;Piemonte;VC;D132;8,84;2,84
Nord Ovest;Piemonte;CN;D133;2;0
Nord Ovest;Piemonte;VB;D134;9,5;20,5
Nord Est;Veneto;VI;D136;21;163,89
Sud;Abruzzo;CH;D137;1;1,25
Nord Ovest;Lombardia;BG;D139;5,17;54,67
Nord Ovest;Lombardia;CR;D141;6;14,25
Nord Ovest;Lombardia;CR;D142;103,82;448,74
Nord Ovest;Lombardia;LC;D143;7,1;18,5
Nord Ovest;Lombardia;VA;D144;1;6
Nord Ovest;Lombardia;LC;D145;11,5;56,33
Nord Ovest;Lombardia;CO;D147;6;4
Nord Ovest;Piemonte;AL;D149;0;12,5
Nord Ovest;Lombardia;CR;D150;295,85;984,08
Nord Ovest;Lombardia;CR;D151;0;21,23
Nord Ovest;Piemonte;VC;D154;19,01;80,49
Nord Est;Veneto;VI;D156;1;5,5
Nord Ovest;Lombardia;LO;D159;2,5;35
Nord Est;Veneto;RO;D161;2;12,5
Nord Ovest;Piemonte;NO;D162;0;3
Nord Ovest;Piemonte;BI;D165;2;9,42
Nord Est;Emilia-Romagna;BO;D166;25,17;169,24
Nord Ovest;Piemonte;VB;D168;33,99;25,64
Sud;Campania;NA;D170;7,7;22
Sud;Puglia;TA;D171;17,5;23
Nord Ovest;Piemonte;CN;D172;3;2
Nord Ovest;Liguria;GE;D175;2;1
Nord Ovest;Piemonte;VB;D177;12;18,5
Sud;Abruzzo;TE;D179;5;3
Sud;Calabria;CS;D180;2;0
Sud;Calabria;CZ;D181;4;1
Sud;Calabria;CS;D184;3,33;11
Nord Ovest;Lombardia;VA;D185;1;5
Nord Ovest;Lombardia;CR;D186;0;4
Nord Ovest;Piemonte;VC;D187;2;2,84
Sud;Calabria;KR;D189;1,5;6,25
Nord Ovest;Lombardia;VA;D192;18,17;46
Nord Est;Veneto;VR;D193;3;58,89
Sud;Campania;SA;D195;0;0
Nord Ovest;Lombardia;CO;D196;6,26;27,5
Nord Ovest;Piemonte;TO;D197;1;8,33
Nord Ovest;Lombardia;MI;D198;14;73,2
Nord Ovest;Lombardia;VA;D199;7,25;28,25
Isole;Sardegna;OR;D200;7,5;3,07
Sud;Abruzzo;PE;D201;1;4
Nord Ovest;Piemonte;TO;D202;24;69,16
Nord Ovest;Lombardia;CR;D203;0;2
Nord Ovest;Lombardia;VA;D204;4;26,92
Nord Ovest;Piemonte;CN;D205;388,15;565,07
Nord Ovest;Piemonte;AT;D207;2;4
Nord Ovest;Piemonte;TO;D208;29,5;80,56
Sud;Abruzzo;CH;D209;7;8,5
Centro;Marche;AP;D210;26,08;71,89
Centro;Marche;AN;D211;7,76;21,75
Isole;Sardegna;OR;D214;0;0
Nord Ovest;Piemonte;NO;D216;2;16
Nord Ovest;Lombardia;VA;D217;3;0
Sud;Calabria;CZ;D218;2;1,5
Nord Ovest;Piemonte;BI;D219;4;4
Nord Ovest;Lombardia;BG;D221;23,67;103,73
Sud;Puglia;LE;D223;1;4,69
Nord Est;Veneto;PD;D226;0;90,67
Nord Ovest;Lombardia;MN;D227;15;175,59
Sud;Campania;CE;D228;18,5;29,57
Nord Ovest;Lombardia;MI;D229;46;124,72
Sud;Campania;BN;D230;2,67;5
Nord Ovest;Lombardia;MI;D231;70,5;232,47
