AREA;Regione;prov;2014_CodFitt;NTN 2014 fino a 50 mq;NTN 2014 50 -| 85 mq;NTN 2014 85 -| 115 mq;NTN 2014 115 -| 145 mq;NTN 2014 oltre 145;NTN 2014
Sud;Calabria;KR;B319;0;0;2,5;2,24;1;5,74
Sud;Calabria;KR;B771;0;0;0;0;0;0
Sud;Calabria;KR;B857;2;1;2;2;0;7
Sud;Calabria;KR;B968;4;4;1;1;1;11
Sud;Calabria;KR;C725;2;1;4;3;4,63;14,63
Sud;Calabria;KR;C726;6;22,5;20,67;8;12;69,17
Sud;Calabria;KR;D122;23,23;67,88;93,25;47,34;37,34;269,04
Sud;Calabria;KR;D123;16,5;9;7,39;6;2;40,89
Sud;Calabria;KR;D189;1;7;0;3;2,17;13,17
Sud;Calabria;KR;D236;1;14,67;7;7,71;6,8;37,18
Sud;Calabria;KR;E339;25,5;29,18;12;6;4,1;76,78
Sud;Calabria;KR;F108;2;6;32,83;9;3;52,83
Sud;Calabria;KR;F157;2;3;1;2;1;9
Sud;Calabria;KR;G278;1;0;2;1;1;5
Sud;Calabria;KR;G508;3;4;8;15,5;9,64;40,14
Sud;Calabria;KR;H383;0;0;1;2;1;4
Sud;Calabria;KR;H403;0;1;4;2;1;8
Sud;Calabria;KR;I026;0;0;3;3;1;7
Sud;Calabria;KR;I057;0;0;0;0;0;0
Sud;Calabria;KR;I308;0;1;1;0;1;3
Sud;Calabria;KR;I468;0;5;4;1;0;10
Sud;Calabria;KR;I494;2;3;2;1;4;12
Sud;Calabria;KR;I982;3;10,64;4,68;2,5;4,01;24,83
Sud;Calabria;KR;L492;5;3;2;0;1;11
Sud;Calabria;KR;L802;1;3;2;5;2;13
Sud;Calabria;RC;A065;0;0;0;1;0;1
Sud;Calabria;RC;A077;0;0;0;2;0;2
Sud;Calabria;RC;A303;0;1;2;1;3;7
Sud;Calabria;RC;A314;0;1;0;0;0;1
Sud;Calabria;RC;A385;3;8;3,66;3;8;25,66
Sud;Calabria;RC;A544;0;1;0;1;0;2
Sud;Calabria;RC;A552;5;20;30;9;3,31;67,31
Sud;Calabria;RC;A780;0;0;0;0,14;1;1,14
Sud;Calabria;RC;A843;2;4,75;3,25;1;5;16
Sud;Calabria;RC;A897;3,33;3;0,75;1;0;8,08
Sud;Calabria;RC;B097;1;3;0;0,75;1;5,75
Sud;Calabria;RC;B098;3;9;4;5;5;26
Sud;Calabria;RC;B099;3,01;8;0,33;4;2;17,34
Sud;Calabria;RC;B118;3;2,8;2,2;2,8;1;11,8
Sud;Calabria;RC;B234;1;1;0;0;0;2
Sud;Calabria;RC;B379;0;2;1;0;0;3
Sud;Calabria;RC;B481;1;1;1,5;0;0,5;4
Sud;Calabria;RC;B516;0;5;5;2,5;3,92;16,42
Sud;Calabria;RC;B591;0;0;0;0;0;0
Sud;Calabria;RC;B617;0;0;0;0;2;2
Sud;Calabria;RC;B718;0;1;1;2;0;4
Sud;Calabria;RC;B756;0;1;0;0;0;1
Sud;Calabria;RC;B766;1;0;1;0;1;3
Sud;Calabria;RC;B966;0;1;0;1;0;2
Sud;Calabria;RC;C285;9;10;3,44;3;3;28,44
Sud;Calabria;RC;C695;2;1;1;1;1;6
Sud;Calabria;RC;C710;1;9;2,89;3;2;17,89
Sud;Calabria;RC;C747;10,63;7,5;6;3;3;30,13
Sud;Calabria;RC;C954;4;7;7,5;3;3;24,5
Sud;Calabria;RC;D089;0;0;1;0;0;1
Sud;Calabria;RC;D268;0;3;2;0;5;10
Sud;Calabria;RC;D545;3,34;0,5;1,5;1,93;1;8,27
Sud;Calabria;RC;D557;0;0,5;2;1;0;3,5
Sud;Calabria;RC;D619;0;0;0;0;0;0
Sud;Calabria;RC;D746;0,5;2;8;4;2,57;17,07
Sud;Calabria;RC;D864;0;4;3;2;1,5;10,5
Sud;Calabria;RC;D975;0;0,78;0,33;1;0;2,11
Sud;Calabria;RC;D976;2;10;8,08;8,75;8;36,83
Sud;Calabria;RC;E025;3;2,75;0;0;0;5,75
Sud;Calabria;RC;E041;7,67;11,98;10,73;5;7,33;42,71
Sud;Calabria;RC;E044;1;9;4,67;3;5;22,67
Sud;Calabria;RC;E212;0;2;1;0,33;0;3,33
Sud;Calabria;RC;E402;0;0;1;1;0;2
Sud;Calabria;RC;E479;6,3;10;4,08;5;1;26,38
Sud;Calabria;RC;E873;1;16,66;0;2,75;0,08;20,49
Sud;Calabria;RC;E956;2;6,17;6;4,17;1;19,34
Sud;Calabria;RC;E968;0,5;1;2;1,25;2,5;7,25
Sud;Calabria;RC;E993;0;2;0;0;0;2
Sud;Calabria;RC;F105;1;2;3;1;0;7
Sud;Calabria;RC;F106;3;4;0;0;1;8
Sud;Calabria;RC;F112;5,5;12;10,32;11,56;7;46,38
Sud;Calabria;RC;F301;0;2;1;1;0;4
Sud;Calabria;RC;F324;1;3;4,17;3;3;14,17
Sud;Calabria;RC;F779;4;7;5,5;0;1;17,5
Sud;Calabria;RC;G082;1,5;1;4,11;1,12;1;8,73
Sud;Calabria;RC;G277;2,97;6,67;2,83;3;0;15,47
Sud;Calabria;RC;G288;5;24;28,67;12,39;5,48;75,54
Sud;Calabria;RC;G394;0,67;3,77;0;0;0;4,44
Sud;Calabria;RC;G729;2;0;0;0;0;2
Sud;Calabria;RC;G735;0;0;0;0;1;1
Sud;Calabria;RC;G791;4,5;5,75;4;5;8;27,25
Sud;Calabria;RC;G905;0;1;0;1;0;2
Sud;Calabria;RC;H013;0;0;1;1;0;2
Sud;Calabria;RC;H224;41,8;201,16;315,99;266,45;152,33;977,73
Sud;Calabria;RC;H265;4;3;1;2;0;10
Sud;Calabria;RC;H359;3,67;3;3,67;2,94;2;15,28
Sud;Calabria;RC;H408;0;0;0;0;0;0
Sud;Calabria;RC;H456;1;7,22;11;5,86;6,33;31,41
Sud;Calabria;RC;H489;1;6;1;1,8;0;9,8
Sud;Calabria;RC;H558;1;4,89;6,5;6;3;21,39
Sud;Calabria;RC;H889;0;7;2;1;1;11
Sud;Calabria;RC;H903;0;0;0;0;0;0
Sud;Calabria;RC;H959;0;2;0;0;1,5;3,5
Sud;Calabria;RC;H970;0;0;1;1;1;3
Sud;Calabria;RC;I102;0;1;1;0;0;2
Sud;Calabria;RC;I132;1;0;0;0;0;1
Sud;Calabria;RC;I139;1;2;0;2;0;5
Sud;Calabria;RC;I176;1;0;0;1;0;2
Sud;Calabria;RC;I198;0;1;0;0;0;1
Sud;Calabria;RC;I214;0;0;0;0;0;0
Sud;Calabria;RC;I333;0;8;1;1;1,33;11,33
Sud;Calabria;RC;I341;1;1;3;0;2;7
Sud;Calabria;RC;I371;2;3;4,33;1;2,67;13
Sud;Calabria;RC;I536;0;0;0;0;0;0
Sud;Calabria;RC;I537;3,06;4,66;4;0;0;11,72
Sud;Calabria;RC;I600;8;2;2,75;2;1;15,75
Sud;Calabria;RC;I656;3;0;1;0;0;4
Sud;Calabria;RC;I725;2,67;4,5;23,66;12;8,5;51,33
Sud;Calabria;RC;I753;0;2;1;1;3,86;7,86
Sud;Calabria;RC;I936;0;0;1;1;0;2
Sud;Calabria;RC;I955;0;1;0;1,92;1;3,92
Sud;Calabria;RC;I956;2;1;0;0;4;7
Sud;Calabria;RC;L063;11,34;15;10;10,75;9,5;56,59
Sud;Calabria;RC;L127;1;1;1;0;2;5
Sud;Calabria;RC;L673;0;2;2;0;0,5;4,5
Sud;Calabria;RC;M018;1;9,85;22,88;13,5;14,57;61,8
Sud;Calabria;RC;M277;2;2;2;4;2;12
Sud;Calabria;VV;A043;1;2,5;1;2;3;9,5
Sud;Calabria;VV;A386;0;0;1;2;1;4
Sud;Calabria;VV;B169;9;13;6,83;0;2;30,83
Sud;Calabria;VV;B197;0;0;0;0;0;0
Sud;Calabria;VV;B655;0;1;0;0;0;1
Sud;Calabria;VV;C581;3;0,33;0;1;0;4,33
Sud;Calabria;VV;D253;0,5;5;1;1;0;7,5
Sud;Calabria;VV;D303;0;0;0;1;0;1
Sud;Calabria;VV;D364;2,58;6,18;3,25;1;1;14,01
Sud;Calabria;VV;D453;2;13;5;4;2;26
Sud;Calabria;VV;D587;1;14,75;11;2,97;1,5;31,22
Sud;Calabria;VV;D589;2,84;3;0;2;0;7,84
Sud;Calabria;VV;D596;0;1;1;1;1;4
Sud;Calabria;VV;D762;1;2;4;0;3;10
Sud;Calabria;VV;D767;0;1;2;0;1;4
Sud;Calabria;VV;D988;5;3;1;0;1;10
Sud;Calabria;VV;E321;0;0;1;7,5;7;15,5
Sud;Calabria;VV;E389;2;6,5;0;3;3;14,5
Sud;Calabria;VV;E590;1,34;1;0;3,75;3,5;9,59
Sud;Calabria;VV;E836;2,5;1,78;0;0;1;5,28
Sud;Calabria;VV;F207;13;6;12,5;3;7;41,5
Sud;Calabria;VV;F364;1;1;0,5;0;0;2,5
Sud;Calabria;VV;F537;5,25;56,5;34,63;33,31;30,33;160,02
Sud;Calabria;VV;F607;3;4;4;0;0;11
Sud;Calabria;VV;F843;0;1;2;3;0;6
Sud;Calabria;VV;F893;7,84;2;4,5;2,67;1;18,01
Sud;Calabria;VV;G335;0;7;1;3;0;11
Sud;Calabria;VV;G722;20,42;28,85;21,15;24;8;102,42
Sud;Calabria;VV;G728;2;1;0;1;0;4
Sud;Calabria;VV;G785;0;0;1;2;0;3
Sud;Calabria;VV;H271;3;12,33;5,67;5;2,03;28,03
Sud;Calabria;VV;H516;2,92;2;2;2,94;1,15;11,01
Sud;Calabria;VV;H785;0;1;2;1,25;0;4,25
Sud;Calabria;VV;H807;2;3;0;1;1,17;7,17
Sud;Calabria;VV;H941;2;1;1;3;0;7
Sud;Calabria;VV;I058;1;1;0;0;0;2
Sud;Calabria;VV;I350;1;0;2;0;0;3
Sud;Calabria;VV;I639;6,83;5,5;6;7,08;3;28,41
Sud;Calabria;VV;I744;1;0;3;0;2;6
Sud;Calabria;VV;I853;0;1;0;1;2;4
Sud;Calabria;VV;I854;2;1;0;0;2;5
Sud;Calabria;VV;I884;0;0;1;0;1;2
Sud;Calabria;VV;I905;0;0;0;0;0,5;0,5
Sud;Calabria;VV;I945;1;1;1;2,5;2;7,5
Sud;Calabria;VV;L452;6,75;17,25;6,95;5,5;1,42;37,87
Sud;Calabria;VV;L607;2;0;2;0;0;4
Sud;Calabria;VV;L699;1;3,5;1,89;1;1;8,39
Sud;Calabria;VV;M138;4,75;1,6;0;2;0;8,35
Sud;Calabria;VV;M143;5,09;8,5;7;1;1;22,59
Sud;Calabria;VV;M204;0;5,6;0;0;0;5,6
Sud;Campania;AV;A101;0;3;3;2;8;16
Sud;Campania;AV;A228;1;8;5,3;1,75;2;18,05
Sud;Campania;AV;A284;3,5;5,92;1;0;0;10,42
Sud;Campania;AV;A347;1;1;2;0,89;1;5,89
Sud;Campania;AV;A399;7,75;22,44;21,81;17,57;17;86,57
Sud;Campania;AV;A489;2,02;9,38;7,85;19,6;16,89;55,74
Sud;Campania;AV;A508;2;2;3,27;1;4;12,27
Sud;Campania;AV;A509;5;60,13;79,03;65,16;66,73;276,05
Sud;Campania;AV;A566;5,1;5,46;8,17;6;2,67;27,4
Sud;Campania;AV;A580;2;0;1,9;6;5,84;15,74
Sud;Campania;AV;A881;0;6;6,6;3;3;18,6
Sud;Campania;AV;A975;0;1;0;0;3,67;4,67
Sud;Campania;AV;B367;0;2;1;1;0;4
Sud;Campania;AV;B374;1,78;4;1,33;1,14;0;8,25
Sud;Campania;AV;B415;4,67;17,3;1;4;1;27,97
Sud;Campania;AV;B590;1;1;1,67;2;1;6,67
Sud;Campania;AV;B674;1;5,42;5,38;3,15;4;18,95
Sud;Campania;AV;B706;2;2;3;2;0;9
Sud;Campania;AV;B776;0;0;1;2;2;5
Sud;Campania;AV;B866;2,55;0;0,67;2,72;0;5,94
Sud;Campania;AV;B997;0;3;0;1;1;5
Sud;Campania;AV;C058;0;0,72;1;0;1;2,72
Sud;Campania;AV;C105;0;0;0,87;0;1;1,87
Sud;Campania;AV;C283;0;2,5;0;1;0;3,5
Sud;Campania;AV;C557;8,33;8,74;5,83;7,96;15,9;46,76
Sud;Campania;AV;C576;1;1;4;5;1;12
Sud;Campania;AV;C606;0;0;0;1;0;1
Sud;Campania;AV;C659;1;0;2,25;2,5;0;5,75
Sud;Campania;AV;C971;1;1;3,67;4,5;3,67;13,84
Sud;Campania;AV;C976;0;3;0;1;0;4
Sud;Campania;AV;D331;1;2;1;0,33;0;4,33
Sud;Campania;AV;D638;0;2;1;4;2,25;9,25
Sud;Campania;AV;D671;0;4;2;1;1,5;8,5
Sud;Campania;AV;D701;0;4;7;2;3;16
Sud;Campania;AV;D798;1;4;2;3;5,46;15,46
Sud;Campania;AV;D998;0;0;1,28;1;3;5,28
Sud;Campania;AV;E161;1;2;0;2;0;5
Sud;Campania;AV;E206;0;2;1,04;3;8,55;14,59
Sud;Campania;AV;E214;0;0,93;2,5;2;2,43;7,86
Sud;Campania;AV;E245;0;2;4;0;1;7
Sud;Campania;AV;E397;5;2,33;1,66;2,92;4,36;16,27
Sud;Campania;AV;E448;0;0;3;0;1;4
Sud;Campania;AV;E487;0,5;0,5;1;0;3,5;5,5
Sud;Campania;AV;E605;1;2;5;6;2,6;16,6
Sud;Campania;AV;E746;1;0;1,66;0;2;4,66
Sud;Campania;AV;E891;2,05;4;1;2;5;14,05
Sud;Campania;AV;E997;0,5;1,5;1;0;0;3
Sud;Campania;AV;F110;0;0;0,06;4;2;6,06
Sud;Campania;AV;F141;0,5;10,5;18,3;17,67;15;61,97
Sud;Campania;AV;F230;1;0;5,89;3,79;6,83;17,51
Sud;Campania;AV;F397;2;2;0;0;0;4
Sud;Campania;AV;F448;1;2;5;2,74;2;12,74
Sud;Campania;AV;F491;1;2;1;6,61;4,67;15,28
Sud;Campania;AV;F506;3;18;20,17;28,73;20,39;90,29
Sud;Campania;AV;F511;0;2;3;1;2;8
Sud;Campania;AV;F512;0;0;0;2,72;3,45;6,17
Sud;Campania;AV;F546;0;8,23;11,56;5,71;5,75;31,25
Sud;Campania;AV;F559;0;1;2,33;1;4,05;8,38
Sud;Campania;AV;F566;2,5;1;3,2;1,5;4,97;13,17
Sud;Campania;AV;F660;4;1;1;1;2,67;9,67
Sud;Campania;AV;F744;1;1;0;1;2;5
Sud;Campania;AV;F762;1;1;0;3,93;2,88;8,81
Sud;Campania;AV;F798;4,72;5;14,72;7;6,83;38,27
Sud;Campania;AV;F988;0;1,89;3;2,8;9;16,69
Sud;Campania;AV;G165;0;4,3;2,53;0;4;10,83
Sud;Campania;AV;G242;1;5;3;5;2;16
Sud;Campania;AV;G340;0;0;3,5;1,5;0;5
Sud;Campania;AV;G370;0;1;3;2;0;6
Sud;Campania;AV;G519;0;0;0;0;0,39;0,39
Sud;Campania;AV;G611;0;0;0,2;2,5;3,5;6,2
Sud;Campania;AV;G629;2;6;2;1;1;12
Sud;Campania;AV;G990;0;1;3;2;2;8
Sud;Campania;AV;H006;1;4;3,55;6;10,42;24,97
Sud;Campania;AV;H097;2;3;4;7;3,28;19,28
Sud;Campania;AV;H128;1;2,75;0;0;1,6;5,35
Sud;Campania;AV;H382;1;2;1;3,67;5,67;13,34
Sud;Campania;AV;H438;0;2;2;3;1;8
Sud;Campania;AV;H592;3;4,74;3;1;6,17;17,91
Sud;Campania;AV;H733;0;2;1;0,17;1;4,17
Sud;Campania;AV;H975;0;3;2;3;3;11
Sud;Campania;AV;I016;5;5,5;7;9;7;33,5
Sud;Campania;AV;I034;1;0;1;4;0;6
Sud;Campania;AV;I061;0;2;2;1;0,17;5,17
Sud;Campania;AV;I129;0;1;2;0;3;6
Sud;Campania;AV;I163;0;1,1;1;1,33;3;6,43
Sud;Campania;AV;I219;3;1;0;0;1;5
Sud;Campania;AV;I264;0;3;0,5;0;0;3,5
Sud;Campania;AV;I279;0;0;1,5;1;1,67;4,17
Sud;Campania;AV;I280;0;0;1,33;0;0;1,33
Sud;Campania;AV;I281;0;4,55;1,14;3,78;6,14;15,61
Sud;Campania;AV;I301;0;1;0;0;1,62;2,62
Sud;Campania;AV;I357;1;0,83;1;2;2;6,83
Sud;Campania;AV;I471;0;4;4;1;1;10
Sud;Campania;AV;I493;0;0;1;1;0;2
Sud;Campania;AV;I606;1;0;0;0;0;1
Sud;Campania;AV;I630;0;3,1;3,44;2,44;5,6;14,58
Sud;Campania;AV;I756;0;3;3;3;3;12
Sud;Campania;AV;I805;0;6;5,5;10,5;6,5;28,5
Sud;Campania;AV;I843;0;1,14;1,37;0;1,17;3,68
Sud;Campania;AV;I893;2;1;2;11;3;19
Sud;Campania;AV;I990;2,96;1;0;1;4,25;9,21
Sud;Campania;AV;L004;0;1;2;0;3;6
Sud;Campania;AV;L061;0;1;2;0;2,53;5,53
Sud;Campania;AV;L062;0;2;0;3;4;9
Sud;Campania;AV;L102;0;3,35;2,35;2;3,5;11,2
Sud;Campania;AV;L214;0;1;2;1,25;2,86;7,11
Sud;Campania;AV;L272;0;3;0;2;2;7
Sud;Campania;AV;L301;0;1;0;0;0;1
Sud;Campania;AV;L399;1;1,43;2;1;1;6,43
Sud;Campania;AV;L461;1;2;0;1,83;0,5;5,33
Sud;Campania;AV;L589;1;6,5;2,75;2,42;4,1;16,77
Sud;Campania;AV;L616;0;1;2;0;0,2;3,2
Sud;Campania;AV;L739;1,22;2;1;4,33;3,11;11,66
Sud;Campania;AV;L965;0;1;0;0;0;1
Sud;Campania;AV;L973;1;8,8;3;1;3;16,8
Sud;Campania;AV;M130;3;2,51;0,93;2;2,51;10,95
Sud;Campania;AV;M203;0;0,96;0;1,5;1;3,46
Sud;Campania;AV;M330;4,67;6,67;22,18;31,46;10,55;75,53
Sud;Campania;BN;A110;2;3;7,88;12,48;13,91;39,27
Sud;Campania;BN;A265;1;1;0;2;2,25;6,25
Sud;Campania;BN;A328;0;4;1;6;9,88;20,88
Sud;Campania;BN;A330;1;3;0;2;2;8
Sud;Campania;BN;A431;0;0;1,75;1;1,5;4,25
Sud;Campania;BN;A432;0;0;1,22;1;0;2,22
Sud;Campania;BN;A696;3;1,19;0;0;2,89;7,08
Sud;Campania;BN;A783;19,35;69,91;111,73;90,13;68,01;359,13
Sud;Campania;BN;A970;0;2;2;0;2,5;6,5
Sud;Campania;BN;B239;2,16;0,04;2;0;2,67;6,87
Sud;Campania;BN;B267;4;2;5;0;1;12
Sud;Campania;BN;B444;0;4;5;9;7;25
Sud;Campania;BN;B541;1;0;0;0;1;2
Sud;Campania;BN;B542;1;1;0;0;1,5;3,5
Sud;Campania;BN;B873;0;2;1,5;0;0,2;3,7
Sud;Campania;BN;C106;4,82;0,91;0;1;0;6,73
Sud;Campania;BN;C245;0;0;1;0;0;1
Sud;Campania;BN;C250;0;0;0;0;0;0
Sud;Campania;BN;C280;0;1;1,58;0;0,5;3,08
Sud;Campania;BN;C284;0;1;0;3,5;1,92;6,42
Sud;Campania;BN;C359;2;2;1;0,89;1,67;7,56
Sud;Campania;BN;C476;2,92;5,5;2;1;4,5;15,92
Sud;Campania;BN;C525;1;5;1;2;3;12
Sud;Campania;BN;C719;1;2,5;0;0;4,17;7,67
Sud;Campania;BN;C846;1;1;1;0,34;3;6,34
Sud;Campania;BN;D230;3,83;5;0;2;1;11,83
Sud;Campania;BN;D380;0;1;1;8;6,39;16,39
Sud;Campania;BN;D386;3;5;3;3;2;16
Sud;Campania;BN;D469;1;0;0;1,75;2,75;5,5
Sud;Campania;BN;D644;3;0,5;1;3;1,5;9
Sud;Campania;BN;D650;1;0;2;1;4;8
Sud;Campania;BN;D693;2;0;5;1,25;2,75;11
Sud;Campania;BN;D755;3;0;1;1;1;6
Sud;Campania;BN;D756;1;1;0;0,28;1;3,28
Sud;Campania;BN;D784;5;1;2;3;2,2;13,2
Sud;Campania;BN;E034;2;0,5;0,6;0;0;3,1
Sud;Campania;BN;E249;2;7;9,5;2;3;23,5
Sud;Campania;BN;E589;0,5;0;0;2;1,5;4
Sud;Campania;BN;F113;3;0,67;0;1;1,5;6,17
Sud;Campania;BN;F274;5;2;1;4;4;16
Sud;Campania;BN;F287;0;0;1,81;0,4;2,3;4,51
Sud;Campania;BN;F494;0;3;1;1;2,23;7,23
Sud;Campania;BN;F557;0;0;0;1;0;1
Sud;Campania;BN;F636;9,56;4,33;8,17;12,44;19,76;54,26
Sud;Campania;BN;F717;1,3;4,33;2;2,27;2,33;12,23
Sud;Campania;BN;G227;1;5;0;7,06;0;13,06
Sud;Campania;BN;G243;2;0;3;0,8;1,39;7,19
Sud;Campania;BN;G311;4;4;4;0;1;13
Sud;Campania;BN;G318;0;3;0;4,33;5;12,33
Sud;Campania;BN;G386;4;4;1,5;0;1;10,5
Sud;Campania;BN;G494;1;2;0;1;1;5
Sud;Campania;BN;G626;0;1;1;0;0;2
Sud;Campania;BN;G631;1;1;3;3;3;11
Sud;Campania;BN;G827;3;1;3;2,5;1;10,5
Sud;Campania;BN;G848;1;0;2;1;2;6
Sud;Campania;BN;H087;0,25;0,5;0;0;1,25;2
Sud;Campania;BN;H227;0,5;1;2;1;0;4,5
Sud;Campania;BN;H764;2;7,33;3;1;2;15,33
Sud;Campania;BN;H894;1;12,17;25,34;30,5;8;77,01
Sud;Campania;BN;H898;1;1;0;1;1;4
Sud;Campania;BN;H953;0;3;0;3;3;9
Sud;Campania;BN;H955;0;0;0,88;0;1,34;2,22
Sud;Campania;BN;H967;0;2,75;0,71;0;0,75;4,21
Sud;Campania;BN;H973;1;0;1;1;0;3
Sud;Campania;BN;H984;0;0;2;2;2,72;6,72
Sud;Campania;BN;I002;1;1,5;1,5;0,67;2;6,67
Sud;Campania;BN;I049;0;0;1;1;2;4
Sud;Campania;BN;I062;0;2;0,67;4,55;9,8;17,02
Sud;Campania;BN;I145;2,5;1;5;2;3,27;13,77
Sud;Campania;BN;I179;0;2;1,44;0;1;4,44
Sud;Campania;BN;I197;10,5;12,75;7;3,24;12,06;45,55
Sud;Campania;BN;I277;3,75;3,67;3;2,78;7,96;21,16
Sud;Campania;BN;I455;1;0;1;0;1;3
Sud;Campania;BN;I809;1;2;2;0;7,25;12,25
Sud;Campania;BN;L086;0;2;8,95;15,5;20;46,45
Sud;Campania;BN;L185;0;0;0;1;0,25;1,25
Sud;Campania;BN;L254;4;2;4;1;1;12
Sud;Campania;BN;M093;0;3,5;0;1;1;5,5
Sud;Campania;CE;A106;0;1;0;0;0;1
Sud;Campania;CE;A200;0;4,5;4,33;2;6,9;17,73
Sud;Campania;CE;A243;0;0;2;4;2,33;8,33
Sud;Campania;CE;A403;1;4;2,75;4,75;1;13,5
Sud;Campania;CE;A512;24,25;34,93;51,72;82,36;44,03;237,29
Sud;Campania;CE;A579;0;0;1;2;1,67;4,67
Sud;Campania;CE;A755;2;3,5;9,11;7;14,5;36,11
Sud;Campania;CE;B361;0;2;1;0;3;6
Sud;Campania;CE;B362;1;3;2;3;9;18
Sud;Campania;CE;B445;2;4,6;1,6;4,5;3,04;15,74
Sud;Campania;CE;B477;1;6;4;3;9;23
Sud;Campania;CE;B494;3;2;4;1;2;12
Sud;Campania;CE;B581;1;3;3,5;1,5;2,5;11,5
Sud;Campania;CE;B667;3;3;11;12;9,78;38,78
Sud;Campania;CE;B704;2;1;0;0;0,33;3,33
Sud;Campania;CE;B715;1;8,8;16;15;13;53,8
Sud;Campania;CE;B779;2;0;4,12;2,75;5,07;13,94
Sud;Campania;CE;B781;3;4;4,33;9;9,33;29,66
Sud;Campania;CE;B860;6;3,67;21,75;24,75;17,74;73,91
Sud;Campania;CE;B872;5;3;2;3;15;28
Sud;Campania;CE;B916;0;4,67;3,5;8;4,33;20,5
Sud;Campania;CE;B935;6;6,5;10,5;16,05;6,63;45,68
Sud;Campania;CE;B963;24,01;62,22;112,41;116,2;100,31;415,15
Sud;Campania;CE;C097;0;0;0;1;0,5;1,5
Sud;Campania;CE;C178;0;0;1;0,72;0;1,72
Sud;Campania;CE;C211;0;3;1;1;0;5
Sud;Campania;CE;C291;9;51,93;69,66;41,73;55,42;227,74
Sud;Campania;CE;C558;5,87;2;3,33;3,33;5;19,53
Sud;Campania;CE;C561;5;10,33;6,34;11,47;3;36,14
Sud;Campania;CE;C716;0;1;1;0;0;2
Sud;Campania;CE;C939;0;0;1;1;2,5;4,5
Sud;Campania;CE;D228;1;6;10;11;9,75;37,75
Sud;Campania;CE;D361;0;1;1;0,5;3,71;6,21
Sud;Campania;CE;D683;1;0;1;0;0;2
Sud;Campania;CE;D709;0,67;1,34;2;1;4;9,01
Sud;Campania;CE;D769;4;0;1;1;6,83;12,83
Sud;Campania;CE;D799;2,08;5,96;3,13;2;11,06;24,23
Sud;Campania;CE;D801;0;3;8;6;8;25
Sud;Campania;CE;D884;0;0;2;1;0;3
Sud;Campania;CE;D886;0;2;0;2,41;0;4,41
Sud;Campania;CE;E011;0;0;0;2;1,69;3,69
Sud;Campania;CE;E039;1;6;3;1;1;12
Sud;Campania;CE;E158;6;4;3;7;4;24
Sud;Campania;CE;E173;0;2;11;24;13,5;50,5
Sud;Campania;CE;E554;0;0,75;2;2;0;4,75
Sud;Campania;CE;E570;0;0;0;1;2;3
Sud;Campania;CE;E754;5,54;8,88;22;35,1;13,75;85,27
Sud;Campania;CE;E784;3,1;5,67;6;8,83;8,75;32,35
Sud;Campania;CE;E791;19,31;21,36;41,38;52,81;33,99;168,85
Sud;Campania;CE;E932;22,25;9,25;28,47;35,71;21,38;117,06
Sud;Campania;CE;E998;1;3;0;3;2,25;9,25
Sud;Campania;CE;F043;2;1;1;1,11;2;7,11
Sud;Campania;CE;F203;0;2,5;4;1;4;11,5
Sud;Campania;CE;F352;10,07;37,55;46,45;24,59;22,06;140,72
Sud;Campania;CE;G130;9,5;20,83;42,33;24,33;2,63;99,62
Sud;Campania;CE;G333;2,01;3;7,71;5,81;9,5;28,03
Sud;Campania;CE;G364;1;3;4;0;2,34;10,34
Sud;Campania;CE;G541;0;3,77;1;0;0;4,77
Sud;Campania;CE;G596;2;7;7,06;3;10,94;30
Sud;Campania;CE;G620;0;2;1;6;2,38;11,38
Sud;Campania;CE;G630;1;0;2,25;4;1;8,25
Sud;Campania;CE;G661;0;2;3;4;11,05;20,05
Sud;Campania;CE;G849;0;1;0;1;2,78;4,78
Sud;Campania;CE;G903;1,33;2,33;10,5;4,52;5,37;24,05
Sud;Campania;CE;G991;0;1;1;0;1;3
Sud;Campania;CE;G995;1;3;4;1,86;1;10,86
Sud;Campania;CE;H045;2,76;2;3,5;3;0;11,26
Sud;Campania;CE;H165;1;1;2;0,78;0,78;5,56
Sud;Campania;CE;H202;1;0,67;2;1;0;4,67
Sud;Campania;CE;H210;0;4;12;14;2;32
Sud;Campania;CE;H268;0;0;2;2;0,57;4,57
Sud;Campania;CE;H398;2;2;1;1;3;9
Sud;Campania;CE;H423;1;0;2,67;2;2,5;8,17
Sud;Campania;CE;H436;0;0;0,83;2;0;2,83
Sud;Campania;CE;H459;0;0;0;0;0;0
Sud;Campania;CE;H798;1;4,33;3;8,53;16,83;33,69
Sud;Campania;CE;H834;12,5;13,3;19,5;13;17,92;76,22
Sud;Campania;CE;H939;0;1;1;0;0;2
Sud;Campania;CE;H978;5,28;13,25;10,83;5,44;9,5;44,3
Sud;Campania;CE;I056;7,13;34;35,5;49,84;22,1;148,57
Sud;Campania;CE;I113;0;1;2;0;1;4
Sud;Campania;CE;I130;0;0;0;0;2,11;2,11
Sud;Campania;CE;I131;5,16;8;18;30,32;8,83;70,31
Sud;Campania;CE;I233;8,3;13,18;8;36,25;12,67;78,4
Sud;Campania;CE;I234;11,85;27,52;37,6;71,68;40,22;188,87
Sud;Campania;CE;I247;0;0;2;1;0;3
Sud;Campania;CE;I261;0;0;4;9,5;3,18;16,68
Sud;Campania;CE;I273;0,83;2,92;1;1;0;5,75
