AREA;Regione;prov;2014_CodFitt;NTN_2014_Box;NTN_2014_Depositi_Pert
Sud;Campania;AV;M130;2;3
Sud;Campania;AV;M203;0;2
Sud;Campania;AV;M330;40;5,75
Sud;Campania;BN;A110;20;7,33
Sud;Campania;BN;A265;0;0
Sud;Campania;BN;A328;0;1
Sud;Campania;BN;A330;0;3
Sud;Campania;BN;A431;1;0
Sud;Campania;BN;A432;1;2
Sud;Campania;BN;A696;0;1,89
Sud;Campania;BN;A783;128,83;59,93
Sud;Campania;BN;A970;0;0
Sud;Campania;BN;B239;0;1
Sud;Campania;BN;B267;3;2
Sud;Campania;BN;B444;15;2
Sud;Campania;BN;B541;1;1
Sud;Campania;BN;B542;0;0
Sud;Campania;BN;B873;0;2
Sud;Campania;BN;C106;0;0
Sud;Campania;BN;C245;0;0
Sud;Campania;BN;C250;0;0
Sud;Campania;BN;C280;0;0
Sud;Campania;BN;C284;0;0
Sud;Campania;BN;C359;1;0
Sud;Campania;BN;C476;0;1,75
Sud;Campania;BN;C525;0;2
Sud;Campania;BN;C719;1;1,5
Sud;Campania;BN;C846;1;3
Sud;Campania;BN;D230;0;2,83
Sud;Campania;BN;D380;5;1
Sud;Campania;BN;D386;3;1
Sud;Campania;BN;D469;0;0
Sud;Campania;BN;D644;1;2
Sud;Campania;BN;D650;0;1
Sud;Campania;BN;D693;0,25;1
Sud;Campania;BN;D755;0;3
Sud;Campania;BN;D756;0;2,83
Sud;Campania;BN;D784;0;8,14
Sud;Campania;BN;E034;0;0
Sud;Campania;BN;E249;4;4
Sud;Campania;BN;E589;0;0
Sud;Campania;BN;F113;1;3
Sud;Campania;BN;F274;0;4
Sud;Campania;BN;F287;2;0
Sud;Campania;BN;F494;0;0
Sud;Campania;BN;F557;0;0
Sud;Campania;BN;F636;21;14,96
Sud;Campania;BN;F717;3,3;3,3
Sud;Campania;BN;G227;4;2
Sud;Campania;BN;G243;1;2
Sud;Campania;BN;G311;1;6
Sud;Campania;BN;G318;6;2,33
Sud;Campania;BN;G386;0;1
Sud;Campania;BN;G494;0;2,2
Sud;Campania;BN;G626;0;0
Sud;Campania;BN;G631;3;3,5
Sud;Campania;BN;G827;1;3,08
Sud;Campania;BN;G848;0;2
Sud;Campania;BN;H087;0;0
Sud;Campania;BN;H227;0;1
Sud;Campania;BN;H764;1;2
Sud;Campania;BN;H894;67;8
Sud;Campania;BN;H898;0;2
Sud;Campania;BN;H953;0;2
Sud;Campania;BN;H955;0;0,67
Sud;Campania;BN;H967;0;0
Sud;Campania;BN;H973;1;0
Sud;Campania;BN;H984;0;1
Sud;Campania;BN;I002;0;1
Sud;Campania;BN;I049;0;0
Sud;Campania;BN;I062;4,8;3,67
Sud;Campania;BN;I145;3;1
Sud;Campania;BN;I179;1;0,5
Sud;Campania;BN;I197;4;8,63
Sud;Campania;BN;I277;1;4,47
Sud;Campania;BN;I455;0;0
Sud;Campania;BN;I809;0;1
Sud;Campania;BN;L086;23;4
Sud;Campania;BN;L185;0;0
Sud;Campania;BN;L254;0;0
Sud;Campania;BN;M093;0;1
Sud;Campania;CE;A106;0;0
Sud;Campania;CE;A200;2;1
Sud;Campania;CE;A243;1;2
Sud;Campania;CE;A403;1;0
Sud;Campania;CE;A512;256,13;15,79
Sud;Campania;CE;A579;1;1
Sud;Campania;CE;A755;21;2
Sud;Campania;CE;B361;3;2
Sud;Campania;CE;B362;3;1
Sud;Campania;CE;B445;2,5;1
Sud;Campania;CE;B477;14;5,3
Sud;Campania;CE;B494;1;0
Sud;Campania;CE;B581;5;0
Sud;Campania;CE;B667;33,5;2,5
Sud;Campania;CE;B704;0;1
Sud;Campania;CE;B715;26;7
Sud;Campania;CE;B779;5;0
Sud;Campania;CE;B781;1,33;1,5
Sud;Campania;CE;B860;56,08;10
Sud;Campania;CE;B872;0;0
Sud;Campania;CE;B916;14,5;3
Sud;Campania;CE;B935;22,5;6,5
Sud;Campania;CE;B963;306,67;65
Sud;Campania;CE;C097;0;2
Sud;Campania;CE;C178;0;2
Sud;Campania;CE;C211;0;0
Sud;Campania;CE;C291;27;5
Sud;Campania;CE;C558;0,5;0
Sud;Campania;CE;C561;16;1
Sud;Campania;CE;C716;0;1
Sud;Campania;CE;C939;0;1
Sud;Campania;CE;D228;30;5
Sud;Campania;CE;D361;3;0
Sud;Campania;CE;D683;0;1
Sud;Campania;CE;D709;0;0,67
Sud;Campania;CE;D769;0;1
Sud;Campania;CE;D799;0,8;1,38
Sud;Campania;CE;D801;13;2
Sud;Campania;CE;D884;0;0
Sud;Campania;CE;D886;0;0
Sud;Campania;CE;E011;0;0
Sud;Campania;CE;E039;1;2
Sud;Campania;CE;E158;6;0
Sud;Campania;CE;E173;30,5;3,5
Sud;Campania;CE;E554;0;0,5
Sud;Campania;CE;E570;0;0
Sud;Campania;CE;E754;56,88;2,5
Sud;Campania;CE;E784;23,33;5
Sud;Campania;CE;E791;94,7;12,42
Sud;Campania;CE;E932;65,83;25,4
Sud;Campania;CE;E998;1;4,5
Sud;Campania;CE;F043;8;2
Sud;Campania;CE;F203;1;2
Sud;Campania;CE;F352;21,5;8,5
Sud;Campania;CE;G130;85,08;10,8
Sud;Campania;CE;G333;10;0,44
Sud;Campania;CE;G364;4;0
Sud;Campania;CE;G541;0;2
Sud;Campania;CE;G596;12,94;8,41
Sud;Campania;CE;G620;3;1
Sud;Campania;CE;G630;1;0
Sud;Campania;CE;G661;4,22;0
Sud;Campania;CE;G849;1;0
Sud;Campania;CE;G903;16,5;4
Sud;Campania;CE;G991;0;0
Sud;Campania;CE;G995;0;0
Sud;Campania;CE;H045;0;1
Sud;Campania;CE;H165;0;1
Sud;Campania;CE;H202;0;3
Sud;Campania;CE;H210;37;3
Sud;Campania;CE;H268;0;0
Sud;Campania;CE;H398;0;1
Sud;Campania;CE;H423;3;2
Sud;Campania;CE;H436;0;1
Sud;Campania;CE;H459;0;0
Sud;Campania;CE;H798;0;0
Sud;Campania;CE;H834;12;7
Sud;Campania;CE;H939;0;1
Sud;Campania;CE;H978;17;2
Sud;Campania;CE;I056;140;8,5
Sud;Campania;CE;I113;0;0
Sud;Campania;CE;I130;0;0
Sud;Campania;CE;I131;78,64;9
Sud;Campania;CE;I233;54,17;7,67
Sud;Campania;CE;I234;131,72;31
Sud;Campania;CE;I247;0;0
Sud;Campania;CE;I261;14,5;0
Sud;Campania;CE;I273;0;8,92
Sud;Campania;CE;I306;52,1;21,48
Sud;Campania;CE;I676;33,84;16
Sud;Campania;CE;I885;19;4
Sud;Campania;CE;I993;14,75;4,17
Sud;Campania;CE;L083;14,21;6
Sud;Campania;CE;L155;84;12
Sud;Campania;CE;L205;0;0
Sud;Campania;CE;L379;60;3
Sud;Campania;CE;L540;13;3
Sud;Campania;CE;L591;5,33;2,5
Sud;Campania;CE;L594;0;0
Sud;Campania;CE;L844;1;0,83
Sud;Campania;CE;M092;29,5;6,13
Sud;Campania;CE;M260;0;0
Sud;Campania;NA;A024;162;30,67
Sud;Campania;NA;A064;37,33;16,65
Sud;Campania;NA;A068;2,17;2,24
Sud;Campania;NA;A268;8;5
Sud;Campania;NA;A455;42;12,31
Sud;Campania;NA;A535;14;12,84
Sud;Campania;NA;A617;0;3,25
Sud;Campania;NA;B076;28,88;9
Sud;Campania;NA;B077;4;10,36
Sud;Campania;NA;B227;8;6,29
Sud;Campania;NA;B371;32,68;16,44
Sud;Campania;NA;B452;5;0
Sud;Campania;NA;B565;1;1
Sud;Campania;NA;B696;1;7,17
Sud;Campania;NA;B740;5;0
Sud;Campania;NA;B759;16,62;12,41
Sud;Campania;NA;B905;100,5;38,08
Sud;Campania;NA;B922;1;0
Sud;Campania;NA;B924;0;4
Sud;Campania;NA;B925;6,25;3
Sud;Campania;NA;B946;31,25;1,08
Sud;Campania;NA;B980;2;4
Sud;Campania;NA;B990;94;15,79
Sud;Campania;NA;C129;68,95;19,9
Sud;Campania;NA;C188;29,5;10
Sud;Campania;NA;C495;20,17;3,38
Sud;Campania;NA;C675;19;4,44
Sud;Campania;NA;C697;8;1,55
Sud;Campania;NA;C929;0;1
Sud;Campania;NA;D170;9,25;2
Sud;Campania;NA;D702;3,39;11,08
Sud;Campania;NA;D789;43,86;7,32
Sud;Campania;NA;D790;18,25;6,39
Sud;Campania;NA;E054;301,45;56,58
Sud;Campania;NA;E131;77,52;10,24
Sud;Campania;NA;E224;24,66;6,65
Sud;Campania;NA;E329;4;1,5
Sud;Campania;NA;E396;0;0,67
Sud;Campania;NA;E557;9;6,13
Sud;Campania;NA;E620;0;0,22
Sud;Campania;NA;E906;100,59;15,75
Sud;Campania;NA;E954;22;1,67
Sud;Campania;NA;E955;48;16,67
Sud;Campania;NA;F030;24;10,67
Sud;Campania;NA;F111;51,78;10,5
Sud;Campania;NA;F162;7,5;10
Sud;Campania;NA;F488;3,5;6,04
Sud;Campania;NA;F799;98,5;14,17
Sud;Campania;NA;F839;1037,1;380,64
Sud;Campania;NA;F924;73,32;17,75
Sud;Campania;NA;G190;18,1;7,84
Sud;Campania;NA;G283;26;8,32
Sud;Campania;NA;G309;49;9
Sud;Campania;NA;G568;53,5;10,5
Sud;Campania;NA;G670;0;2,88
Sud;Campania;NA;G762;37,8;16,04
Sud;Campania;NA;G795;13;7,75
Sud;Campania;NA;G812;80,58;20,81
Sud;Campania;NA;G813;15,34;14,78
Sud;Campania;NA;G902;203,35;20,05
Sud;Campania;NA;G964;32,89;17,15
Sud;Campania;NA;H072;0;8,63
Sud;Campania;NA;H101;24,84;12
Sud;Campania;NA;H114;82;8,8
Sud;Campania;NA;H243;51,02;40,58
Sud;Campania;NA;H433;6;2,56
Sud;Campania;NA;H860;10,32;1,33
Sud;Campania;NA;H892;57,75;18,17
Sud;Campania;NA;H931;6;15
Sud;Campania;NA;I073;7,5;2
Sud;Campania;NA;I151;21,17;5,18
Sud;Campania;NA;I208;19,07;8,03
Sud;Campania;NA;I262;51,78;11,21
Sud;Campania;NA;I293;20;9,17
Sud;Campania;NA;I300;10;8,81
Sud;Campania;NA;I391;22;8,53
Sud;Campania;NA;I469;11;3
Sud;Campania;NA;I540;11,84;5,83
Sud;Campania;NA;I652;1;3
Sud;Campania;NA;I820;27,42;10
Sud;Campania;NA;I862;29,5;19,85
Sud;Campania;NA;I978;4,8;5
Sud;Campania;NA;L142;8;2
Sud;Campania;NA;L245;44,17;8,28
Sud;Campania;NA;L259;107,73;30,24
Sud;Campania;NA;L460;18;1
Sud;Campania;NA;L845;33;16,5
Sud;Campania;NA;M072;2,95;0
Sud;Campania;NA;M115;89,49;11,17
Sud;Campania;NA;M273;6;6
Sud;Campania;NA;M280;2;6
Sud;Campania;NA;M289;3;1
Sud;Campania;SA;A023;3,33;5
Sud;Campania;SA;A091;61,68;12
Sud;Campania;SA;A128;5,5;2
Sud;Campania;SA;A186;0;1
Sud;Campania;SA;A230;9;4
Sud;Campania;SA;A251;0,25;6
Sud;Campania;SA;A294;63,54;12,92
Sud;Campania;SA;A343;0;1
Sud;Campania;SA;A460;21,58;3
Sud;Campania;SA;A484;3;1
Sud;Campania;SA;A487;0;0
Sud;Campania;SA;A495;2;0
Sud;Campania;SA;A674;99,56;12,06
Sud;Campania;SA;A717;113,19;10,12
Sud;Campania;SA;A756;0;0
Sud;Campania;SA;B115;0;5,5
Sud;Campania;SA;B242;2,5;7
Sud;Campania;SA;B266;0;1
Sud;Campania;SA;B351;0;2
Sud;Campania;SA;B437;1;1
Sud;Campania;SA;B476;2;5
Sud;Campania;SA;B492;8,9;3
Sud;Campania;SA;B555;1,32;0
Sud;Campania;SA;B608;0;1
Sud;Campania;SA;B644;20;7,5
Sud;Campania;SA;B868;0;2
Sud;Campania;SA;B888;4;0
Sud;Campania;SA;B895;24,75;4
Sud;Campania;SA;B959;0;0
Sud;Campania;SA;C069;2;3
Sud;Campania;SA;C125;28;1
Sud;Campania;SA;C231;12;1
Sud;Campania;SA;C235;0;0
Sud;Campania;SA;C259;40;7,84
Sud;Campania;SA;C262;1,5;1,5
Sud;Campania;SA;C306;1;1
Sud;Campania;SA;C361;85,32;21,17
Sud;Campania;SA;C444;0;1
Sud;Campania;SA;C470;2;5,12
Sud;Campania;SA;C485;0;4
Sud;Campania;SA;C584;0;0
Sud;Campania;SA;C676;0;0
Sud;Campania;SA;C879;0;5
Sud;Campania;SA;C940;0;0
Sud;Campania;SA;C973;0;2
Sud;Campania;SA;C974;2;1
Sud;Campania;SA;C984;1;3
Sud;Campania;SA;D011;0;2,5
Sud;Campania;SA;D195;0;2
Sud;Campania;SA;D292;3,8;3
Sud;Campania;SA;D390;28,75;23,78
Sud;Campania;SA;D527;2;3
Sud;Campania;SA;D615;60,7;13,08
Sud;Campania;SA;D826;0;1
Sud;Campania;SA;D832;0;0
Sud;Campania;SA;E026;13;6
Sud;Campania;SA;E027;11;11
Sud;Campania;SA;E037;1;1
Sud;Campania;SA;E060;0;0
Sud;Campania;SA;E365;0;0
Sud;Campania;SA;E480;2;0
Sud;Campania;SA;E485;0;2
Sud;Campania;SA;E486;0;0
Sud;Campania;SA;E498;1;2
Sud;Campania;SA;E767;0;0
Sud;Campania;SA;E814;0;2
Sud;Campania;SA;E839;9;4,67
Sud;Campania;SA;F138;51,9;24,88
Sud;Campania;SA;F223;0;2
Sud;Campania;SA;F278;0;2
Sud;Campania;SA;F426;2;3
Sud;Campania;SA;F479;4,31;2
Sud;Campania;SA;F480;49,17;16,5
Sud;Campania;SA;F481;16;8,8
Sud;Campania;SA;F507;0;0
Sud;Campania;SA;F618;2;0
Sud;Campania;SA;F625;0,77;1,67
Sud;Campania;SA;F731;0;0
Sud;Campania;SA;F912;106,44;27,81
Sud;Campania;SA;F913;80,5;30,98
Sud;Campania;SA;F967;0;0
Sud;Campania;SA;G011;0;1
Sud;Campania;SA;G023;6,5;4,92
Sud;Campania;SA;G039;9,6;7,34
Sud;Campania;SA;G063;1;1
Sud;Campania;SA;G121;1;0
Sud;Campania;SA;G192;0;1
Sud;Campania;SA;G226;4,58;0
Sud;Campania;SA;G230;117,73;21,41
Sud;Campania;SA;G292;0;3,78
Sud;Campania;SA;G426;44;10
Sud;Campania;SA;G447;0;0
Sud;Campania;SA;G455;1;1
Sud;Campania;SA;G476;0;1
Sud;Campania;SA;G509;1;1
Sud;Campania;SA;G538;0;0
Sud;Campania;SA;G540;2;1,2
Sud;Campania;SA;G707;1;4
Sud;Campania;SA;G793;3,5;1,67
Sud;Campania;SA;G796;10;9
Sud;Campania;SA;G834;133,5;17,49
Sud;Campania;SA;G887;2;0
Sud;Campania;SA;G932;1,08;2
Sud;Campania;SA;G939;1;3
Sud;Campania;SA;G976;0;4
Sud;Campania;SA;H062;3;2
Sud;Campania;SA;H198;0;6
Sud;Campania;SA;H277;1;2
Sud;Campania;SA;H394;2;3
Sud;Campania;SA;H412;0;1
Sud;Campania;SA;H431;26,39;4,64
Sud;Campania;SA;H485;0;0
Sud;Campania;SA;H503;3;0
Sud;Campania;SA;H564;0;0
Sud;Campania;SA;H644;0;0
Sud;Campania;SA;H654;1;0
Sud;Campania;SA;H683;8;9
Sud;Campania;SA;H686;0;0
Sud;Campania;SA;H703;305,54;57,02
Sud;Campania;SA;H732;1,5;0,67
Sud;Campania;SA;H800;11;4,33
Sud;Campania;SA;H907;2,83;11
Sud;Campania;SA;H943;1,76;11,32
Sud;Campania;SA;H977;3;0
Sud;Campania;SA;I019;15;2
Sud;Campania;SA;I031;1,13;6
Sud;Campania;SA;I032;1;0
Sud;Campania;SA;I089;0,5;2
Sud;Campania;SA;I143;1;0
Sud;Campania;SA;I253;2,5;0,67
Sud;Campania;SA;I260;3;1
Sud;Campania;SA;I278;0;3
Sud;Campania;SA;I307;0;0
Sud;Campania;SA;I317;1,5;4,83
Sud;Campania;SA;I377;9;4
Sud;Campania;SA;I410;0;1
Sud;Campania;SA;I422;6;6,25
Sud;Campania;SA;I438;28,88;18,74
Sud;Campania;SA;I451;0;1
Sud;Campania;SA;I483;92,62;16,04
Sud;Campania;SA;I486;0;2,5
Sud;Campania;SA;I648;0;1
Sud;Campania;SA;I666;2;0
Sud;Campania;SA;I677;0;2
Sud;Campania;SA;I720;12;8,67
Sud;Campania;SA;I960;0;1
Sud;Campania;SA;L212;3;0
Sud;Campania;SA;L233;0;2,26
Sud;Campania;SA;L274;1;0
Sud;Campania;SA;L306;0;0
Sud;Campania;SA;L323;2,02;3,5
Sud;Campania;SA;L377;0;2
Sud;Campania;SA;L628;11,5;8,17
Sud;Campania;SA;L656;1;2,75
Sud;Campania;SA;L835;1,39;4
Sud;Campania;SA;L860;4;9,5
Sud;Campania;SA;M253;4;2
Sud;Campania;SA;M294;16;11,47
Sud;Molise;CB;A050;1;1
Sud;Molise;CB;A616;1;1
Sud;Molise;CB;A930;15,08;4,41
Sud;Molise;CB;A971;1;0
Sud;Molise;CB;B295;1;1,74
Sud;Molise;CB;B519;214,77;47,18
Sud;Molise;CB;B522;0;2
Sud;Molise;CB;B528;3,5;1
Sud;Molise;CB;B544;0;1,8
Sud;Molise;CB;B550;31,12;2,01
Sud;Molise;CB;B858;3;0
Sud;Molise;CB;B871;0,67;2,68
Sud;Molise;CB;C066;0;0
Sud;Molise;CB;C175;1;1
Sud;Molise;CB;C197;3;1
Sud;Molise;CB;C346;1;1
Sud;Molise;CB;C486;0;0,33
Sud;Molise;CB;C488;2;0
Sud;Molise;CB;C764;1;1
Sud;Molise;CB;C772;2;1
Sud;Molise;CB;C854;1;1
Sud;Molise;CB;C875;0;1
Sud;Molise;CB;D550;3;2
Sud;Molise;CB;D737;1;0
Sud;Molise;CB;D896;2;3
Sud;Molise;CB;E030;1,5;1,25
Sud;Molise;CB;E244;2,75;0
Sud;Molise;CB;E248;1;0
Sud;Molise;CB;E259;22,45;5,14
Sud;Molise;CB;E381;1;4,25
Sud;Molise;CB;E456;10,5;4
Sud;Molise;CB;E599;3,17;0
Sud;Molise;CB;E722;0;2
Sud;Molise;CB;E748;1;6
Sud;Molise;CB;E780;1;3
Sud;Molise;CB;E799;1;0
Sud;Molise;CB;F055;0;0
Sud;Molise;CB;F233;6,5;6
Sud;Molise;CB;F294;0;1
Sud;Molise;CB;F322;0;0
Sud;Molise;CB;F391;1;1
Sud;Molise;CB;F475;0;0
Sud;Molise;CB;F495;2;3
Sud;Molise;CB;F548;0,33;1
Sud;Molise;CB;F569;1;1
Sud;Molise;CB;F576;32,2;3
Sud;Molise;CB;F689;0;0
Sud;Molise;CB;F748;0;2
Sud;Molise;CB;G086;4;1
Sud;Molise;CB;G257;0;0
Sud;Molise;CB;G506;10,5;1
Sud;Molise;CB;G512;4;1
Sud;Molise;CB;G609;1;2
Sud;Molise;CB;G610;0;3
Sud;Molise;CB;G910;1;4
Sud;Molise;CB;H083;0;0
Sud;Molise;CB;H273;4,78;2
Sud;Molise;CB;H311;1,5;0
Sud;Molise;CB;H313;23;3,5
Sud;Molise;CB;H454;1;0
Sud;Molise;CB;H589;0,5;1
Sud;Molise;CB;H693;1;0
Sud;Molise;CB;H782;0;0
Sud;Molise;CB;H833;2;0
Sud;Molise;CB;H867;2;0
Sud;Molise;CB;H920;0;0,17
Sud;Molise;CB;H928;1;1,5
Sud;Molise;CB;H929;5;3
Sud;Molise;CB;H990;6;1,5
Sud;Molise;CB;I023;6,02;0
Sud;Molise;CB;I122;1;1,5
Sud;Molise;CB;I181;1;2
Sud;Molise;CB;I289;0;0
Sud;Molise;CB;I320;3;4
Sud;Molise;CB;I618;1;1
Sud;Molise;CB;I910;0,5;1
Sud;Molise;CB;L069;1;0
Sud;Molise;CB;L113;188,69;20,84
Sud;Molise;CB;L215;0;0
Sud;Molise;CB;L230;0;4
Sud;Molise;CB;L435;5;0
Sud;Molise;CB;L458;0,87;2
Sud;Molise;CB;L505;2;5
Sud;Molise;CB;M057;1;2
Sud;Molise;IS;A051;0;0
Sud;Molise;IS;A080;9;2,5
Sud;Molise;IS;A567;1;1,67
Sud;Molise;IS;A761;1;0
Sud;Molise;IS;B317;1;1,88
Sud;Molise;IS;B466;0;2
Sud;Molise;IS;B630;3;0
Sud;Molise;IS;B682;9,5;2
Sud;Molise;IS;B810;2;0,33
Sud;Molise;IS;B830;0;0
Sud;Molise;IS;C082;2;0
Sud;Molise;IS;C200;2;1
Sud;Molise;IS;C246;4,33;0
Sud;Molise;IS;C247;0;0
Sud;Molise;IS;C270;0;0
Sud;Molise;IS;C534;2;1
Sud;Molise;IS;C620;0;0
Sud;Molise;IS;C769;0;0
Sud;Molise;IS;C878;0;0
Sud;Molise;IS;C941;0;0
Sud;Molise;IS;D595;0;1
Sud;Molise;IS;D703;1;2
Sud;Molise;IS;D715;1;3
Sud;Molise;IS;D811;5,75;3,63
Sud;Molise;IS;E335;32,33;34,84
Sud;Molise;IS;E669;0;0
Sud;Molise;IS;E778;0;3
Sud;Molise;IS;E779;0;1
Sud;Molise;IS;F239;0;6
Sud;Molise;IS;F429;1;1
Sud;Molise;IS;F580;0;0
Sud;Molise;IS;F601;2;0
Sud;Molise;IS;G486;0;0
Sud;Molise;IS;G495;3;1
Sud;Molise;IS;G497;0;0
Sud;Molise;IS;G523;0;1
Sud;Molise;IS;G606;1,8;1
Sud;Molise;IS;G727;0,08;1
Sud;Molise;IS;G954;2;1
Sud;Molise;IS;H308;1;0
Sud;Molise;IS;H420;2;2
Sud;Molise;IS;H445;0;0
Sud;Molise;IS;H458;0;1
Sud;Molise;IS;I096;1;1
Sud;Molise;IS;I189;0;0
Sud;Molise;IS;I238;3;1
Sud;Molise;IS;I282;0;0
Sud;Molise;IS;I507;0;0
Sud;Molise;IS;I679;0;0
Sud;Molise;IS;I682;0,5;0
Sud;Molise;IS;L696;0;0,98
Sud;Molise;IS;L725;75,17;41
Sud;Puglia;BA;A048;86,67;19,5
Sud;Puglia;BA;A055;89,41;30
Sud;Puglia;BA;A149;29,42;8,25
Sud;Puglia;BA;A225;227,08;51,83
Sud;Puglia;BA;A285;320,82;89,86
Sud;Puglia;BA;A662;1502;315,86
Sud;Puglia;BA;A669;240,8;58,7
Sud;Puglia;BA;A874;11;3
Sud;Puglia;BA;A883;213,25;98,73
Sud;Puglia;BA;A892;50;13
Sud;Puglia;BA;A893;139,5;62,79
Sud;Puglia;BA;A894;113,33;12
Sud;Puglia;BA;B619;65,83;21,5
Sud;Puglia;BA;B716;88,33;28
Sud;Puglia;BA;B923;111,28;16,08
Sud;Puglia;BA;B998;46,94;7
Sud;Puglia;BA;C134;98,25;35,5
Sud;Puglia;BA;C436;13;2,5
Sud;Puglia;BA;C975;79,5;30,86
Sud;Puglia;BA;C983;85,06;85,88
Sud;Puglia;BA;E038;71,5;29,22
Sud;Puglia;BA;E047;54,62;21,78
Sud;Puglia;BA;E155;60,22;41,78
Sud;Puglia;BA;E223;22,5;11,5
Sud;Puglia;BA;E645;18;9,04
Sud;Puglia;BA;F220;14;12,56
Sud;Puglia;BA;F262;153,72;37,56
Sud;Puglia;BA;F280;53,16;24,99
Sud;Puglia;BA;F284;162,89;65,75
Sud;Puglia;BA;F376;171,17;40,5
Sud;Puglia;BA;F915;47,43;20,58
Sud;Puglia;BA;F923;81,36;34,07
Sud;Puglia;BA;G291;67,5;13
Sud;Puglia;BA;G769;3;2
Sud;Puglia;BA;G787;101,5;37,63
Sud;Puglia;BA;H096;91,2;21,86
Sud;Puglia;BA;H643;36,5;9,64
Sud;Puglia;BA;H645;46,81;60,68
Sud;Puglia;BA;H749;8,5;3
Sud;Puglia;BA;I053;31,75;28
Sud;Puglia;BA;I330;61,8;19,19
Sud;Puglia;BA;I907;7;7,25
Sud;Puglia;BA;L109;46,7;42,92
Sud;Puglia;BA;L220;20,43;11,4
Sud;Puglia;BA;L328;198,54;57,54
Sud;Puglia;BA;L425;126,94;20,1
Sud;Puglia;BA;L472;79,33;18,04
Sud;Puglia;BA;L571;123,52;35,06
Sud;Puglia;BR;B180;291,91;28,43
Sud;Puglia;BR;B809;58,75;10
Sud;Puglia;BR;C424;55,75;13,38
Sud;Puglia;BR;C448;6;0
Sud;Puglia;BR;C741;38,5;17
Sud;Puglia;BR;D422;2,5;0,5
Sud;Puglia;BR;D508;64,36;17
Sud;Puglia;BR;D761;51,58;9,62
Sud;Puglia;BR;E471;11,27;1
Sud;Puglia;BR;F152;67,94;7,93
Sud;Puglia;BR;G098;14,17;7
Sud;Puglia;BR;G187;61,59;38,91
Sud;Puglia;BR;H822;8;0
Sud;Puglia;BR;I045;6,5;0
Sud;Puglia;BR;I066;7,1;3
Sud;Puglia;BR;I119;15,14;1
Sud;Puglia;BR;I396;55,5;11,97
Sud;Puglia;BR;L213;4;1,33
Sud;Puglia;BR;L280;4,13;2
Sud;Puglia;BR;L920;5;2
Sud;Puglia;FG;A015;5;0
Sud;Puglia;FG;A150;1;0
Sud;Puglia;FG;A320;2;0
Sud;Puglia;FG;A339;36,99;4,83
Sud;Puglia;FG;A463;7,75;7,67
Sud;Puglia;FG;A854;5;1
Sud;Puglia;FG;B104;12;8,75
Sud;Puglia;FG;B357;9,01;8
Sud;Puglia;FG;B584;2;1
Sud;Puglia;FG;B724;22;3
Sud;Puglia;FG;B784;0;0
Sud;Puglia;FG;B829;6,23;1,7
Sud;Puglia;FG;B904;2;0
Sud;Puglia;FG;B915;28,42;6,66
Sud;Puglia;FG;B917;1;0
Sud;Puglia;FG;C198;5;3
Sud;Puglia;FG;C202;3,44;0
Sud;Puglia;FG;C222;0;0
Sud;Puglia;FG;C429;0,5;0
Sud;Puglia;FG;C442;0;0
Sud;Puglia;FG;C514;141,69;35,99
Sud;Puglia;FG;C633;6;0,08
Sud;Puglia;FG;D269;9;2
Sud;Puglia;FG;D459;6;2
Sud;Puglia;FG;D643;728,4;125,41
Sud;Puglia;FG;E332;8;3,17
Sud;Puglia;FG;E363;0;1
Sud;Puglia;FG;E549;35;0
Sud;Puglia;FG;E716;90,34;27,25
Sud;Puglia;FG;E885;252,44;45,61
Sud;Puglia;FG;E946;11,22;4,38
Sud;Puglia;FG;F059;6,17;1
Sud;Puglia;FG;F538;1;2
Sud;Puglia;FG;F631;35,45;12,89
Sud;Puglia;FG;F777;2,33;0
Sud;Puglia;FG;G125;1;1,5
Sud;Puglia;FG;G131;56,94;3
Sud;Puglia;FG;G312;1,83;2
Sud;Puglia;FG;G487;5,4;6,44
Sud;Puglia;FG;G604;0;3
Sud;Puglia;FG;G761;3,5;0
Sud;Puglia;FG;H287;4,33;3
Sud;Puglia;FG;H467;3;2
Sud;Puglia;FG;H480;19,76;7
Sud;Puglia;FG;H568;1;2
Sud;Puglia;FG;H839;34,5;0,67
Sud;Puglia;FG;H926;85,84;20,35
Sud;Puglia;FG;H985;16,42;10,99
Sud;Puglia;FG;H986;0;0
Sud;Puglia;FG;I054;41,26;6,97
Sud;Puglia;FG;I072;9,17;3
Sud;Puglia;FG;I158;145,2;34,17
Sud;Puglia;FG;I193;2;12,25
Sud;Puglia;FG;I641;5,34;3,67
Sud;Puglia;FG;I962;7,67;0
Sud;Puglia;FG;I963;11;1
Sud;Puglia;FG;L273;40,95;7
Sud;Puglia;FG;L447;29;7
Sud;Puglia;FG;L842;10,78;8
Sud;Puglia;FG;L858;57,2;18,53
Sud;Puglia;FG;M131;1;1
Sud;Puglia;FG;M132;2;4,5
Sud;Puglia;FG;M266;3;2
Sud;Puglia;LE;A042;1,22;0
Sud;Puglia;LE;A184;3,25;2,33
Sud;Puglia;LE;A185;12,44;4
Sud;Puglia;LE;A208;2;5
Sud;Puglia;LE;A281;3,5;4
Sud;Puglia;LE;A350;9,22;1
Sud;Puglia;LE;A425;3;1
Sud;Puglia;LE;A572;1;0
Sud;Puglia;LE;B086;0;1
Sud;Puglia;LE;B413;11,83;0
Sud;Puglia;LE;B506;4;3
