AREA;Regione;prov;2014_CodFitt;NTN_2014_Uffici;NTN_2014_Negozi_Lab;NTN_2014_Depositi_Comm;NTN_2014_TCO_B04;NTN_2014_TCO_D02;NTN_2014_TCO_D05;NTN_2014_TCO_D08;NTN_2014_PRO;NTN_2014_AGR
Sud;Abruzzo ;CH;G294;0;0;2;0;0;0;0;0;0
Sud;Abruzzo ;CH;G434;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;G435;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;G441;0;1;1;0;0;0;1;1;0
Sud;Abruzzo ;CH;G613;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;G724;0;2;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;G760;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;G799;0;0;2,33;0;0;0;0;0;0
Sud;Abruzzo ;CH;H052;0;0;0;0;0;0;0;1;0
Sud;Abruzzo ;CH;H098;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;H184;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;H320;0;1;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;H424;0;0,39;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;H439;4;1;6;0;0;0;1;1;0
Sud;Abruzzo ;CH;H442;0;0;0;0;1;0;0;0;0
Sud;Abruzzo ;CH;H448;0;0;2;0;0;0;0;0;0
Sud;Abruzzo ;CH;H495;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;H566;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;H784;0;0;2;0;0;0;0;0;0
Sud;Abruzzo ;CH;H923;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;H991;0;0;1,5;0;0;0;0;0;0
Sud;Abruzzo ;CH;I148;5;11;7,01;0;0;0;1;1;0
Sud;Abruzzo ;CH;I244;1;1;1;0;0;0;1;0,03;0
Sud;Abruzzo ;CH;I335;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;I394;0;3,13;2;0;0;0;0;3;0
Sud;Abruzzo ;CH;I520;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;I526;0;1;3;0;0;0;0;0;0
Sud;Abruzzo ;CH;L047;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;L194;0;1;2,5;0;0;0;0;0;0
Sud;Abruzzo ;CH;L218;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;CH;L224;0;0;4,25;0;0;0;0;0;0
Sud;Abruzzo ;CH;L253;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;L284;0;2;2;0;0;0;0;0;0
Sud;Abruzzo ;CH;L291;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;L363;0;1;1;0;0;0;0;0;0
Sud;Abruzzo ;CH;L459;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;L526;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;CH;L961;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;CH;L964;0;0;2,24;0;0;0;0;0;0
Sud;Abruzzo ;CH;M022;0;0,17;4,75;0;0;0;0;0;0
Sud;Abruzzo ;PE;A008;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;A120;0;0;3;0;0;0;0;0;0
Sud;Abruzzo ;PE;A945;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;B193;0;0;0,33;0;0;0;0;0;0
Sud;Abruzzo ;PE;B294;0;1;1;0;0;0;0;0;0
Sud;Abruzzo ;PE;B681;0;1;4;0;0;0;0;0;0
Sud;Abruzzo ;PE;B722;0;0;1;0;0,22;0;0;0;0
Sud;Abruzzo ;PE;B827;0;0;0,5;0;0;0;0;0;0
Sud;Abruzzo ;PE;C308;0;0;0;0;0;0;0;1;0
Sud;Abruzzo ;PE;C354;0;0;1,91;0;0;0;0;0;0
Sud;Abruzzo ;PE;C474;0;6;5;0;0;0;0;1;0
Sud;Abruzzo ;PE;C750;3;4,5;6;0;0;0;6;4,67;1,5
Sud;Abruzzo ;PE;C771;0;0;0;0;0;0;0;1,22;0
Sud;Abruzzo ;PE;C779;0;0;1;0;0;0;0;0,22;0
Sud;Abruzzo ;PE;C853;1;3;4;0;0;0;1;1;0
Sud;Abruzzo ;PE;D078;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;D201;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;PE;D394;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;PE;D501;0;0;0;0;0;0;0;1;0
Sud;Abruzzo ;PE;E558;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;E691;0;3;3;0;0;0;0;0;0
Sud;Abruzzo ;PE;E892;0;0;2;0;0;0;0;1;0
Sud;Abruzzo ;PE;F441;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;PE;F646;11;20,83;13,9;0;0;0;34;10;0
Sud;Abruzzo ;PE;F765;0;0;0,5;0;0;0;0;2;0
Sud;Abruzzo ;PE;F908;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;PE;G438;2;4;12,25;0;1;0;0;4;0
Sud;Abruzzo ;PE;G482;24,35;55,5;43,27;0;0;1;1;5;0
Sud;Abruzzo ;PE;G499;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;G555;0;1,56;5;0;0;0;0;0,79;0
Sud;Abruzzo ;PE;G589;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;PE;G621;0;1;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;G878;0;1;2;0;0;0;0;3;0
Sud;Abruzzo ;PE;H425;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;H562;0;1;4,25;0;0;0;0;0;0
Sud;Abruzzo ;PE;H715;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;I332;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;I376;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;PE;I482;1;0;0;0;0;0;0;1;0
Sud;Abruzzo ;PE;I649;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;I922;2;3;7,83;0;1;0;3;1;0
Sud;Abruzzo ;PE;L186;0;1;2;0;0;0;0;1;0
Sud;Abruzzo ;PE;L263;0;3;7;0;0;0;0;1;0
Sud;Abruzzo ;PE;L475;0;0;1;0;0;0;0;2;0
Sud;Abruzzo ;PE;L846;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;PE;L922;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;A125;0;6;17,47;0;0;0;0;2;0
Sud;Abruzzo ;TE;A270;0;0;0;0;0;0;0;1;0,5
Sud;Abruzzo ;TE;A445;0;1;5;0;0;0;0;1;0
Sud;Abruzzo ;TE;A488;0;5;5,17;0;0;0;0;0;0,5
Sud;Abruzzo ;TE;A692;0;0;0,56;0;0;0;0;0;0
Sud;Abruzzo ;TE;A746;0;2;13,07;0;0;0;0;3;0
Sud;Abruzzo ;TE;A885;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;TE;B515;0;3;5;0;0;0;0;0;1
Sud;Abruzzo ;TE;B640;0;0;1;0;0;0;1;0;0
Sud;Abruzzo ;TE;C040;0;0;2;0;0;0;0;0;1
Sud;Abruzzo ;TE;C128;0;0,33;3,04;0;0;0;0;6;0
Sud;Abruzzo ;TE;C169;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;C311;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;C316;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;C322;0;0;3;0;0;0;0;0;0
Sud;Abruzzo ;TE;C449;1;0;1,13;0;0;0;0;1;0
Sud;Abruzzo ;TE;C517;0;0;1,1;0;0;0;0;0;0
Sud;Abruzzo ;TE;C781;0;1;1,33;0;0;0;0;1;0
Sud;Abruzzo ;TE;C901;0;0;2;0;0;0;0;8;0
Sud;Abruzzo ;TE;C972;0;0;2,11;0;0;0;0;5,06;0
Sud;Abruzzo ;TE;D043;1;2;3;0;0;0;0;4;0
Sud;Abruzzo ;TE;D076;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;D179;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;TE;D489;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;E058;5;11,5;10,62;0;0;0;2;4;0
Sud;Abruzzo ;TE;E343;0;1;3;0;0;0;0;0;0
Sud;Abruzzo ;TE;E989;0;3;7,17;0;0;0;2;0;1
Sud;Abruzzo ;TE;F500;0;1;2;0;0;0;0;1;0
Sud;Abruzzo ;TE;F585;4;13,28;18,96;0;0,7;0;2;3;2
Sud;Abruzzo ;TE;F690;0;3;2,92;0;0;0;0;0;0
Sud;Abruzzo ;TE;F747;1;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;F764;3;5;7,35;0;0;0;2;5;0
Sud;Abruzzo ;TE;F831;0;4,99;7,28;0;0;0;0;9;0
Sud;Abruzzo ;TE;F870;0;1;2;0;0;0;0;0;0
Sud;Abruzzo ;TE;F942;0;3,5;3;0;0;0;0;3;0
Sud;Abruzzo ;TE;G437;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;TE;G608;0;0;0,02;0;0;0;0;0;0
Sud;Abruzzo ;TE;H440;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;I318;2;3,75;4,83;0;0;0;0;3;0
Sud;Abruzzo ;TE;I348;0;0;2,58;0;0;0;0;0;0
Sud;Abruzzo ;TE;I741;0;4;5,94;0;1;0;0;9;0
Sud;Abruzzo ;TE;L103;11;21,37;35,94;1;0;0;1;7;0
Sud;Abruzzo ;TE;L207;0;0;1;0;0;0;0;0;0
Sud;Abruzzo ;TE;L295;0;0;0,17;0;0;0;0;0;0
Sud;Abruzzo ;TE;L307;0;3;5,69;0;0;0;1;2;0
Sud;Abruzzo ;TE;L314;0;0;0;0;0;0;0;0;0
Sud;Abruzzo ;TE;L597;0;0;2;0;0;0;0;0;0
Sud;Basilicata;MT;A017;0;2;4,5;0;0;0;0;0;0
Sud;Basilicata;MT;A196;0;0;1;0;0;0;0;0;0
Sud;Basilicata;MT;A801;1;3;9;0;1;0;0;0;4
Sud;Basilicata;MT;A942;0;11;8,1;0;0;0;0;1;0
Sud;Basilicata;MT;B391;0;0;0;0;0;0;0;0;2
Sud;Basilicata;MT;C723;0;0;5;0;0;0;0;0;0
Sud;Basilicata;MT;C888;0;0;3;0;0;0;0;0;0
Sud;Basilicata;MT;D128;0;0;0;0;0;0;0;0;1,5
Sud;Basilicata;MT;D513;1;0;0;0;0;0;0;0;0
Sud;Basilicata;MT;D547;0;0;19,8;0;0;0;0;0;0
Sud;Basilicata;MT;D909;0;1;3;0;0;0;1;0;0
Sud;Basilicata;MT;E093;0;0;2;0;0;0;0;0;0
Sud;Basilicata;MT;E147;0;1,5;16,49;0;0;0;0;0;0
Sud;Basilicata;MT;E213;0;0;5;0;0;0;0;0;2
Sud;Basilicata;MT;E326;0;0;4,31;0;0;1;0;0;3
Sud;Basilicata;MT;F052;7;33,64;95,76;0;0;0;3;9;1,5
Sud;Basilicata;MT;F201;0;1;1;0;0;0;0;1;0
Sud;Basilicata;MT;F399;0;0;4,17;0;0;0;0;0;2,06
Sud;Basilicata;MT;F637;0;1;20,83;0;0;0;0;0;2
Sud;Basilicata;MT;G037;0;0;1;0;0;0;0;0;0
Sud;Basilicata;MT;G712;2;3;15,69;0;0;0;0;5;2
Sud;Basilicata;MT;G786;0,02;18,02;36,96;0;0;0;0;3,02;2
Sud;Basilicata;MT;G806;0;0;3,5;0;0;0;0;2;5
Sud;Basilicata;MT;H591;0;0;0,18;0;0;0;0;1;0
Sud;Basilicata;MT;H687;0;0;6,66;0;0;0;0;0;0
Sud;Basilicata;MT;H888;0;0;1;0;0;0;0;0;0
Sud;Basilicata;MT;I029;0;0;4,75;0;0;0;0;0;0
Sud;Basilicata;MT;I954;0;1;6,92;0;0;0;0;0;0
Sud;Basilicata;MT;L418;0;1;10,58;0;0;0;0;0;2
Sud;Basilicata;MT;L477;0;0;18;0;0;0;0;0;1
Sud;Basilicata;MT;M256;2;8;10;0;0;0;2;0;2
Sud;Basilicata;PZ;A013;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;A020;0;0;2,5;0;0;0;0;1;0
Sud;Basilicata;PZ;A131;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;A321;0;0;6;0;0;0;0;0;0
Sud;Basilicata;PZ;A415;0;1;1;0;0;0;0;0;0
Sud;Basilicata;PZ;A482;0;0;3,5;0;0;0;0;1;0
Sud;Basilicata;PZ;A519;0;6;8,61;0;0;0;0;0;1
Sud;Basilicata;PZ;A604;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;A612;0;0;8;0;0;0;0;0;1
Sud;Basilicata;PZ;A615;0;0;0,5;0;0;0;0;0;0
Sud;Basilicata;PZ;A666;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;A743;0;1;11,26;0;0;0;0;0;0
Sud;Basilicata;PZ;B173;0;2;6;0;0;0;0;0;0
Sud;Basilicata;PZ;B181;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;B440;0;4;10,97;0;0;0;0;0;0
Sud;Basilicata;PZ;B443;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;B549;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;B580;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;B743;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;B906;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;C120;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;C199;0;0;0,5;0;0;0;0;0,01;0
Sud;Basilicata;PZ;C201;0;0;0;0;0;0;0;0,01;0
Sud;Basilicata;PZ;C209;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;C271;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;C345;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;C539;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;C619;0;0;0,33;0;0;0;0;0;0
Sud;Basilicata;PZ;D010;0;0;6;0;0;0;0;0;0
Sud;Basilicata;PZ;D414;0;1;1;0;0;0;0;0;0
Sud;Basilicata;PZ;D497;0;1;0;0;0;0;0;0;0
Sud;Basilicata;PZ;D593;0;2;6;0;0;0;0;1;0
Sud;Basilicata;PZ;D696;0;0;6,28;0;0;0;0;5;0
Sud;Basilicata;PZ;D766;1;0;6;0;0;0;0;0;0
Sud;Basilicata;PZ;D876;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;D971;0;1;4,3;0;0;0;0;1;0,5
Sud;Basilicata;PZ;E033;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;E221;0;0;4,33;0;0;0;0;0;0
Sud;Basilicata;PZ;E246;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;E409;2;0;2,5;0;0;0;0;0;0
Sud;Basilicata;PZ;E474;0;0;6;0;1;0;0;3;0
Sud;Basilicata;PZ;E482;0;2;3;0;0;0;0;0;0
Sud;Basilicata;PZ;E483;0;1;19;0;2;0;0;1;0
Sud;Basilicata;PZ;E493;1;7;6,11;0;0;0;0;0;1
Sud;Basilicata;PZ;E919;0;5,75;1,5;0;0;0;0;0;0
Sud;Basilicata;PZ;E976;0;0;5;0;0;0;0;0;0
Sud;Basilicata;PZ;E977;0;4;13,75;0;0;0;0;0;0
Sud;Basilicata;PZ;F006;0;0,5;6,5;0;0;0;0;7;0
Sud;Basilicata;PZ;F104;0;11;25,12;0;0;0;2;6,04;0
Sud;Basilicata;PZ;F249;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;F295;0;1;2,17;0;0;0;0;0;0
Sud;Basilicata;PZ;F568;0;0;2,58;0;0;0;0;0;0,5
Sud;Basilicata;PZ;F573;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;F817;0;2;13;0;0;0;0;0;0
Sud;Basilicata;PZ;F866;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;F917;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;G081;0;1;2,07;0;0;0;0;0;0
Sud;Basilicata;PZ;G261;0;2,76;15,11;0;0;0;0;0;0
Sud;Basilicata;PZ;G496;0;3;3,75;0;0;0;0;0;0
Sud;Basilicata;PZ;G590;0;0;6;0;0;0;0;1;0
Sud;Basilicata;PZ;G614;0;0;2,06;0;0;0;0;0;0
Sud;Basilicata;PZ;G616;0;5;3;0;0;0;0;0;0
Sud;Basilicata;PZ;G623;0;1;4;0;0;0;0;0;0
Sud;Basilicata;PZ;G663;0;1;4,98;0;0;0;0;0;0
Sud;Basilicata;PZ;G942;14,82;33,26;37,25;0;0;0;6;8;0
Sud;Basilicata;PZ;H186;0;1;4,33;0;0;0;0;0;0
Sud;Basilicata;PZ;H187;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;H307;2;7,75;21,8;0;0;0;0;1;0,33
Sud;Basilicata;PZ;H312;0;0;10,23;0;0;0;0;0;0
Sud;Basilicata;PZ;H348;0;0,5;3,29;0;0;0;0;1;0
Sud;Basilicata;PZ;H426;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;H590;0;1;4,75;0;0;0;0;0;0
Sud;Basilicata;PZ;H641;0;0;3;0;0;0;0;0;0
Sud;Basilicata;PZ;H646;0;0;3,67;0;0;0;0;0;0
Sud;Basilicata;PZ;H730;0;0;3;0;0;0;0;0;0
Sud;Basilicata;PZ;H795;0;0;1,5;0;0;0;0;0;0
Sud;Basilicata;PZ;H796;0;0;3,89;0;0;0;0;0;0
Sud;Basilicata;PZ;H808;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;H831;0;0,75;6;0;0;0;0;0;0
Sud;Basilicata;PZ;H994;0;0;4;0;0;0;0;0;0
Sud;Basilicata;PZ;I157;0;1;0,5;0;0;0;0;0;0
Sud;Basilicata;PZ;I288;0;0;3;0;0;0;0;0;0
Sud;Basilicata;PZ;I305;0;1;12;0;0;0;1;0;0
Sud;Basilicata;PZ;I426;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;I457;0;0;2,33;0;0;0;0;0;0
Sud;Basilicata;PZ;I610;0;4;6;0;0;0;0;0;0
Sud;Basilicata;PZ;I917;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;L082;0;0;3;0;0;0;0;0;0
Sud;Basilicata;PZ;L126;0;0;2;0;0;0;0;0;0
Sud;Basilicata;PZ;L181;0;5;8;0;0;0;0;1;0
Sud;Basilicata;PZ;L197;0;2;5,83;0;0;0;0;0;0
Sud;Basilicata;PZ;L326;0;0;1,34;0;0;0;0;0;0
Sud;Basilicata;PZ;L357;0;0;2,5;0;0;0;0;0;0,17
Sud;Basilicata;PZ;L439;0;0;1;0;0;0;0;0;0
Sud;Basilicata;PZ;L532;0;0;2,72;0;0;0;0;0;0
Sud;Basilicata;PZ;L738;0;5,5;15,71;0;0;0;0;0;0
Sud;Basilicata;PZ;L859;0;0;3;0;0;0;0;0;0
Sud;Basilicata;PZ;L873;0;0;0,57;0;0;0;0;0;0
Sud;Basilicata;PZ;L874;0;2;6;0;0;0;0;0;0
Sud;Basilicata;PZ;M269;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;A033;0;3;0;0;0;0;0;0;0
Sud;Calabria;CS;A041;0,4;0;1;0;0;0;0;0;0
Sud;Calabria;CS;A053;1;4;14;0;0;0;0;0;0
Sud;Calabria;CS;A102;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;A105;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;A160;0;0;4;0;0;0;0;0;0
Sud;Calabria;CS;A183;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;A234;0;2;0;0;0;0;0;0;0
Sud;Calabria;CS;A240;0;2;4;0;0;0;0;1;0
Sud;Calabria;CS;A253;0;1;12;0;0;0;0;0;0
Sud;Calabria;CS;A263;0;0;6;0;0;0;0;0;0
Sud;Calabria;CS;A340;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;A762;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;A768;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;A773;0;4;7;0;0,16;0;0;2;0
Sud;Calabria;CS;A842;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;A887;0;8;7;0;0;0;0;2;0
Sud;Calabria;CS;A912;0;0;2;0;0;0;0;1;0
Sud;Calabria;CS;A973;0;0;2;0;0;0;0;2;0
Sud;Calabria;CS;B270;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;B424;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;B426;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;B500;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;B607;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;B774;1;2;6;0;0;0;0;0;0
Sud;Calabria;CS;B802;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;B813;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;B903;2;0;4;0;0;1;0;0;0
Sud;Calabria;CS;B983;0;1;0;0;0;0;0;0;0
Sud;Calabria;CS;C002;0;5;12;0;0;0;0;3;1
Sud;Calabria;CS;C108;1;1;5;0;0;0;1;0;0
Sud;Calabria;CS;C301;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;C348;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;C349;3;7,25;18;0;0;0;1;6;0
Sud;Calabria;CS;C430;0;1;1;0;0;0;0;1;0
Sud;Calabria;CS;C437;0;0,38;1;0;0;0;0;0;0
Sud;Calabria;CS;C489;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;C515;0;1;0;0;0;0;0;0;0
Sud;Calabria;CS;C554;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;C560;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;C588;0;0;5,17;0;0;0;0;0;0
Sud;Calabria;CS;C763;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;C795;0;0;4;0;0;0;0;0;0
Sud;Calabria;CS;C905;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;D005;3;24;34,74;0;0;2;1;5;0
Sud;Calabria;CS;D086;21,13;35,13;52,92;0;0;0;3;0;0
Sud;Calabria;CS;D180;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;D184;0;3;9,67;0;0;0;0;0;0
Sud;Calabria;CS;D289;3;4,5;3;0;0;0;0;0;0
Sud;Calabria;CS;D290;0;1;0;0;0;0;0;0;0
Sud;Calabria;CS;D304;0;1;4,25;0;0;0;0;0;0
Sud;Calabria;CS;D328;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;D464;0;0;3;0;0;1;0;0;0
Sud;Calabria;CS;D473;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;D582;0;0;1;0;0;0;0;1;0
Sud;Calabria;CS;D614;0;0;0,33;0;0;0;0;0;1
Sud;Calabria;CS;D624;0;1;1;0;0;0;0;0;0
Sud;Calabria;CS;D764;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;D774;0;1;0;0;0;0;0;0;0
Sud;Calabria;CS;D828;0;1;0;0;0;0;0;0;0
Sud;Calabria;CS;E180;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;E185;0;1;2;0;0;0;0;0;0
Sud;Calabria;CS;E242;1;1;2;0;0;0;0;1;0
Sud;Calabria;CS;E407;0;1;2;0;0;0;0;0;0
Sud;Calabria;CS;E417;0;2;0;0;0;0;0;0;0
Sud;Calabria;CS;E419;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;E450;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;E475;0;1;0,75;0;0;0;0;0;0
Sud;Calabria;CS;E677;0;2;0;0;0;0;0;0;0
Sud;Calabria;CS;E678;0;1;3;0;0;0;0;0;0
Sud;Calabria;CS;E745;0;2;2;0;0;0;0;0;0
Sud;Calabria;CS;E773;0;10;4;0;0;0;0;1;0
Sud;Calabria;CS;E835;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;E859;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;E872;0;0;1,33;0;0;0;0;0;0
Sud;Calabria;CS;E878;0;1;2;0;0;0;0;0;1
Sud;Calabria;CS;E888;0;0;0;0;0;0;0;3;0
Sud;Calabria;CS;E914;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;E915;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;F001;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;F125;0;1;6;0;0;0;0;0;0
Sud;Calabria;CS;F370;0;1;1;0;0;0;0;0;0
Sud;Calabria;CS;F416;4;7;14;0;0;0;2;2;0
Sud;Calabria;CS;F519;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;F708;0;1;4,5;0;0;0;0;0;0
Sud;Calabria;CS;F735;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;F775;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;F907;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;G110;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;G129;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;G298;0;0;1,6;0;0;0;0;0;0
Sud;Calabria;CS;G307;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;G317;0;5;10,37;0;0;0;0;0;0
Sud;Calabria;CS;G320;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;G331;0;2;1;0;0;0;0;0;0
Sud;Calabria;CS;G372;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;G400;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;G411;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;G553;0;0;4;0;0;0;0;0;0
Sud;Calabria;CS;G615;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;G622;0;1;0;0;0;0;0;0;0
Sud;Calabria;CS;G733;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;G975;0;2;3;0;0;0;0;0;0
Sud;Calabria;CS;H235;21;17,33;40,7;0;0;0;0;5;0
Sud;Calabria;CS;H416;0;0;3,2;0;0;0;0;0;0
Sud;Calabria;CS;H488;0;0;3,22;0;0;0;0;0;0
Sud;Calabria;CS;H490;1;3;7,39;0;0;0;0;0;0
Sud;Calabria;CS;H565;0;4;4;0;0;0;0;1;0
Sud;Calabria;CS;H572;0;0;4,75;0;1;0;0;2;0
Sud;Calabria;CS;H579;2;17,39;35,33;0;0;0;2,33;3;0
Sud;Calabria;CS;H585;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;H621;0;1;2;0;0;0;0;0;0
Sud;Calabria;CS;H765;0;1;4;0;0;0;0;0;0
Sud;Calabria;CS;H774;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;H806;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;H818;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;H825;0;0;0;0;0;0;0;1;0
Sud;Calabria;CS;H841;0;0,17;0;0;0;0;0;0;0
Sud;Calabria;CS;H877;0;0;0;0;0;0;0;1;0
Sud;Calabria;CS;H881;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;H919;0;8;25,09;0;0;0;0;0;0
Sud;Calabria;CS;H961;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;H962;0;2;2;0;0;0;0;0;0
Sud;Calabria;CS;H971;0;1;3;0;0;0;0;1;0
Sud;Calabria;CS;H981;1;9,25;9,5;0;0;0;1;0;1
Sud;Calabria;CS;H992;0;0;3;0;0;0;0;0;0
