Area;Regione;Provincia;2024_CodCom;NTN_2024_Uffici;NTN_2024_Negozi_Lab;NTN_2024_Depositi_Comm_Autorimesse;NTN_2024_TCO_B04;NTN_2024_TCO_D02;NTN_2024_TCO_D05;NTN_2024_TCO_D08;NTN_2024_PRO;NTN_2024_AGR
Centro;Lazio;RM;F692;0;0;3,5;0;0;0;0;0;0
Nord Est;Veneto;VI;F696;0;2;6;0;0;0;1;6;0
Centro;Marche;AP;F697;0;2;6,67;0;0;0;0;0;0
Isole;Sardegna;NU;F698;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F701;0;0;20,5;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;F703;1;0,33;3,36;0;0;0;0;3;0
Nord Ovest;Lombardia;MI;F704;75;126,76;110,35;0;0;0;6;20,7;0
Nord Ovest;Lombardia;MN;F705;0;1;7;0;0;0;0;2;1
Nord Est;Emilia-Romagna;BO;F706;0;1;10;0;0;0;1;2;0
Nord Ovest;Piemonte;AL;F707;0;2;5;0;0;0;0;0;0
Sud;Calabria;CS;F708;0;1;4;0;0;0;0;0;1
Nord Ovest;Lombardia;VA;F711;0;0;7,5;0;0;0;0;3;0
Nord Ovest;Lombardia;SO;F712;1;8,5;26,82;0;0;0;0;0;1
Nord Ovest;Piemonte;AL;F713;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RN;F715;1;3;9,89;2;0;0;0;1;0
Sud;Puglia;LE;F716;0;0;11;0;0;0;0;0;0
Sud;Campania;BN;F717;0;2;6,67;0;0;1;0;4;2
Nord Est;Emilia-Romagna;BO;F718;0;5;3,44;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;F720;0;1;0,17;0;0;0;0;3;1
Isole;Sardegna;SS;F721;0;1;1;0;0;0;0;0;1
Centro;Marche;AP;F722;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F723;0;2,5;12;0;0;0;0;2;1
Nord Est;Emilia-Romagna;PC;F724;0;0;4,5;0;0,17;0;0;0;0
Nord Est;Veneto;TV;F725;1;0;7;0;0;0;0;1;0
Nord Ovest;Valle d'Aosta;AO;F726;0;2;10,25;0;0;0;0;1;0
Isole;Sardegna;OR;F727;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;TV;F729;0;0;11;0;0;0;1;6;0
Centro;Lazio;RM;F730;0;4;6;0;0;0;0;0;0
Sud;Campania;SA;F731;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;AQ;F732;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;F733;0;0;4;0;0;0;1;0;0
Centro;Lazio;RM;F734;0;7,05;17,69;0;0;0;1;0;0
Sud;Calabria;CS;F735;0;2;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;F736;0;0;8,17;0;0;0;1;3;0
Nord Ovest;Piemonte;AL;F737;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;F738;0;3;8,92;0;0;0;0;7;3
Nord Ovest;Lombardia;PV;F739;0;0;5;0;0;0;0;1;0
Centro;Lazio;FR;F740;0;1;4;0;0;0;1;0;0
Nord Ovest;Piemonte;CN;F743;0;1,5;8,5;0;0;0;0;1;0
Sud;Campania;AV;F744;0;1;2;0;0;0;0;4;0
Centro;Marche;AN;F745;0;2,5;3;0;0;0;0;0;2,17
Centro;Lazio;RI;F746;0;0;1,5;0;0;0;0;0,75;0
Sud;Abruzzo;TE;F747;0;2;6;0;0;0;0;0;0
Sud;Molise;CB;F748;0;1;0;0;0;0;0;0;0
Centro;Marche;MC;F749;3;5,39;34,5;0;0;0;0;3;4
Nord Est;Friuli- Venezia Giulia;PN;F750;0;2;6;0;0;0;0;1;0
Nord Ovest;Piemonte;AL;F751;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;F754;7;10,5;15,84;0;0;0;2;7;0
Nord Est;Friuli- Venezia Giulia;UD;F756;4;11,5;13;0;0;0;1;5;0
Nord Ovest;Lombardia;LC;F758;0;0;1,66;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;F760;0;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;CR;F761;0;1;1,78;0;0;0;0;0;0
Sud;Campania;AV;F762;0;0;2;0;0;0;0;0;0
Sud;Abruzzo;TE;F764;4;6;13,83;0;0;0;8;23,67;0
Sud;Abruzzo;PE;F765;0;1;8,25;0;0;0;0;1;0
Nord Est;Veneto;TV;F770;7,22;9;8;0;0;0;1;11,16;1
Nord Ovest;Lombardia;CR;F771;0,67;0;3;0;0;0;0;0;1
Isole;Sicilia;ME;F772;0;0;4;0;0;0;0;0;0
Isole;Sicilia;ME;F773;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;F774;0;0;3;0;0;0;0;0;0
Sud;Calabria;CS;F775;0;1;2;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F776;0;0;6;0;0;0;0;2;3
Sud;Puglia;FG;F777;0;0;2;0;0;0;0;0;0
Sud;Calabria;RC;F779;0;1;5;0;0;0;0;1;0
Sud;Calabria;CZ;F780;0;0;2;0;0;0;0;0;0
Isole;Sicilia;CT;F781;2;3;12,36;0;0;0;1;3;0
Nord Ovest;Lombardia;MI;F783;0;5;12,13;0;0;0;1,32;1;0
Sud;Puglia;TA;F784;0;10;32,5;0;0;0;0;1;6
Sud;Abruzzo;CH;F785;0;0;3;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;F786;0;1;8,34;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;F788;1;2,42;9,17;0;0;0;0;4,02;0
Nord Est;Veneto;VR;F789;1;2;22,58;0;0;0;0;6;1
Nord Ovest;Lombardia;BG;F791;1;2;6;0;0;0;0;1,05;0
Centro;Marche;MC;F793;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;F797;3,02;26;25,68;0;0;0;0;3,1;0
Sud;Campania;AV;F798;0;0;11,76;0;0;0;0;0;0
Sud;Campania;NA;F799;2;10;35,99;0;0;0;1;3;0
Nord Ovest;Lombardia;LO;F801;0;0;5,83;0;0;0;0;2;0
Centro;Toscana;MS;F802;0;0;7;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F806;0;0;5,6;0;0;0;0;0;0
Isole;Sardegna;CA;F808;0;4;15,5;0;1;0;0;1;1
Nord Ovest;Piemonte;CN;F809;0;0;13,5;0;0;0;0;0;1
Nord Est;Veneto;VI;F810;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F811;0;0;6;0;0;0;0;1;0
Nord Ovest;Liguria;SV;F813;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F814;0;2;10;0;0;0;0;0;1
Centro;Toscana;SI;F815;0;4;8;0;1;0;0;0;0
Sud;Puglia;LE;F816;0;3;6,74;0;0;0;0;0;0
Sud;Basilicata;PZ;F817;0;0;12,25;0;0;0;0;1;0
Isole;Sardegna;SS;F818;0;3;0,5;0;0;0;1;0;0
Nord Ovest;Lombardia;BS;F820;0;1;4,79;0;0;0;0;0,06;0
Isole;Sardegna;CA;F822;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VE;F826;1;2;19,5;0;0;0;0;9;2,67
Nord Ovest;Lombardia;CO;F828;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VI;F829;0;4,44;6,44;0;0;0;0;5;0,72
Isole;Sicilia;CL;F830;0;5,34;41,51;0;0;0;0;0;0
Sud;Abruzzo;TE;F831;0;7;23,24;0;1;0;0;7;0
Nord Est;Friuli- Venezia Giulia;UD;F832;0;0;3,5;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F833;0;0;2;0;0;0;0;0;1
Nord Est;Veneto;VI;F838;0;1;3;0;0;0;0;1;0
Sud;Campania;NA;F839;270,26;914,64;500,89;5;5,07;5;49,35;44,71;0
Isole;Sardegna;OR;F840;1;0,4;1;0;1,4;0;0;2;0
Isole;Sardegna;CA;F841;0;2;1,25;0;0;0;0;1;0
Sud;Puglia;LE;F842;1,01;29,05;40,8;0;0,14;0;2;11;1
Sud;Calabria;VV;F843;0;0;0;0;0;0;0;0;0
Centro;Umbria;TR;F844;5;8;36,45;0;2;0;0;10;1
Isole;Sicilia;AG;F845;1;3;37,49;0;0;0;0;6;0,5
Nord Ovest;Piemonte;CN;F846;1;2,25;10;0;0;0;0;1;4
Nord Ovest;Liguria;SV;F847;0;0;1;0;0;0;0;0;0
Isole;Sicilia;ME;F848;0;5;4,8;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F851;3;11,75;20,08;0;0;0;0;13;0
Sud;Abruzzo;AQ;F852;0;0;5;0;0;0;1;0;0
Centro;Lazio;RM;F857;0;1,11;6;0;0;0;0;0;0
Nord Ovest;Liguria;GE;F858;0;2;5;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;F859;1;2;8;0;0;0;0;2;0
Nord Est;Veneto;VR;F861;15;11;43,17;0;0;0;2;5;2,13
Nord Ovest;Liguria;GE;F862;0;0;7,25;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F863;0;3;11,8;0;0;0;0;2,1;1
Nord Ovest;Lombardia;BG;F864;3;6;20,22;0;0;0;1;10;0
Centro;Lazio;RM;F865;0;1,42;2;0;0;0;0;0;0
Sud;Basilicata;PZ;F866;0;1;4;0;0;0;0;0;0
Isole;Sardegna;OR;F867;0;0;0;0;0;0;0;0;0
Centro;Lazio;VT;F868;0;9,67;22,6;0;0;0;0;2;3
Sud;Abruzzo;TE;F870;2;6,67;10,54;0;0;0;3;13;0
Centro;Lazio;RM;F871;0;1;4;0;0;0;0;2;0
Nord Est;Veneto;TV;F872;1;1;5;0;0;0;0;4;2
Nord Ovest;Lombardia;MI;F874;1;9,22;17,92;0;0;0;2;13,32;0,08
Centro;Lazio;RI;F876;0;0;0,5;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;F877;0;1;11;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F878;0;1;12,13;0;0;0;0;0;0
Centro;Lazio;RM;F880;3;33,13;37,57;0;0;0;2;2;0
Sud;Puglia;LE;F881;0;3;7,33;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PR;F882;0;1;10,91;0;1;0;0;0;0
Nord Ovest;Piemonte;CN;F883;0;1;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F884;0;3;7;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;F886;0;0;1;0;0;0;1;0;0
Nord Ovest;Lombardia;LC;F887;0;4;5;0;0;0;1;1,5;0
Nord Ovest;Piemonte;TO;F889;6;31;25,63;0;0;0;0;18,91;2
Isole;Sicilia;CT;F890;0;3;22,5;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;F891;0;0;1;0;0;0;0;0;0
Isole;Sicilia;EN;F892;3;5;10;0;0;0;0;0;3
Sud;Calabria;VV;F893;1;3;2,25;0;0;0;0;1;1
Nord Ovest;Piemonte;CN;F894;0;0;4,33;0;0;0;0;0;2
Nord Ovest;Piemonte;CN;F895;0;1;2;0;0;0;0;6;0
Nord Est;Friuli- Venezia Giulia;UD;F898;0;2;5;0;0;0;0;0;0
Isole;Sicilia;CL;F899;0;12,08;20,46;0;0;0;1;3;0
Isole;Sicilia;EN;F900;0;0;4;0;0;0;0;0;0
Isole;Sicilia;ME;F901;0;0;9,36;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;F902;1;10;18;0;0;0;0,22;2;0
Nord Est;Veneto;VE;F904;7;7,75;23,91;0;0;0;1;3;0
Nord Ovest;Piemonte;TO;F906;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;F907;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;PE;F908;0;0;1,67;0;0;0;0;0;0
Sud;Calabria;CZ;F910;0;4;15;0;0;0;0;0;0
Centro;Umbria;PG;F911;0;4;15,91;0;0;0;0;2;0
Sud;Campania;SA;F912;2,5;45,62;61,43;0;0;0,5;9,1;9;0
Sud;Campania;SA;F913;1;15;23,95;0;0;0;1;7;0
Nord Est;Emilia-Romagna;PR;F914;4;6;19;0;0;0;2;6;8,99
Sud;Puglia;BA;F915;6;2;30,08;0;0;0;0;4;6
Sud;Puglia;LE;F916;0;1;4;0;0;0;0;2,5;0
Sud;Basilicata;PZ;F917;0;2;3;0;0;0;0;0;0
Nord Est;Veneto;VR;F918;4;14;24,67;0;1;0;4;4;3
Nord Est;Veneto;VR;F921;0;5;5;0;0;0;0;3;2
Nord Est;Veneto;VI;F922;0;1;4,17;0;0;0;0;0;0
Sud;Puglia;BA;F923;2;8;23,52;0;0;0;0;2;0
Sud;Campania;NA;F924;16;29,58;54,42;0;0;1;16;19,42;0
Nord Ovest;Piemonte;TO;F925;1;3,5;24;0;0;0;0;2;1
Nord Ovest;Liguria;SV;F926;0;1;10;0;2;0;0;0;0
Nord Ovest;Piemonte;TO;F927;0;0;3;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;F930;0,83;8,5;29,11;0;0;0;1;16,66;5
Nord Ovest;Piemonte;TO;F931;0;2;7,7;0;0;0;1;2;0
Nord Ovest;Piemonte;VB;F932;0;1;12;0;0;0;0;0,1;0
Isole;Sardegna;NU;F933;0;0;0;0;0;0;0;0;0
Isole;Sardegna;OR;F934;0;0;2;0;0;0;0;0;0
Centro;Umbria;PG;F935;1;4,75;16,85;0;0;0;0;1;8
Centro;Lazio;LT;F937;0;1;1,7;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;F939;0;2;0;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;F941;0;1,15;4,33;0;0;0;0;0,01;0
Sud;Abruzzo;TE;F942;0;3;9,25;0;0;0;0;10,08;0
Isole;Sicilia;SR;F943;4;13,83;56,63;0;0;0;2,5;1;14,67
Nord Ovest;Lombardia;MI;F944;9;12,63;41,08;0;0;0;2,03;10,67;0
Nord Ovest;Piemonte;TO;F948;0;0;3;0;0;0;0;0;0
Isole;Sicilia;ME;F951;0;1;4,83;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;F952;28,33;80,01;85,39;1;0;1;18,17;20,27;1
Nord Ovest;Lombardia;MI;F955;5,5;22;18,04;0;2;0;2;10,11;0
Nord Ovest;Lombardia;SO;F956;0;1;9,69;0;0;0;0;0;0
Nord Est;Veneto;VI;F957;0;6;3,5;0;0;0;1;5;0
Nord Ovest;Lombardia;CO;F958;0;3;2,91;0;0;0;0;2,07;0
Nord Est;Emilia-Romagna;RE;F960;4,11;15,83;20,25;0;0;1;0;12;0,44
Nord Ovest;Piemonte;CN;F961;0;3;6;0;1;0;0;0;0
Nord Est;Veneto;PD;F962;6;9;11,25;0;0;0;1;5;0
Nord Est;Veneto;VE;F963;4;5;16,23;0;0;0;2;8;0
Nord Est;Veneto;VI;F964;2;6,5;11,5;0;0;0;2;6;1
Nord Ovest;Piemonte;AL;F965;8;21;20,41;0;0;0;2;8;0
Nord Est;Emilia-Romagna;MO;F966;0;5;17,5;0;0;0;6;8;3
Sud;Campania;SA;F967;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;F968;0;2;1;0;0;0;0;1;0
Sud;Puglia;LE;F970;0;3;8,5;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;F972;0;0;1,33;0;0;0;0;0;0
Isole;Sardegna;OR;F974;0;0;0;0;0;0;0;0;0
Isole;Sardegna;SS;F975;0;0;1;0;0;0;0;0;4,67
Isole;Sardegna;SS;F976;0;1;0,78;0;0;0;0;0;1
Isole;Sardegna;SS;F977;0;1;5;0;0;0;0;0;1,5
Centro;Marche;AN;F978;0;4,5;10,22;0;0;0;0;1,03;0
Isole;Sardegna;NU;F979;9;21,19;36;0;0;0;4;11;3
Isole;Sardegna;OR;F980;0;1;0;0;0;0;0;1;0
Isole;Sardegna;NU;F981;0;0;0;0;0;0;0;0;2
Isole;Sardegna;NU;F982;0;0;0;0;0;0;0;1;0
Isole;Sardegna;CA;F983;1;0;3;0;0;0;1;1;1
Isole;Sardegna;OR;F985;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;F986;0;1;0;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;F987;0;2;6;0;0;0;0;0;3
Sud;Campania;AV;F988;0;1,5;11,82;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;F989;0;2;3,83;0;0;0;0;3;0
Nord Ovest;Lombardia;BS;F990;1;0;2,3;0;0;0;0;9;0
Isole;Sardegna;CA;F991;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;F992;0;1;11,5;0;0;0;0;4;1
Nord Ovest;Piemonte;BI;F993;0;0;2,5;0;0;0;0;1;0
Nord Est;Veneto;RO;F994;8;84;24,6;0;3;0;8;11;0
Nord Ovest;Piemonte;AL;F995;0;0;1;0;0;0;1;2;0
Sud;Abruzzo;AQ;F996;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F997;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F998;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;TV;F999;6;9,66;20,66;0;0;1;0,08;17,02;0,6
Nord Ovest;Lombardia;BS;G001;0;1;11,5;0;0;0;0,14;0;0
Sud;Abruzzo;AQ;G002;0;0;2;0;0;0;0;1;0
Centro;Marche;AN;G003;0;1;2,44;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;G004;0;3;7;0;0;0;0;0,33;0
Centro;Marche;AP;G005;0;8;9,08;0;3;0;0;3;2
Nord Ovest;Lombardia;BS;G006;0;1;5,5;0;0;0;1;8;6
Nord Ovest;Piemonte;VB;G007;1;0,08;6;0;1;0;0;0;0
Nord Ovest;Lombardia;VA;G008;0;1;2,5;0;0;0;0;3;0
Nord Ovest;Lombardia;LC;G009;2;7;7,69;0;0;0;0;6,21;0
Nord Ovest;Piemonte;TO;G010;0;2;5;0;0;0;0;0;0
Sud;Campania;SA;G011;0;0;3;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;G012;0;0;0;0;0;0;0;0;0
Isole;Sardegna;SS;G015;69,14;66,48;58,26;0;6,01;0;13;22,02;6
Nord Ovest;Piemonte;VC;G016;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;G018;0;0;1;0;0;0;1;0;1
Nord Ovest;Piemonte;NO;G019;4;5;26,95;0;0;0;0;4;1
Nord Ovest;Piemonte;NO;G020;1;1;5;0;0;0;0;3;0
Nord Ovest;Lombardia;PV;G021;0;0;3;0;0;0;0;0;0
Centro;Lazio;RM;G022;0;5;6,5;0;0;0;0;0;0
Sud;Campania;SA;G023;0;8;14;0;0;0;0;2;0
Nord Ovest;Lombardia;CO;G025;1,33;11;23,1;0;0;0;2;3,3;0
Nord Ovest;Lombardia;LC;G026;2;4;13,25;0;0;0;2;1,06;0
Nord Ovest;Lombardia;VA;G028;2;2;22;0;0;0;3;12,05;0
Nord Ovest;Lombardia;LC;G030;4;3,3;10,62;0;0;1;0;6;0
Isole;Sardegna;NU;G031;0;0;0;0;0;0;0;1;0
Nord Ovest;Lombardia;PV;G032;0;0;0;0;0;0;0;0;0
Sud;Calabria;CZ;G034;0;0;0;0;0;0;0;0;0
Isole;Sicilia;ME;G036;0;1;3;0;0;0;0;0;0
Sud;Basilicata;MT;G037;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;G039;0;0;7;0;0;0;0;1;0
Nord Ovest;Lombardia;LC;G040;0;1;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;IM;G041;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G042;0;0;0;0;0;0;0;0;0
Isole;Sardegna;OR;G043;0;1;1;0;0;0;0;0;0
Isole;Sardegna;NU;G044;0;0;1;0;0;0;0;0;0
Nord Ovest;Valle d'Aosta;AO;G045;0;0;3;0;0;0;0;0;0
Isole;Sardegna;SS;G046;0;1;6;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;G047;0;1;1;0;0;0;0;0;1
Nord Ovest;Piemonte;AT;G048;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G049;0;1;2,25;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G050;0;0;5,86;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G054;0;0;3,2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;G056;0;0;0,17;0;0;0;0;0;0
Isole;Sardegna;NU;G058;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G061;0;1;4,91;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;G062;4;11,13;25,97;0;0;0;0;8;0
Sud;Campania;SA;G063;0;1;2;0;0;0;0;0;0
Isole;Sardegna;NU;G064;0;0;0;0;0;0;0;0;0
Centro;Lazio;VT;G065;0;0;0,67;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;G066;0;0;2,17;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G068;0;0;5;0;0;0;0;0,12;0
Isole;Sardegna;NU;G070;0;0;0;0;0;0;0;0;0
Isole;Sardegna;NU;G071;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G074;0;0;1,33;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G075;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G076;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;G078;5;22,16;8,06;0;0;0;0;10;0
Sud;Abruzzo;AQ;G079;0;0;3,5;0;0;0;0;0;0
Nord Est;Veneto;VR;G080;1;5,83;15,59;0;0;0;1;12;2
Sud;Basilicata;PZ;G081;0;0;4,5;0;0;0;0;0;0
Sud;Calabria;RC;G082;0;2;7;0;0;0;0;4;0
Isole;Sardegna;NU;G084;0;1;3;0;0;0;0;0;2
Sud;Molise;CB;G086;2;1,27;0,2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G087;5;7;26,49;0;0;0;3;11,01;1,42
Centro;Toscana;GR;G088;1;17;29,75;0;0;0;2;4;7
Centro;Toscana;PI;G090;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;GE;G093;0;0;5;0;0;0;1;3;0
Nord Est;Veneto;VI;G095;0;2;8,51;0;0;0;3;5;0
Nord Ovest;Lombardia;LO;G096;0;0;0,72;0;0;0;1;1;0
Isole;Sardegna;NU;G097;0;1;1;0;0;0;0;0;1
Sud;Puglia;BR;G098;1;2;19,87;0;0;0;0;0;0
Sud;Abruzzo;AQ;G102;0;0;1;0;0;0;1;1;0
Nord Ovest;Lombardia;VA;G103;1;4;10,84;0;0;0;0;13,03;0
Nord Ovest;Lombardia;VA;G105;0;0;2,28;0;8;0;0;0;0
Nord Ovest;Lombardia;LO;G107;1;1,5;2,5;0;0;0;0;0;1
Nord Ovest;Lombardia;BG;G108;0;0;0;0;0;0;1;1;0
Nord Ovest;Piemonte;TO;G109;0;0;1,5;0;0;0;0;0;0
Sud;Calabria;CS;G110;1;0;2;0;0;0;0;0;0
Centro;Lazio;VT;G111;0;1;4;0;0;0;0;0;0
Isole;Sardegna;OR;G113;10;19;25,81;0;0;0;2;1;0
Nord Ovest;Piemonte;CN;G114;0;1;18,25;0;0;0;0;0;0
Nord Est;Veneto;TV;G115;0;6,44;8,31;0;0;0;0;1;2
Nord Ovest;Lombardia;MI;G116;1;0;9;0;0;0;0;2;0
Nord Ovest;Piemonte;VB;G117;0;1;6;0;0;0;0;3;0
Nord Ovest;Lombardia;BG;G118;0;0;2,5;0;0;0;0;0;0
Isole;Sardegna;NU;G119;2,08;4;4,22;0;0;0;1;9;0,5
Isole;Sardegna;NU;G120;0;0;0;0;0;0;0;0;0
Sud;Campania;SA;G121;0;0;2;0;0;0;0;0;0
Isole;Sardegna;NU;G122;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;TV;G123;0;2;1,04;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;G124;0;0;0;0;0;0;0;0;0
Sud;Puglia;FG;G125;0;2;4,33;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;G126;0;0,5;1;0;0;0;0;0,03;0
Sud;Abruzzo;CH;G128;0,5;3;10;0;0;0;0;0;0
Sud;Calabria;CS;G129;0;1;1;0;0;0;0;0;0
Sud;Campania;CE;G130;16;28;38,21;0;0;0;1;6;0
Sud;Puglia;FG;G131;3;9,5;24,5;0;0;0;0;1;1
Isole;Sardegna;CA;G133;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;G134;0;1;2;0;0;0;1;0;0
Centro;Lazio;VT;G135;2;7;16,25;0;0;0;0;0;1
Sud;Puglia;LE;G136;0;0;2;0;0;0;0;0;0
Centro;Marche;AP;G137;0;0;1;0;0;0;0;1;0
Centro;Toscana;AR;G139;0;0;0,75;0;0;0;0;0;0
Sud;Abruzzo;CH;G141;14,74;23,13;53,8;1;0;0;3,74;8,74;1
Sud;Abruzzo;AQ;G142;0;0;1,5;0;0;0;0;0;0
Nord Ovest;Liguria;SP;G143;1;3;10,83;0;0;0;2,1;0,3;0
Nord Ovest;Liguria;SV;G144;0;0;4;0;0;0;0;2;0
Sud;Abruzzo;AQ;G145;0;0;6,75;0;0;0;0;0;0
Isole;Sardegna;NU;G146;0;1;1,62;0;0;0;0;0;0
Isole;Sardegna;NU;G147;0;0;3;0;0;0;0;1;1
Centro;Umbria;TR;G148;6;20,33;50,88;0;1;0;3;2;2
Nord Ovest;Lombardia;BS;G149;3;7;19,1;0;0;0;1;2;3
Nord Ovest;Lombardia;BS;G150;0;1;1;0;0;0;0;1;1
Nord Ovest;Piemonte;TO;G151;0;1;4;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;G152;0;0;2;0;0;0;0;1;0
Isole;Sardegna;SS;G153;0;1;7,75;0;0;0;0;0;2,75
Isole;Sardegna;NU;G154;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;G155;0;0;3;0;0;0;0;0;0
Isole;Sardegna;SS;G156;0;0;5;0;0;0;0;1;0
Centro;Marche;AN;G157;15,14;17,78;62,91;0;0;1;3,5;16,44;1
Isole;Sardegna;NU;G158;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;G159;0;2,29;9,89;0;0;0;0;11;0
Nord Ovest;Lombardia;BG;G160;5;14,13;15,21;0;0;0;0,04;6,25;0
Nord Ovest;Lombardia;LC;G161;3;3;12;0;0;0;2;8,02;0
Nord Est;Friuli- Venezia Giulia;UD;G163;0;2;3,25;0;0;0;0;1;0
Nord Ovest;Liguria;IM;G164;0;3,01;7,71;0;0;0;0;0;0
Sud;Campania;AV;G165;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;G166;1;1;1;0;0;0;0;0;2
Nord Est;Veneto;PD;G167;1;1;9,75;0;0;0;3;0;1
Nord Est;Veneto;BL;G169;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G170;3;15;22,33;0;0;0;0;5,01;0
Nord Ovest;Lombardia;LO;G171;0;2;0;0;0;0;0;0;0
Isole;Sardegna;SS;G178;0;2,88;3;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;G179;0;0;0,67;0;0;1;0;0;0
Nord Ovest;Lombardia;MI;G181;1;2;3,5;0;1;0;2;2;0
Nord Ovest;Piemonte;CN;G183;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FE;G184;0;2;15,08;0;0;0;1;11;4
Nord Ovest;Lombardia;CR;G185;0;2;6;0;0;0;1;1;0,33
Nord Ovest;Lombardia;MN;G186;3;11,17;14,81;0;0;0;1;0,01;0
Sud;Puglia;BR;G187;0;23,86;75,15;0;1;0;1,33;9;1
Sud;Puglia;LE;G188;0;5,34;7,33;0;1;0;0;0;0
Centro;Umbria;TR;G189;0;2;14,66;0;0;0;0;0;1
Sud;Campania;NA;G190;1,5;8;15,33;0;0;0;1;1,5;0
