Area;Regione;Provincia;2024_CodCom;NTN 2024 fino a 50 mq;NTN 2024 50 -| 85 mq;NTN 2024 85 -| 115 mq;NTN 2024 115 -| 145 mq;NTN 2024 oltre 145 mq;NTN_2024
Centro;Lazio;RI;F193;6,87;4,83;1;0;0;12,7
Sud;Puglia;LE;F194;3,1;2,2;5;2,37;5,77;18,44
Sud;Abruzzo;CH;F196;1;11;8;6;13,33;39,33
Sud;Calabria;CZ;F200;0;2;1;1;1,2;5,2
Sud;Basilicata;MT;F201;3;7,75;1,94;3,06;0;15,75
Nord Ovest;Liguria;GE;F202;3;14,67;12,51;4;9,5;43,68
Sud;Campania;CE;F203;1;1;4;4,88;5;15,88
Nord Ovest;Lombardia;MI;F205;5267,12;10350,56;4720,14;2033,05;1632,03;24002,9
Isole;Sicilia;ME;F206;41,5;149,63;86,39;65,01;73,4;415,93
Sud;Calabria;VV;F207;9,68;8,17;4,8;0,8;7;30,45
Isole;Sardegna;OR;F208;0;1;2,5;2,2;4;9,7
Isole;Sicilia;CT;F209;12;12,92;8;9,83;9,16;51,91
Isole;Sicilia;ME;F210;1;1;7;1;1;11
Nord Ovest;Liguria;SV;F213;2;4;22;4;8;40
Isole;Sicilia;CT;F214;2;8;2,5;2;4;18,5
Nord Ovest;Lombardia;BS;F216;0;2;3;3,67;3,5;12,17
Isole;Sicilia;CT;F217;6;11,33;19,58;7;17,22;61,13
Nord Est;Veneto;VR;F218;1;7;9;10;25,28;52,28
Nord Est;Emilia-Romagna;BO;F219;14;37,5;38,6;27,5;15,92;133,52
Sud;Puglia;BA;F220;25,22;25,52;16,32;15,08;10;92,14
Sud;Puglia;LE;F221;1;3,95;4,5;4;7,88;21,33
Sud;Campania;SA;F223;3;3;4,44;1,5;1,5;13,44
Centro;Lazio;LT;F224;50,8;106,72;78,15;29,75;24;289,42
Centro;Toscana;LU;F225;6;8;4;2;7,5;27,5
Nord Ovest;Liguria;SV;F226;1;3,33;2;4;4;14,33
Nord Est;Veneto;VE;F229;19;147,88;127,89;63,68;110,27;468,72
Sud;Campania;AV;F230;1,2;4,4;5;14,2;13,16;37,96
Isole;Sicilia;CT;F231;8;12,33;16,03;6,5;20,93;63,79
Nord Ovest;Piemonte;AL;F232;0;0;1,5;4;11;16,5
Sud;Molise;CB;F233;2;5;4;2;3;16
Nord Ovest;Lombardia;PV;F238;5;12,58;12,5;6,5;15,5;52,08
Sud;Molise;IS;F239;1;1;2;0;3;7
Nord Est;Emilia-Romagna;MO;F240;24,5;103,06;141,81;93,33;84,93;447,63
Nord Est;Veneto;VE;F241;7,94;60,11;109,57;82,73;90;350,35
Isole;Sicilia;ME;F242;0;3;0;0;2;5
Nord Ovest;Lombardia;BG;F243;2,5;6;7;7;9;31,5
Nord Est;Emilia-Romagna;RN;F244;35,19;90,72;48;15,61;22,4;211,92
Isole;Sicilia;PA;F246;27,04;40,5;54;59,89;58,33;239,76
Nord Ovest;Lombardia;MI;F247;2;22,5;26,5;17,85;14,22;83,07
Nord Ovest;Lombardia;LC;F248;3,3;42,67;37,77;9,67;23,5;116,91
Sud;Basilicata;PZ;F249;0;0;1;0;0;1
Isole;Sicilia;CT;F250;15,83;84,83;113,1;87,45;70,27;371,48
Isole;Sicilia;ME;F251;1,27;5,63;9,05;7;7,5;30,45
Nord Ovest;Piemonte;AT;F254;0;0;1;0;1,5;2,5
Nord Ovest;Liguria;GE;F256;1;4;10,5;5,17;5,5;26,17
Nord Est;Emilia-Romagna;MO;F257;201,41;668,97;703,21;374,61;320,01;2268,21
Isole;Sicilia;RG;F258;72,68;175,94;123,97;122,92;146,88;642,39
Nord Est;Emilia-Romagna;FO;F259;0;17;11;2,67;3;33,67
Nord Ovest;Lombardia;LO;F260;2;45;33,5;12;6;98,5
Isole;Sardegna;NU;F261;0;0;0;0;1;1
Sud;Puglia;BA;F262;31,22;131,96;202,89;80,17;31,83;478,07
Nord Ovest;Lombardia;LC;F265;11,04;31,73;3,5;0;2;48,27
Nord Est;Friuli- Venezia Giulia;UD;F266;0;2,75;5,78;5,11;7,42;21,06
Nord Ovest;Lombardia;MN;F267;4;18;16,17;8,71;15;61,88
Centro;Marche;MC;F268;0;3;3;5;9,5;20,5
Nord Est;Veneto;TV;F269;13,5;106;129,08;73,08;107,67;429,33
Isole;Sardegna;OR;F270;0;0;0;0;1;1
Isole;Sardegna;OR;F271;0;0;0;0,5;3;3,5
Isole;Sardegna;OR;F272;0,28;0;8;3;8,69;19,97
Sud;Campania;BN;F274;4,67;4;3,67;1;10;23,34
Nord Est;Friuli- Venezia Giulia;UD;F275;0;0;2;0;5;7
Nord Ovest;Lombardia;BG;F276;0,5;1,92;0;0,25;0;2,67
Isole;Sicilia;ME;F277;0;1;1;2;2;6
Sud;Campania;SA;F278;0;0;2;0;1,5;3,5
Nord Ovest;Piemonte;CN;F279;0;0;1;0;5;6
Sud;Puglia;BA;F280;22,83;59,55;68,47;51,94;39,2;241,99
Nord Ovest;Piemonte;AL;F281;0;8;13,05;1;4,22;26,27
Centro;Toscana;LU;F283;1;1;2,5;1;8;13,5
Sud;Puglia;BA;F284;124,44;236,2;222,2;167,92;47,5;798,26
Sud;Campania;BN;F287;0;1;1;2;2,25;6,25
Nord Est;Emilia-Romagna;BO;F288;18;58,33;75;31,75;48,75;231,83
Nord Ovest;Liguria;IM;F290;5,5;17,25;6;1;4;33,75
Nord Ovest;Piemonte;AL;F293;0;0,5;1;0;4;5,5
Sud;Molise;CB;F294;0;0;0;0;0;0
Sud;Basilicata;PZ;F295;2;11;8;1;3;25
Nord Ovest;Piemonte;VC;F297;6;6;1;1;1;15
Isole;Sicilia;AG;F299;14;38,89;64,94;60,64;22,83;201,3
Sud;Calabria;RC;F301;4;8;9;1;2;24
Nord Ovest;Lombardia;LC;F304;6;10;13;1;7,28;37,28
Nord Ovest;Lombardia;CO;F305;1;4;4;3,5;9;21,5
Nord Ovest;Piemonte;AT;F308;3;1;0;1;3,96;8,96
Nord Ovest;Piemonte;CN;F309;0;2;1;2;3;8
Centro;Marche;PS;F310;1;8,5;9;7;15,5;41
Nord Ovest;Piemonte;AT;F311;0;2,5;1;1,5;9;14
Nord Ovest;Piemonte;CN;F312;0;1;1;2;1;5
Nord Ovest;Piemonte;AL;F313;0;0;1;1;11;13
Nord Ovest;Piemonte;TO;F315;0;0;2;0;1;3
Nord Ovest;Piemonte;AT;F316;1;6;5;4;13,5;29,5
Nord Ovest;Piemonte;NO;F317;0;5;7,5;5;9,5;27
Nord Ovest;Piemonte;TO;F318;1,5;1;1;1;2;6,5
Centro;Lazio;RI;F319;3;3;2,4;1;4,5;13,9
Nord Ovest;Piemonte;AL;F320;0;0;1;0;3;4
Sud;Molise;CB;F322;0;3;3;0;3,71;9,71
Nord Ovest;Piemonte;AT;F323;0;1;2;0;2,5;5,5
Sud;Calabria;RC;F324;12,5;24,75;7;4;6,5;54,75
Nord Ovest;Piemonte;AT;F325;0;0;6;1,5;5,5;13
Nord Ovest;Piemonte;CN;F326;2;2;3;5;4;16
Nord Ovest;Piemonte;TO;F327;7,11;31,67;5;1;3;47,78
Nord Ovest;Lombardia;BG;F328;3;7;1,5;3,33;5;19,83
Nord Ovest;Piemonte;CN;F329;0;1;2;0;3;6
Nord Ovest;Piemonte;CN;F330;0;4,67;3,67;3;3;14,34
Nord Est;Veneto;TV;F332;1;17;6,83;7;10,13;41,96
Isole;Sardegna;CA;F333;5,25;5;7,1;8;9,6;34,95
Nord Ovest;Piemonte;TO;F335;48,71;352,1;231,91;65,18;107,04;804,94
Nord Ovest;Piemonte;AT;F336;1;11,11;11,5;5;7;35,61
Nord Ovest;Piemonte;AL;F337;0;1;1;0;3;5
Nord Ovest;Piemonte;CN;F338;0;0;0;0;3;3
Nord Est;Emilia-Romagna;PR;F340;3;6;3,75;4;10;26,75
Nord Ovest;Piemonte;VC;F342;1;1;3,99;4;11,4;21,39
Nord Ovest;Piemonte;AT;F343;0;0;0;4,5;2;6,5
Nord Est;Emilia-Romagna;RN;F346;0;1;4;1,25;5,5;11,75
Centro;Marche;PS;F347;0;4;10;6;13;33
Centro;Marche;PS;F348;15;81,35;54;35;22;207,35
Nord Ovest;Piemonte;CN;F351;26,85;92,39;79,83;54;51,5;304,57
Sud;Campania;CE;F352;22,75;111,83;102,15;62,75;51,58;351,06
Nord Ovest;Liguria;GE;F354;16,12;44,67;23;5,5;5;94,29
Nord Ovest;Piemonte;CN;F355;0;2;2;0;6;10
Nord Est;Emilia-Romagna;MO;F357;11;56,27;40,25;27,88;43,85;179,25
Nord Ovest;Piemonte;CN;F358;2;3;1,5;2;7,5;16
Isole;Sicilia;ME;F359;0,67;7,67;7;2;5,67;23,01
Nord Est;Veneto;TV;F360;0;0;0;0;3;3
Nord Ovest;Piemonte;AT;F361;1;1;2;0;8;12
Nord Est;Emilia-Romagna;BO;F363;6,67;40,26;24,88;14,34;15,7;101,85
Sud;Calabria;VV;F364;1;1;2;0;0;4
Nord Ovest;Piemonte;AL;F365;0;0;3;0;1;4
Nord Ovest;Valle d'Aosta;AO;F367;3;11;7,17;1;4;26,17
Isole;Sicilia;ME;F368;0;1;0;1;1;3
Nord Ovest;Piemonte;BI;F369;2;11;7,25;8;15,67;43,92
Sud;Calabria;CS;F370;0;2;2;3;3;10
Nord Ovest;Lombardia;CO;F372;2;4;7,5;7;1;21,5
Nord Ovest;Lombardia;BS;F373;9,17;23,01;11,17;6;15;64,35
Nord Ovest;Piemonte;AL;F374;0;2;1;2,5;3;8,5
Nord Ovest;Lombardia;BS;F375;7;6,13;1;0;0;14,13
Sud;Puglia;BA;F376;54,48;192,87;212;118,43;84,83;662,61
Isole;Sicilia;PA;F377;58,14;86,11;90,33;65,34;75,81;375,73
Centro;Marche;AP;F379;0;0;0;0;2;2
Centro;Marche;AP;F380;2;8,83;12;8,9;5,33;37,06
Centro;Marche;AN;F381;0;3,5;9,01;7;4,5;24,01
Nord Est;Veneto;PD;F382;8;52,71;55,84;35,53;63,21;215,29
Isole;Sardegna;CA;F383;8;35;27,42;26,17;30,67;127,26
Centro;Toscana;PT;F384;3;49;57,33;49;50,38;208,71
Nord Ovest;Piemonte;CN;F385;1;5;1;2;4;13
Nord Ovest;Piemonte;AT;F386;0;0;0;0;2;2
Nord Ovest;Piemonte;AL;F387;1;0;0;1;0;2
Nord Ovest;Piemonte;AT;F390;1;1;3;1;13;19
Sud;Molise;CB;F391;1;2;3;0;3;9
Nord Ovest;Lombardia;SO;F393;6,57;8,33;7,11;1,83;6,67;30,51
Nord Est;Veneto;PD;F394;2,33;22;31,42;30,77;39,05;125,57
Isole;Sicilia;ME;F395;1;4;3;2;4;14
Sud;Campania;AV;F397;2;2,92;0;0;1,67;6,59
Centro;Toscana;FI;F398;12;29,67;19,67;8;15;84,34
Sud;Basilicata;MT;F399;4;18,89;12,8;7,78;4,33;47,8
Isole;Sicilia;ME;F400;0;2;6;5;4;17
Centro;Marche;AN;F401;5;14,5;16,25;12,93;14,5;63,18
Nord Ovest;Piemonte;AL;F403;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;F404;0;2;2;1;4;9
Nord Ovest;Piemonte;CN;F405;10,83;22,5;3,44;2;6;44,77
Nord Ovest;Piemonte;TO;F407;0;4;1;1;2,01;8,01
Nord Ovest;Piemonte;CN;F408;0;3;4;0;7,5;14,5
Nord Ovest;Piemonte;AT;F409;0;1;4;2,5;5;12,5
Centro;Toscana;PT;F410;1;9,11;18,33;24,5;21,93;74,87
Nord Ovest;Piemonte;TO;F411;0;1;2;4;10;17
Isole;Sicilia;AG;F414;3;7,34;1;1;2;14,34
Centro;Marche;AP;F415;0;2;4,33;1,83;2,83;10,99
Sud;Calabria;CS;F416;2;47;60,5;25,94;38,92;174,36
Nord Ovest;Lombardia;PV;F417;0;2,5;5;0;4,5;12
Centro;Lazio;VT;F419;28,83;93,29;36,17;10;13,75;182,04
Nord Ovest;Piemonte;TO;F420;2;8;11;3;7;31
Nord Ovest;Piemonte;TO;F422;2;14;16,67;10,77;11,5;54,94
Nord Ovest;Lombardia;LO;F423;1;8,5;9,3;4;7,5;30,3
Nord Ovest;Piemonte;CN;F424;0;0;1;1;1;3
Sud;Campania;SA;F426;2;2;0;1;5,28;10,28
Nord Ovest;Lombardia;CO;F427;7;23;21,5;20;11,33;82,83
Centro;Marche;AP;F428;1;1;1;0;3;6
Sud;Molise;IS;F429;1;4;2;1;3,67;11,67
Centro;Lazio;RI;F430;0;0;2;1;1;4
Sud;Calabria;CZ;F432;13;18;17;7;6;61
Sud;Abruzzo;CH;F433;0;0;0;0,25;0;0,25
Nord Ovest;Lombardia;CR;F434;0;5;4,5;12;5;26,5
Centro;Toscana;GR;F437;31,67;95,36;47,75;25,99;25,36;226,13
Nord Ovest;Lombardia;PV;F440;2;7;7,5;5;8,5;30
Sud;Abruzzo;PE;F441;1;2;1;2;2;8
Nord Est;Veneto;VI;F442;0;8,75;14,9;9,5;31,42;64,57
Nord Est;Veneto;TV;F443;28,17;79,5;57,32;63,13;113,98;342,1
Nord Ovest;Liguria;GE;F445;1;4,91;3,33;0;0;9,24
Centro;Lazio;RI;F446;3;6,88;5;4;4;22,88
Sud;Campania;AV;F448;1;2,93;4,5;3,17;7,43;19,03
Nord Ovest;Lombardia;PV;F449;0;0,5;0;6;5;11,5
Centro;Marche;PS;F450;0;5,5;4,17;7,5;16,17;33,34
Centro;Toscana;LU;F452;2;4;8,63;5,69;20,86;41,18
Centro;Marche;AN;F453;2;4,22;11;10;12,25;39,47
Centro;Marche;MC;F454;0;10,5;11,5;16,33;21,5;59,83
Nord Ovest;Piemonte;AL;F455;0;0;0;1;4,58;5,58
Centro;Umbria;PG;F456;0;2,37;2,2;4,17;7,5;16,24
Centro;Umbria;TR;F457;1;7;5;15;19,58;47,58
Centro;Toscana;PI;F458;4;16;6;3,17;10;39,17
Centro;Marche;MC;F460;0;0;1;0,33;1,33;2,66
Nord Est;Veneto;VR;F461;0;8;7;10,56;8,1;33,66
Centro;Umbria;TR;F462;8;9,22;9,5;2;8;36,72
Nord Est;Emilia-Romagna;RE;F463;2;31,5;25,5;14,51;27,19;100,7
Nord Est;Veneto;VI;F464;17;72,1;100,22;56,81;57,15;303,28
Nord Est;Veneto;VI;F465;3;7;7;6,83;13,16;36,99
Centro;Marche;PS;F467;0;3;0;2;5;10
Nord Ovest;Piemonte;AT;F468;0;0;2;3,5;4,5;10
Nord Ovest;Piemonte;AL;F469;0;0;0;2;3;5
Nord Ovest;Lombardia;BS;F471;19;113,07;101,17;58,33;84,4;375,97
Nord Est;Emilia-Romagna;PR;F473;7;35,31;46,5;18,47;37;144,28
Sud;Molise;CB;F475;3,25;5;1;5;7;21,25
Centro;Lazio;RM;F477;21,33;49,17;29,66;20,5;6;126,66
Nord Est;Emilia-Romagna;RN;F478;1;7;5;5;4,5;22,5
Sud;Campania;SA;F479;9;16,67;10,78;7,5;7,5;51,45
Sud;Campania;SA;F480;1;34,94;57,5;18,08;20,5;132,02
Sud;Campania;SA;F481;4,47;14,5;29,33;14,67;22,31;85,28
Centro;Marche;MC;F482;2;14,5;20,5;25;15,34;77,34
Nord Ovest;Piemonte;VB;F483;0;3,5;2,5;4;6;16
Nord Est;Emilia-Romagna;MO;F484;8;10;9,5;7;5,44;39,94
Nord Est;Veneto;VI;F486;0;6,5;3;4,8;18,3;32,6
Centro;Marche;AP;F487;0;0;1,5;3;0;4,5
Sud;Campania;NA;F488;7,83;16,83;14,3;5,66;3;47,62
Isole;Sicilia;CL;F489;2;5;3;0;2;12
Sud;Campania;AV;F491;1;2;7,8;6,5;6;23,3
Centro;Umbria;PG;F492;5;8,38;8,88;9,13;15,5;46,89
Centro;Marche;AP;F493;0;1;0;1;2;4
Sud;Campania;BN;F494;8,09;6;6;1;1;22,09
Sud;Molise;CB;F495;1;3;1;3;2;10
Centro;Marche;MC;F496;3,33;6,5;8;9,88;6;33,71
Centro;Marche;PS;F497;0;2;1;2,5;4;9,5
Sud;Abruzzo;CH;F498;1;0;1;0;0;2
Centro;Lazio;VT;F499;10,5;35,34;34,33;31;40,11;151,28
Sud;Abruzzo;TE;F500;0;1;1;3;3,34;8,34
Centro;Marche;AP;F501;0;1;1;4;6;12
Nord Est;Emilia-Romagna;RN;F502;1;8,5;7;3,5;10,1;30,1
Nord Est;Emilia-Romagna;MO;F503;2;14;6,5;9;15;46,5
Centro;Lazio;RM;F504;2;4;2;0;0;8
Sud;Campania;AV;F506;3;24,95;33,5;25,5;33,5;120,45
Sud;Campania;SA;F507;0;0;0;0;0;0
Nord Est;Veneto;VR;F508;4;37,5;21;7,5;34,39;104,39
Centro;Marche;AP;F509;0;2,5;4,89;0,94;3,33;11,66
Centro;Umbria;TR;F510;0;4;1,5;0;5;10,5
Sud;Campania;AV;F511;0;0,5;1;3,78;4;9,28
Sud;Campania;AV;F512;0;2;2,43;4;3,33;11,76
Centro;Umbria;TR;F513;2;3;1,5;2;2;10,5
Nord Est;Veneto;VI;F514;5;8;18;9;8;48
Nord Est;Veneto;VI;F515;0;2,67;5;4,17;1;12,84
Centro;Marche;AP;F516;3;3,95;3,5;0,5;1,25;12,2
Centro;Marche;AP;F517;0,25;2;1;1;1;5,25
Nord Ovest;Piemonte;AL;F518;0;1;0;0;3;4
Sud;Calabria;CS;F519;0,78;8,84;6,17;0,17;3,5;19,46
Centro;Marche;AP;F520;0;1,33;6;5,5;13,22;26,05
Centro;Marche;AP;F522;2;37,25;36,25;23,75;24,07;123,32
Nord Est;Emilia-Romagna;RN;F523;0;1,5;1;0;2;4,5
Centro;Marche;PS;F524;0;3,5;7;1;5;16,5
Nord Ovest;Lombardia;VA;F526;3;10,5;7;11,5;4,33;36,33
Nord Ovest;Piemonte;AT;F527;0;1;4;3,67;11,17;19,84
Nord Ovest;Liguria;IM;F528;2;0;1;0;1;4
Nord Est;Veneto;PD;F529;3,5;30,75;40,93;30,17;45,76;151,11
Sud;Puglia;TA;F531;3;5,8;13;5,8;4;31,6
Nord Ovest;Lombardia;BS;F532;4;9;6,01;6;3,25;28,26
Centro;Marche;PS;F533;3;24;18;3;13,66;61,66
Centro;Lazio;RM;F534;3;13;4;2;4;26
Sud;Abruzzo;CH;F535;1;1,33;0;0;0;2,33
Centro;Marche;AP;F536;0;0;0;0;2;2
Sud;Calabria;VV;F537;12,1;61,74;55,34;56,84;48,74;234,76
Sud;Puglia;FG;F538;3;2;5;1;2,2;13,2
Centro;Umbria;PG;F540;2;2;1;1,96;0;6,96
Centro;Lazio;RI;F541;6;9;2;2;2,5;21,5
Isole;Sardegna;SS;F542;2;0;1;0;0;3
Centro;Umbria;TR;F543;2;3,25;4,25;4,5;5,25;19,25
Isole;Sicilia;PA;F544;5,83;11,83;9;7;8;41,66
Centro;Lazio;RM;F545;1;4,22;13,66;4;7;29,88
Sud;Campania;AV;F546;2,06;11,18;21,66;9,89;13,68;58,47
Nord Ovest;Lombardia;BG;F547;3;11;12;6,5;5;37,5
Sud;Molise;CB;F548;0;0;1;0;0;1
Centro;Marche;AP;F549;0;0;0;1;5;6
Nord Ovest;Piemonte;CN;F550;0;0;0;0;1;1
Centro;Toscana;FI;F551;13;42,5;60,26;43,01;27,2;185,97
Centro;Marche;MC;F552;0;12;8,83;7,5;8,5;36,83
Isole;Sicilia;PA;F553;4;5;3;2;3,33;17,33
Nord Ovest;Piemonte;AT;F556;0;1;5;0;19;25
Sud;Campania;BN;F557;0;0;1;1;3,78;5,78
Nord Ovest;Piemonte;CN;F558;1;2;1;1;2;7
Sud;Campania;AV;F559;1;2;5;4,5;3;15,5
Centro;Marche;AN;F560;20,5;39,75;35;18,83;19,96;134,04
Nord Ovest;Lombardia;LC;F561;1;2;8,38;4;7;22,38
Nord Ovest;Piemonte;AL;F562;0;0;0;0;2;2
Sud;Puglia;TA;F563;3;7;11;5,8;6;32,8
Nord Ovest;Lombardia;CO;F564;1;1;3;0;2;7
Centro;Toscana;AR;F565;3;3,5;3,5;1,5;2,5;14
Sud;Campania;AV;F566;2;4;8;7;9,17;30,17
Centro;Marche;MC;F567;2;12,67;13;10,5;11,5;49,67
Sud;Basilicata;PZ;F568;1;4,5;3;1;1;10,5
Sud;Molise;CB;F569;1;0;1;2;1;5
Centro;Marche;AP;F570;0;1;1,5;0;2;4,5
Centro;Toscana;PO;F572;2,83;35,9;69;24,28;30,08;162,09
Sud;Basilicata;PZ;F573;1,5;2;0;1;0;4,5
Nord Est;Friuli- Venezia Giulia;UD;F574;0;1,89;1;1;1;4,89
Sud;Molise;CB;F576;4,75;25,9;33;13;13,5;90,15
Sud;Abruzzo;CH;F578;0;1,5;0;2,5;1;5
Centro;Lazio;RI;F579;2;5;0;1;0;8
Sud;Molise;IS;F580;3;3;0;2,78;1,5;10,28
Centro;Marche;AN;F581;0,17;3,11;5,5;0;7,5;16,28
Sud;Abruzzo;CH;F582;1;8;2;5,67;4,83;21,5
Sud;Abruzzo;TE;F585;15,5;113,94;92,52;70,15;54,34;346,45
Sud;Calabria;CZ;F586;5;14,1;35;14;12;80,1
Sud;Puglia;TA;F587;3;2;3;6;4;18
Centro;Marche;PS;F589;0;9;3;12,89;11;35,89
Centro;Lazio;RM;F590;4;21,34;29;18;17;89,34
Centro;Marche;AP;F591;2;31,5;35,22;21,29;14;104,01
Centro;Toscana;SI;F592;7;21;42,61;26;47,97;144,58
Centro;Toscana;AR;F594;1;2;4;2;6;15
Sud;Abruzzo;AQ;F595;5,83;9,67;4,63;6;5;31,13
Nord Est;Friuli- Venezia Giulia;PN;F596;0;6;5;9,67;21,75;42,42
Nord Est;Emilia-Romagna;BO;F597;5;35,96;14;11;23,75;89,71
Centro;Toscana;SI;F598;11;40,6;34,5;24,5;21,5;132,1
Centro;Marche;AP;F599;0;0;0;0;1;1
Centro;Marche;AN;F600;3;5,5;7;7;8,5;31
Sud;Molise;IS;F601;0;1,61;3,83;3;1,83;10,27
Centro;Lazio;VT;F603;1,5;3;6,96;3;5;19,46
Sud;Puglia;LE;F604;7,22;33,5;22,71;21,7;36,17;121,3
Centro;Toscana;SI;F605;12;23,73;28,12;14,5;19;97,35
Centro;Lazio;VT;F606;4;11;5,58;5,5;16;42,08
Sud;Calabria;VV;F607;4;4;3;3,75;2;16,75
Nord Ovest;Piemonte;CN;F608;10;17;4;2;0;33
Nord Ovest;Liguria;SP;F609;3,5;7;2,5;3,67;2;18,67
Isole;Sicilia;RG;F610;0,94;2,87;4;4;4;15,81
Centro;Lazio;RM;F611;37,83;188;119,13;62,9;29,17;437,03
Centro;Toscana;GR;F612;1;7;7,34;2,25;5,67;23,26
Centro;Marche;AP;F614;1;1,5;1;5,08;7;15,58
Centro;Lazio;LT;F616;3;7,14;3;2;7,5;22,64
Sud;Campania;SA;F618;3;2;3;0;5,08;13,08
Centro;Lazio;RI;F619;0;4;1;1;1;7
Centro;Lazio;FR;F620;3;11;8,83;9;25,74;57,57
Centro;Marche;MC;F621;0;9;14,83;16,08;13,83;53,74
Centro;Marche;MC;F622;1;0;1;2;4,33;8,33
Sud;Puglia;LE;F623;0;4;3;2;1,3;10,3
Sud;Campania;SA;F625;5,78;4;6;10,5;7;33,28
Centro;Marche;AP;F626;1;1;4;2,5;2,5;11
Nord Est;Emilia-Romagna;BO;F627;3;29,88;25,17;19,35;38,25;115,65
Centro;Toscana;AR;F628;3,72;27,75;28,33;17,63;34,91;112,34
Centro;Umbria;PG;F629;0;1;2;2;9;14
Sud;Puglia;FG;F631;66,72;48,54;21,9;16,63;3,8;157,59
Centro;Marche;MC;F632;12;71,7;48,84;29;27,49;189,03
Centro;Marche;AN;F634;4;12,5;23;14,42;9;62,92
Sud;Campania;BN;F636;12;24;13,6;29,07;27,56;106,23
Sud;Basilicata;MT;F637;13,83;15,42;17,58;18,5;9,06;74,39
Nord Ovest;Lombardia;PV;F638;0;3;1;1;5;10
Nord Ovest;Piemonte;VB;F639;4;3;1,67;2;3;13,67
Centro;Toscana;PI;F640;6;10;12,5;3;5,94;37,44
Nord Est;Emilia-Romagna;MO;F642;2,56;18,75;14,67;9,8;11,25;57,03
Nord Ovest;Lombardia;PV;F644;2;5;3;1;3;14
Sud;Abruzzo;PE;F646;88;296,94;190,32;97,08;74,75;747,09
Centro;Toscana;FI;F648;5;31,33;42;33,5;38,66;150,49
Nord Ovest;Piemonte;TO;F651;2;1;1;0;3;7
Centro;Marche;AP;F653;0;11,58;9;10,58;10,58;41,74
Nord Ovest;Piemonte;CN;F654;1,33;2;0;2;12,76;18,09
Isole;Sicilia;AG;F655;0;3;3;1;12;19
Centro;Toscana;AR;F656;18;66,52;89,44;53,69;57,38;285,03
Nord Ovest;Lombardia;LC;F657;0;10;17,17;8;14,7;49,87
Sud;Campania;AV;F660;0;1;0;0;0;1
Centro;Toscana;PI;F661;1;13;9;1,05;4;28,05
Nord Est;Veneto;VI;F662;3;3;7,5;2;12;27,5
Centro;Marche;AP;F664;0;0;0;0;1,25;1,25
Centro;Marche;AP;F665;0;0;0;2;6;8
Nord Ovest;Piemonte;CN;F666;1;1;0;1;1;4
Isole;Sardegna;SS;F667;1;6,5;5;7;7,5;27
Nord Est;Emilia-Romagna;FO;F668;0;9;1;0,5;5;15,5
Nord Ovest;Piemonte;CN;F669;2;4;4;3,25;11;24,25
Nord Ovest;Lombardia;PV;F670;1;4;0;2;5;12
Nord Est;Emilia-Romagna;PC;F671;0;10,83;11,33;12;27,91;62,07
Nord Ovest;Lombardia;BS;F672;1;13,83;5,5;6,75;12;39,08
Nord Ovest;Lombardia;LC;F674;5;23,5;25,25;11;9,83;74,58
Nord Est;Veneto;VI;F675;12;16,5;26,17;29,5;32,67;116,84
Centro;Toscana;SI;F676;3;5;4,89;6;8;26,89
Centro;Toscana;GR;F677;1;8,5;6;8;3,5;27
Centro;Toscana;MS;F679;22;46,5;51,3;24,83;39,5;184,13
Nord Ovest;Lombardia;BS;F680;0;18,5;21,92;11;10,83;62,25
Nord Ovest;Lombardia;CR;F681;0;5;2;5;5,5;17,5
Nord Ovest;Liguria;GE;F682;4;12,17;15;10;8,6;49,77
Centro;Umbria;PG;F685;0;3;4;6,92;11;24,92
Centro;Toscana;PI;F686;3,5;35,83;35,42;27,92;29,01;131,68
Centro;Lazio;RI;F687;4;11;12,5;6,5;4,5;38,5
Nord Ovest;Lombardia;CO;F688;1;11,02;10,66;3,33;8;34,01
Sud;Molise;CB;F689;0,67;0;0;1;1;2,67
Sud;Abruzzo;TE;F690;3;6;14,5;10;13,67;47,17
Centro;Lazio;RM;F692;2,5;5,5;2;3,5;2;15,5
Nord Est;Veneto;VI;F696;2,5;5,5;5,83;3;13,7;30,53
Centro;Marche;AP;F697;2;1;1;2;5,17;11,17
Isole;Sardegna;NU;F698;0;2;4,8;1,66;5,67;14,13
Nord Ovest;Lombardia;PV;F701;1;4;4,83;9;16,17;35
Nord Ovest;Lombardia;VA;F703;0;9,66;5,33;6,5;4;25,49
Nord Ovest;Lombardia;MI;F704;167,4;772,47;602,16;255,27;189,58;1986,88
Nord Ovest;Lombardia;MN;F705;0;7;11;6;12;36
Nord Est;Emilia-Romagna;BO;F706;8;40,83;27,5;10,17;19,76;106,26
Nord Ovest;Piemonte;AL;F707;0;2;6;5;11,5;24,5
Sud;Calabria;CS;F708;3,27;2,83;7,75;3;3;19,85
Nord Ovest;Lombardia;VA;F711;2;8,33;8,5;9,5;9,66;37,99
Nord Ovest;Lombardia;SO;F712;20;63,05;35,62;28,58;10,89;158,14
Nord Ovest;Piemonte;AL;F713;0;3,5;3;3;2,5;12
Nord Est;Emilia-Romagna;RN;F715;2;31,5;33,17;10,5;11,31;88,48
Sud;Puglia;LE;F716;6;21;22;10,5;7,67;67,17
Sud;Campania;BN;F717;0;4,5;0;5,33;11,67;21,5
