Area;Regione;Provincia;2025_CodCom;NTN_2025_Depositi_Pert;NTN_2025_Box
Isole;Sicilia;PA;F184;3;0
Nord Ovest;Lombardia;BG;F186;2;3,65
Nord Ovest;Piemonte;NO;F188;3;16,75
Nord Ovest;Piemonte;BI;F189;1,17;2
Nord Est;Veneto;TV;F190;8,75;13,5
Nord Ovest;Piemonte;NO;F191;7;13
Nord Ovest;Piemonte;VB;F192;2,33;6
Centro;Lazio;RI;F193;3,5;2
Sud;Puglia;LE;F194;1;3
Sud;Abruzzo;CH;F196;9,17;25
Sud;Calabria;CZ;F200;1;1
Sud;Basilicata;MT;F201;6;4
Nord Ovest;Liguria;GE;F202;16,5;17
Sud;Campania;CE;F203;6,41;2
Nord Ovest;Lombardia;MI;F205;10938,09;12260,01
Isole;Sicilia;ME;F206;40,76;125,1
Sud;Calabria;VV;F207;3,5;2
Isole;Sardegna;OR;F208;0;1
Isole;Sicilia;CT;F209;6,5;9
Isole;Sicilia;ME;F210;2;0,5
Nord Ovest;Liguria;SV;F213;20;30
Isole;Sicilia;CT;F214;1;2,44
Nord Ovest;Lombardia;BS;F216;0;14
Isole;Sicilia;CT;F217;8,5;8,96
Nord Est;Veneto;VR;F218;5,89;47,3
Nord Est;Emilia-Romagna;BO;F219;19,75;79,55
Sud;Puglia;BA;F220;12,88;22,11
Sud;Puglia;LE;F221;5;8,84
Sud;Campania;SA;F223;6,83;1
Centro;Lazio;LT;F224;40,03;32,13
Centro;Toscana;LU;F225;2;4
Nord Ovest;Liguria;SV;F226;2;6
Nord Est;Veneto;VE;F229;40,29;460,71
Sud;Campania;AV;F230;7;7,27
Isole;Sicilia;CT;F231;5;9,5
Nord Ovest;Piemonte;AL;F232;2,51;5,23
Sud;Molise;CB;F233;4;10
Nord Ovest;Lombardia;PV;F238;10,83;31,66
Sud;Molise;IS;F239;2;1
Nord Est;Emilia-Romagna;MO;F240;110,83;333,18
Nord Est;Veneto;VE;F241;33,25;279,97
Isole;Sicilia;ME;F242;3;0
Nord Ovest;Lombardia;BG;F243;5,25;38,16
Nord Est;Emilia-Romagna;RN;F244;57,92;159,09
Isole;Sicilia;PA;F246;10,16;10
Nord Ovest;Lombardia;MI;F247;19;87,33
Nord Ovest;Lombardia;LC;F248;35,56;109,84
Sud;Basilicata;PZ;F249;3,67;0
Isole;Sicilia;CT;F250;29,05;112,28
Isole;Sicilia;ME;F251;3;9,11
Nord Ovest;Piemonte;AT;F254;0;2
Nord Ovest;Liguria;GE;F256;9;9
Nord Est;Emilia-Romagna;MO;F257;932,66;2393,82
Isole;Sicilia;RG;F258;63,02;226,88
Nord Est;Emilia-Romagna;FO;F259;7;12,3
Nord Ovest;Lombardia;LO;F260;17;94,17
Isole;Sardegna;NU;F261;0;1
Sud;Puglia;BA;F262;72,37;231,55
Nord Ovest;Lombardia;LC;F265;16,51;42,16
Nord Est;Friuli- Venezia Giulia;UD;F266;7,49;11,08
Nord Ovest;Lombardia;MN;F267;4;50,25
Centro;Marche;MC;F268;10,89;14,01
Nord Est;Veneto;TV;F269;74,1;624,86
Isole;Sardegna;OR;F270;0;0
Isole;Sardegna;OR;F271;0;0,2
Isole;Sardegna;OR;F272;3;1
Sud;Campania;BN;F274;5;2
Nord Est;Friuli- Venezia Giulia;UD;F275;1;12,33
Nord Ovest;Lombardia;BG;F276;3,07;4
Isole;Sicilia;ME;F277;4;1
Sud;Campania;SA;F278;1;3
Nord Ovest;Piemonte;CN;F279;0;1
Sud;Puglia;BA;F280;68,95;92,54
Nord Ovest;Piemonte;AL;F281;8;6,66
Centro;Toscana;LU;F283;3;3
Sud;Puglia;BA;F284;139,52;196,04
Sud;Campania;BN;F287;0;0
Nord Est;Emilia-Romagna;BO;F288;29,05;159,06
Nord Ovest;Liguria;IM;F290;16;3
Nord Ovest;Piemonte;AL;F293;0;3,5
Sud;Molise;CB;F294;0;2
Sud;Basilicata;PZ;F295;9,5;7
Nord Ovest;Piemonte;VC;F297;4;5
Isole;Sicilia;AG;F299;24,75;23,5
Sud;Calabria;RC;F301;1;0
Nord Ovest;Lombardia;LC;F304;9;21,17
Nord Ovest;Lombardia;CO;F305;4,5;12,6
Nord Ovest;Piemonte;AT;F308;0;1
Nord Ovest;Piemonte;CN;F309;0;3
Centro;Marche;PS;F310;3;21
Nord Ovest;Piemonte;AT;F311;3,4;2
Nord Ovest;Piemonte;CN;F312;0;1
Nord Ovest;Piemonte;AL;F313;4;8
Nord Ovest;Piemonte;TO;F315;1;3
Nord Ovest;Piemonte;AT;F316;4;10,5
Nord Ovest;Piemonte;NO;F317;5;15,67
Nord Ovest;Piemonte;TO;F318;7;3
Centro;Lazio;RI;F319;5;2
Nord Ovest;Piemonte;AL;F320;4;2
Sud;Molise;CB;F322;0;0
Nord Ovest;Piemonte;AT;F323;1,5;4
Sud;Calabria;RC;F324;5,75;4
Nord Ovest;Piemonte;AT;F325;4;4
Nord Ovest;Piemonte;CN;F326;11;15
Nord Ovest;Piemonte;TO;F327;2;6
Nord Ovest;Lombardia;BG;F328;5;19,75
Nord Ovest;Piemonte;CN;F329;1;1
Nord Ovest;Piemonte;CN;F330;4;11,5
Nord Est;Veneto;TV;F332;3;55,17
Isole;Sardegna;CA;F333;5,7;4
Nord Ovest;Piemonte;TO;F335;340,18;716,47
Nord Ovest;Piemonte;AT;F336;6;19
Nord Ovest;Piemonte;AL;F337;0;0
Nord Ovest;Piemonte;CN;F338;2;3
Nord Est;Emilia-Romagna;PR;F340;5;10
Nord Ovest;Piemonte;VC;F342;1,44;8,44
Nord Ovest;Piemonte;AT;F343;1,5;7
Nord Est;Emilia-Romagna;RN;F346;2;3,92
Centro;Marche;PS;F347;2;12,5
Centro;Marche;PS;F348;23,54;158,67
Nord Ovest;Piemonte;CN;F351;173,99;298,42
Sud;Campania;CE;F352;18,92;77,4
Nord Ovest;Liguria;GE;F354;32;69
Nord Ovest;Piemonte;CN;F355;1;4
Nord Est;Emilia-Romagna;MO;F357;44,06;126,15
Nord Ovest;Piemonte;CN;F358;14;14,7
Isole;Sicilia;ME;F359;13;2
Nord Est;Veneto;TV;F360;0;8
Nord Ovest;Piemonte;AT;F361;2;1
Nord Est;Emilia-Romagna;BO;F363;22,5;56,83
Sud;Calabria;VV;F364;0;0
Nord Ovest;Piemonte;AL;F365;1;1
Nord Ovest;Valle d'Aosta;AO;F367;3,11;9,66
Isole;Sicilia;ME;F368;8;1
Nord Ovest;Piemonte;BI;F369;15,5;31
Sud;Calabria;CS;F370;0;2
Nord Ovest;Lombardia;CO;F372;6;30,5
Nord Ovest;Lombardia;BS;F373;12,67;57,11
Nord Ovest;Piemonte;AL;F374;0;5
Nord Ovest;Lombardia;BS;F375;3,08;9
Sud;Puglia;BA;F376;113,92;427,55
Isole;Sicilia;PA;F377;46,17;39,63
Centro;Marche;AP;F379;2;6
Centro;Marche;AP;F380;8;25,5
Centro;Marche;AN;F381;3;17,76
Nord Est;Veneto;PD;F382;22,2;170,66
Isole;Sardegna;CA;F383;8,44;72,79
Centro;Toscana;PT;F384;20,5;200,02
Nord Ovest;Piemonte;CN;F385;6;16
Nord Ovest;Piemonte;AT;F386;1;0
Nord Ovest;Piemonte;AL;F387;5;3
Nord Ovest;Piemonte;AT;F390;1;8
Sud;Molise;CB;F391;2;2
Nord Ovest;Lombardia;SO;F393;7,75;7
Nord Est;Veneto;PD;F394;10;87,39
Isole;Sicilia;ME;F395;0;0
Sud;Campania;AV;F397;0;0
Centro;Toscana;FI;F398;18,6;31,25
Sud;Basilicata;MT;F399;27;4
Isole;Sicilia;ME;F400;1,67;3
Centro;Marche;AN;F401;13,5;42,84
Nord Ovest;Piemonte;AL;F403;0;1
Nord Ovest;Piemonte;AL;F404;1,5;5,5
Nord Ovest;Piemonte;CN;F405;11,08;14,03
Nord Ovest;Piemonte;TO;F407;0;1
Nord Ovest;Piemonte;CN;F408;1;3
Nord Ovest;Piemonte;AT;F409;0;1
Centro;Toscana;PT;F410;17;55
Nord Ovest;Piemonte;TO;F411;5;10
Isole;Sicilia;AG;F414;2;3
Centro;Marche;AP;F415;1;3
Sud;Calabria;CS;F416;33,25;64
Nord Ovest;Lombardia;PV;F417;0;5
Centro;Lazio;VT;F419;37;37,75
Nord Ovest;Piemonte;TO;F420;7;33,17
Nord Ovest;Piemonte;TO;F422;13;38
Nord Ovest;Lombardia;LO;F423;2;35,05
Nord Ovest;Piemonte;CN;F424;1;5
Sud;Campania;SA;F426;1;0
Nord Ovest;Lombardia;CO;F427;5,5;57
Centro;Marche;AP;F428;0;1
Sud;Molise;IS;F429;1;4,5
Centro;Lazio;RI;F430;1;2
Sud;Calabria;CZ;F432;7;7
Sud;Abruzzo;CH;F433;2;0
Nord Ovest;Lombardia;CR;F434;1,5;33,16
Centro;Toscana;GR;F437;37,89;116,2
Nord Ovest;Lombardia;PV;F440;1;11,11
Sud;Abruzzo;PE;F441;1;2
Nord Est;Veneto;VI;F442;7;55,28
Nord Est;Veneto;TV;F443;37,01;318,04
Nord Ovest;Liguria;GE;F445;0;0
Centro;Lazio;RI;F446;4;2,5
Sud;Campania;AV;F448;2,67;6
Nord Ovest;Lombardia;PV;F449;2;6
Centro;Marche;PS;F450;2,5;16
Centro;Toscana;LU;F452;8;10,66
Centro;Marche;AN;F453;6;11
Centro;Marche;MC;F454;11,5;25
Nord Ovest;Piemonte;AL;F455;1;1
Centro;Umbria;PG;F456;5;9,25
Centro;Umbria;TR;F457;16;28,95
Centro;Toscana;PI;F458;6,88;27
Centro;Marche;MC;F460;1,5;0
Nord Est;Veneto;VR;F461;3,23;35,06
Centro;Umbria;TR;F462;11;10,5
Nord Est;Emilia-Romagna;RE;F463;27,89;110,94
Nord Est;Veneto;VI;F464;21,55;244,45
Nord Est;Veneto;VI;F465;4,33;36,11
Centro;Marche;PS;F467;0;0
Nord Ovest;Piemonte;AT;F468;3;3
Nord Ovest;Piemonte;AL;F469;0;4
Nord Ovest;Lombardia;BS;F471;43;334,65
Nord Est;Emilia-Romagna;PR;F473;48;133,76
Sud;Molise;CB;F475;4;5
Centro;Lazio;RM;F477;13,5;63,73
Nord Est;Emilia-Romagna;RN;F478;3,5;9,25
Sud;Campania;SA;F479;2,33;7
Sud;Campania;SA;F480;14;67,5
Sud;Campania;SA;F481;22,22;28,25
Centro;Marche;MC;F482;11,5;38,5
Nord Ovest;Piemonte;VB;F483;12,5;2
Nord Est;Emilia-Romagna;MO;F484;2,2;28
Nord Est;Veneto;VI;F486;4;18,5
Centro;Marche;AP;F487;0;0
Sud;Campania;NA;F488;7,5;5
Isole;Sicilia;CL;F489;1;0
Sud;Campania;AV;F491;7,77;11
Centro;Umbria;PG;F492;5;23
Centro;Marche;AP;F493;0;0
Sud;Campania;BN;F494;4;0
Sud;Molise;CB;F495;6;4,5
Centro;Marche;MC;F496;9,5;15,67
Centro;Marche;PS;F497;3,5;6,5
Sud;Abruzzo;CH;F498;0;0
Centro;Lazio;VT;F499;52;37,07
Sud;Abruzzo;TE;F500;3;6
Centro;Marche;AP;F501;6;3,02
Nord Est;Emilia-Romagna;RN;F502;2;23,82
Nord Est;Emilia-Romagna;MO;F503;19,75;17,34
Centro;Lazio;RM;F504;6,5;2,8
Sud;Campania;AV;F506;15,5;80,34
Sud;Campania;SA;F507;0;0
Nord Est;Veneto;VR;F508;9,11;79,84
Centro;Marche;AP;F509;7,04;3
Centro;Umbria;TR;F510;1;3,58
Sud;Campania;AV;F511;2;5,67
Sud;Campania;AV;F512;3;2
Centro;Umbria;TR;F513;7,97;6,33
Nord Est;Veneto;VI;F514;3;31,17
Nord Est;Veneto;VI;F515;0;11
Centro;Marche;AP;F516;3,67;2
Centro;Marche;AP;F517;0;1
Nord Ovest;Piemonte;AL;F518;0;4
Sud;Calabria;CS;F519;2;4,5
Centro;Marche;AP;F520;8;20
Centro;Marche;AP;F522;8,39;38,39
Nord Est;Emilia-Romagna;RN;F523;3;11,5
Centro;Marche;PS;F524;2,67;3,5
Nord Ovest;Lombardia;VA;F526;6;20,5
Nord Ovest;Piemonte;AT;F527;3;5,75
Nord Ovest;Liguria;IM;F528;1;0
Nord Est;Veneto;PD;F529;9,87;190,99
Sud;Puglia;TA;F531;3;13,5
Nord Ovest;Lombardia;BS;F532;6;3
Centro;Marche;PS;F533;8,87;53
Centro;Lazio;RM;F534;6,66;14
Sud;Abruzzo;CH;F535;3;0,5
Centro;Marche;AP;F536;3;1
Sud;Calabria;VV;F537;28,1;87,61
Sud;Puglia;FG;F538;4;0
Centro;Umbria;PG;F540;1;0
Centro;Lazio;RI;F541;6;5,5
Isole;Sardegna;SS;F542;0;2
Centro;Umbria;TR;F543;11;8
Isole;Sicilia;PA;F544;6;2
Centro;Lazio;RM;F545;20;10
Sud;Campania;AV;F546;15,3;28,63
Nord Ovest;Lombardia;BG;F547;6;46
Sud;Molise;CB;F548;0;0
Centro;Marche;AP;F549;1,11;11
Nord Ovest;Piemonte;CN;F550;2;0
Centro;Toscana;FI;F551;18,27;136,19
Centro;Marche;MC;F552;10,33;17,83
Isole;Sicilia;PA;F553;5;2
Nord Ovest;Piemonte;AT;F556;6;9
Sud;Campania;BN;F557;0;0
Nord Ovest;Piemonte;CN;F558;0;0
Sud;Campania;AV;F559;4;15
Centro;Marche;AN;F560;22,07;104,12
Nord Ovest;Lombardia;LC;F561;3;16
Nord Ovest;Piemonte;AL;F562;0;2
Sud;Puglia;TA;F563;2;6,8
Nord Ovest;Lombardia;CO;F564;5;1
Centro;Toscana;AR;F565;2,67;6,84
Sud;Campania;AV;F566;6,5;9
Centro;Marche;MC;F567;11,53;34
Sud;Basilicata;PZ;F568;0;1
Sud;Molise;CB;F569;0;2
Centro;Marche;AP;F570;3,44;1
Centro;Toscana;PO;F572;25,19;180,69
Sud;Basilicata;PZ;F573;4;2
Nord Est;Friuli- Venezia Giulia;UD;F574;2;6
Sud;Molise;CB;F576;9;39
Sud;Abruzzo;CH;F578;0;1
Centro;Lazio;RI;F579;1;0
Sud;Molise;IS;F580;1,67;2
Centro;Marche;AN;F581;0,5;9,5
Sud;Abruzzo;CH;F582;3;3
Sud;Abruzzo;TE;F585;76,92;206,83
Sud;Calabria;CZ;F586;9;33
Sud;Puglia;TA;F587;1;6,67
Centro;Marche;PS;F589;4;26,28
Centro;Lazio;RM;F590;16;61,67
Centro;Marche;AP;F591;22,23;90,63
Centro;Toscana;SI;F592;45,17;94,65
Centro;Toscana;AR;F594;7;4
Sud;Abruzzo;AQ;F595;8,85;10,62
Nord Est;Friuli- Venezia Giulia;PN;F596;6;20,17
Nord Est;Emilia-Romagna;BO;F597;12,66;69,42
Centro;Toscana;SI;F598;25,24;94,88
Centro;Marche;AP;F599;2;1
Centro;Marche;AN;F600;3;24,5
Sud;Molise;IS;F601;1;2
Centro;Lazio;VT;F603;2;6
Sud;Puglia;LE;F604;20,83;32,44
Centro;Toscana;SI;F605;27,83;79,78
Centro;Lazio;VT;F606;6;17,5
Sud;Calabria;VV;F607;1;0,5
Nord Ovest;Piemonte;CN;F608;9;16,2
Nord Ovest;Liguria;SP;F609;12;2,08
Isole;Sicilia;RG;F610;1;3,67
Centro;Lazio;RM;F611;117,69;424,37
Centro;Toscana;GR;F612;8,83;6,5
Centro;Marche;AP;F614;4;3,5
Centro;Lazio;LT;F616;1;3
Sud;Campania;SA;F618;0;1,34
Centro;Lazio;RI;F619;0;1
Centro;Lazio;FR;F620;16;15,92
Centro;Marche;MC;F621;14;33,22
Centro;Marche;MC;F622;5,43;4
Sud;Puglia;LE;F623;0;2
Sud;Campania;SA;F625;8,2;6,8
Centro;Marche;AP;F626;1;3
Nord Est;Emilia-Romagna;BO;F627;34;120,37
Centro;Toscana;AR;F628;18;41,9
Centro;Umbria;PG;F629;6;4,44
Sud;Puglia;FG;F631;25,86;41,22
Centro;Marche;MC;F632;43;129,21
Centro;Marche;AN;F634;13,5;47,5
Sud;Campania;BN;F636;27;28
Sud;Basilicata;MT;F637;19,8;14,33
Nord Ovest;Lombardia;PV;F638;0;4
Nord Ovest;Piemonte;VB;F639;12;0
Centro;Toscana;PI;F640;8,68;22,5
Nord Est;Emilia-Romagna;MO;F642;9,58;41,59
Nord Ovest;Lombardia;PV;F644;0;1
Sud;Abruzzo;PE;F646;105,74;529,66
Centro;Toscana;FI;F648;31,3;90,87
Nord Ovest;Piemonte;TO;F651;4,33;7
Centro;Marche;AP;F653;15,67;22,33
Nord Ovest;Piemonte;CN;F654;3;8,67
Isole;Sicilia;AG;F655;1;6
Centro;Toscana;AR;F656;48,05;212,4
Nord Ovest;Lombardia;LC;F657;14;18,49
Sud;Campania;AV;F660;1;0
Centro;Toscana;PI;F661;10;5
Nord Est;Veneto;VI;F662;4;42,12
Centro;Marche;AP;F664;2;0
Centro;Marche;AP;F665;2;1
Nord Ovest;Piemonte;CN;F666;0;4
Isole;Sardegna;SS;F667;2,34;1
Nord Est;Emilia-Romagna;FO;F668;4,43;10,5
Nord Ovest;Piemonte;CN;F669;0,23;5
Nord Ovest;Lombardia;PV;F670;1;5
Nord Est;Emilia-Romagna;PC;F671;11,5;48,67
Nord Ovest;Lombardia;BS;F672;1,25;33,1
Nord Ovest;Lombardia;LC;F674;16;51,5
Nord Est;Veneto;VI;F675;5,4;104,05
Centro;Toscana;SI;F676;15;10,4
Centro;Toscana;GR;F677;17;7,64
Centro;Toscana;MS;F679;10;54,91
Nord Ovest;Lombardia;BS;F680;16;58,25
Nord Ovest;Lombardia;CR;F681;0,25;23,34
Nord Ovest;Liguria;GE;F682;9,5;13,13
Centro;Umbria;PG;F685;3,25;7,83
Centro;Toscana;PI;F686;28,63;74,42
Centro;Lazio;RI;F687;23;21,5
Nord Ovest;Lombardia;CO;F688;4;21,07
Sud;Molise;CB;F689;0;2
Sud;Abruzzo;TE;F690;15;16,5
Centro;Lazio;RM;F692;1;2
Nord Est;Veneto;VI;F696;0,5;17,25
Centro;Marche;AP;F697;1;4
Isole;Sardegna;NU;F698;1;1
Nord Ovest;Lombardia;PV;F701;7;9
Nord Ovest;Lombardia;VA;F703;5,17;17
Nord Ovest;Lombardia;MI;F704;906,25;1895,37
Nord Ovest;Lombardia;MN;F705;12;38,07
Nord Est;Emilia-Romagna;BO;F706;22,89;55,58
Nord Ovest;Piemonte;AL;F707;1,5;14,5
Sud;Calabria;CS;F708;1,83;6
Nord Ovest;Lombardia;VA;F711;11;41,5
Nord Ovest;Lombardia;SO;F712;51,74;133,43
Nord Ovest;Piemonte;AL;F713;2;4
Nord Est;Emilia-Romagna;RN;F715;10,17;60,39
Sud;Puglia;LE;F716;1;6
Sud;Campania;BN;F717;4,83;5,11
Nord Est;Emilia-Romagna;BO;F718;3,5;32,5
Nord Ovest;Lombardia;BG;F720;3,67;16,57
Isole;Sardegna;SS;F721;1;1,75
Centro;Marche;AP;F722;0;0
Nord Ovest;Piemonte;CN;F723;15,67;31,67
Nord Est;Emilia-Romagna;PC;F724;5;10,5
Nord Est;Veneto;TV;F725;4,02;29,18
Nord Ovest;Valle d'Aosta;AO;F726;15,5;45,83
Isole;Sardegna;OR;F727;0;0
Nord Est;Veneto;TV;F729;3;14
Centro;Lazio;RM;F730;10;5
Sud;Campania;SA;F731;1,3;0
Sud;Abruzzo;AQ;F732;5;2,5
Nord Ovest;Piemonte;TO;F733;4;1
Centro;Lazio;RM;F734;15,5;55,66
Sud;Calabria;CS;F735;1,4;5
Nord Ovest;Lombardia;VA;F736;10,06;33,66
Nord Ovest;Piemonte;AL;F737;2,67;6,67
Nord Ovest;Lombardia;BG;F738;4;29,5
Nord Ovest;Lombardia;PV;F739;1;3
Centro;Lazio;FR;F740;5,34;2,33
Nord Ovest;Piemonte;CN;F743;5;17
Sud;Campania;AV;F744;1;3
Centro;Marche;AN;F745;8,75;7,75
Centro;Lazio;RI;F746;2;2,67
Sud;Abruzzo;TE;F747;10;12
Sud;Molise;CB;F748;1;1
Centro;Marche;MC;F749;16,36;48,66
Nord Est;Friuli- Venezia Giulia;PN;F750;2;17
Nord Ovest;Piemonte;AL;F751;1;5
Nord Ovest;Lombardia;PV;F754;54,28;196,15
Nord Est;Friuli- Venezia Giulia;UD;F756;12;47,61
Nord Ovest;Lombardia;LC;F758;2;0
Nord Est;Friuli- Venezia Giulia;UD;F760;1;11,5
Nord Ovest;Lombardia;CR;F761;1;1
Sud;Campania;AV;F762;2;3
Sud;Abruzzo;TE;F764;12;28,17
Sud;Abruzzo;PE;F765;3;12
Nord Est;Veneto;TV;F770;24,37;80,04
Nord Ovest;Lombardia;CR;F771;1;5,8
Isole;Sicilia;ME;F772;3,08;1
Isole;Sicilia;ME;F773;2;0
Nord Ovest;Piemonte;VC;F774;5;8,67
Sud;Calabria;CS;F775;0;0
Nord Ovest;Piemonte;BI;F776;1;6,5
Sud;Puglia;FG;F777;1;1,5
Sud;Calabria;RC;F779;0;10
Sud;Calabria;CZ;F780;2;0
Isole;Sicilia;CT;F781;17,08;43,06
Nord Ovest;Lombardia;MI;F783;23,17;137,3
Sud;Puglia;TA;F784;39,42;47,69
Sud;Abruzzo;CH;F785;2;7
Nord Ovest;Lombardia;BG;F786;6;34,5
Nord Ovest;Lombardia;CO;F788;24;141,65
Nord Est;Veneto;VR;F789;12;91,5
Nord Ovest;Lombardia;BG;F791;21;94,93
Centro;Marche;MC;F793;2;3
Nord Ovest;Lombardia;MI;F797;101,5;256,83
Sud;Campania;AV;F798;7;17
Sud;Campania;NA;F799;20,52;221
Nord Ovest;Lombardia;LO;F801;15;81,01
Centro;Toscana;MS;F802;26,66;2,83
Nord Ovest;Lombardia;BS;F806;0;1
Isole;Sardegna;CA;F808;6;37,66
Nord Ovest;Piemonte;CN;F809;3;7
Nord Est;Veneto;VI;F810;0;1,5
Nord Ovest;Piemonte;CN;F811;2;9
Nord Ovest;Liguria;SV;F813;9;3
Nord Ovest;Piemonte;AL;F814;2,25;9
Centro;Toscana;SI;F815;8;21,5
Sud;Puglia;LE;F816;2,5;5
Sud;Basilicata;PZ;F817;22,75;6
Isole;Sardegna;SS;F818;0;1
Nord Ovest;Lombardia;BS;F820;4;36,7
Isole;Sardegna;CA;F822;0;0
Nord Est;Veneto;VE;F826;18;112,17
Nord Ovest;Lombardia;CO;F828;8;10,5
Nord Est;Veneto;VI;F829;9;51,5
Isole;Sicilia;CL;F830;35,17;13,66
Sud;Abruzzo;TE;F831;44,67;86
Nord Est;Friuli- Venezia Giulia;UD;F832;3;15,67
Nord Ovest;Piemonte;BI;F833;1;1
Nord Est;Veneto;VI;F838;2;27,5
Sud;Campania;NA;F839;876,88;1600,33
Isole;Sardegna;OR;F840;1;0
Isole;Sardegna;CA;F841;0;0
Sud;Puglia;LE;F842;24,75;90,18
Sud;Calabria;VV;F843;0;0
Centro;Umbria;TR;F844;48,14;80,52
Isole;Sicilia;AG;F845;21;12
Nord Ovest;Piemonte;CN;F846;8;38,13
Nord Ovest;Liguria;SV;F847;1;0
Isole;Sicilia;ME;F848;10;4
Nord Ovest;Lombardia;BS;F851;24,61;72,56
Sud;Abruzzo;AQ;F852;7;7
Centro;Lazio;RM;F857;3,5;4
Nord Ovest;Liguria;GE;F858;12,5;8
Nord Ovest;Piemonte;NO;F859;6;34,17
Nord Est;Veneto;VR;F861;40,55;126,52
Nord Ovest;Liguria;GE;F862;5;4
Nord Ovest;Piemonte;CN;F863;12;20
Nord Ovest;Lombardia;BG;F864;40,03;132,79
Centro;Lazio;RM;F865;3,56;8,64
Sud;Basilicata;PZ;F866;0,86;0
Isole;Sardegna;OR;F867;1;0
Centro;Lazio;VT;F868;20;25,69
Sud;Abruzzo;TE;F870;18;39,5
Centro;Lazio;RM;F871;6,5;10,5
Nord Est;Veneto;TV;F872;7,5;39,68
Nord Ovest;Lombardia;MI;F874;76,83;235,17
Centro;Lazio;RI;F876;0;1
Nord Ovest;Lombardia;CO;F877;6,5;33
Nord Ovest;Piemonte;BI;F878;6;9
Centro;Lazio;RM;F880;99,93;316,04
Sud;Puglia;LE;F881;3;11,5
Nord Est;Emilia-Romagna;PR;F882;21;23,67
Nord Ovest;Piemonte;CN;F883;0;1
Nord Ovest;Lombardia;BS;F884;10;8
Nord Ovest;Piemonte;NO;F886;0,5;9,3
Nord Ovest;Lombardia;LC;F887;14,55;36
Nord Ovest;Piemonte;TO;F889;208,17;476,8
Isole;Sicilia;CT;F890;6;29,42
Nord Ovest;Lombardia;PV;F891;2;1
Isole;Sicilia;EN;F892;14,64;37,57
Sud;Calabria;VV;F893;6;8,5
Nord Ovest;Piemonte;CN;F894;0;0
Nord Ovest;Piemonte;CN;F895;2;5
Nord Est;Friuli- Venezia Giulia;UD;F898;4;10
Isole;Sicilia;CL;F899;11,01;38,75
Isole;Sicilia;EN;F900;2,08;4,5
Isole;Sicilia;ME;F901;8,5;11
Nord Ovest;Piemonte;AT;F902;47;83,76
Nord Est;Veneto;VE;F904;8,83;161,61
Nord Ovest;Piemonte;TO;F906;2;0
Sud;Calabria;CS;F907;0;0
Sud;Abruzzo;PE;F908;2,25;2
Sud;Calabria;CZ;F910;6;11
Centro;Umbria;PG;F911;26,5;32,62
Sud;Campania;SA;F912;67,94;118,54
Sud;Campania;SA;F913;42,52;88,69
Nord Est;Emilia-Romagna;PR;F914;51,33;166,33
Sud;Puglia;BA;F915;44,75;70,61
Sud;Puglia;LE;F916;2;4,33
Sud;Basilicata;PZ;F917;1;0
Nord Est;Veneto;VR;F918;10,5;79,5
Nord Est;Veneto;VR;F921;2;37,5
Nord Est;Veneto;VI;F922;0;4,85
Sud;Puglia;BA;F923;37,68;95,47
Sud;Campania;NA;F924;36,55;142,71
Nord Ovest;Piemonte;TO;F925;9;52,5
Nord Ovest;Liguria;SV;F926;19,33;29
Nord Ovest;Piemonte;TO;F927;2;3
Nord Est;Emilia-Romagna;MO;F930;46,52;249,36
Nord Ovest;Piemonte;TO;F931;22,52;83,6
Nord Ovest;Piemonte;VB;F932;4,75;8
Isole;Sardegna;NU;F933;0;0
Isole;Sardegna;OR;F934;1;2
Centro;Umbria;PG;F935;21;11,75
Centro;Lazio;LT;F937;2;7
Nord Ovest;Lombardia;MI;F939;0;5,33
Nord Ovest;Lombardia;BG;F941;4,25;23,5
Sud;Abruzzo;TE;F942;11,66;12,75
Isole;Sicilia;SR;F943;35,25;59,45
Nord Ovest;Lombardia;MI;F944;96,76;251,56
Nord Ovest;Piemonte;TO;F948;0;3
Isole;Sicilia;ME;F951;3;3
Nord Ovest;Piemonte;NO;F952;565,19;1351,48
Nord Ovest;Lombardia;MI;F955;86,63;183,61
Nord Ovest;Lombardia;SO;F956;11,98;20,33
Nord Est;Veneto;VI;F957;3;14
Nord Ovest;Lombardia;CO;F958;3;12,5
Nord Est;Emilia-Romagna;RE;F960;33;156,99
Nord Ovest;Piemonte;CN;F961;4,5;4
Nord Est;Veneto;PD;F962;15;193,68
Nord Est;Veneto;VE;F963;9,6;74,02
Nord Est;Veneto;VI;F964;5;97,6
Nord Ovest;Piemonte;AL;F965;102,83;236,5
Nord Est;Emilia-Romagna;MO;F966;22,33;136,14
Sud;Campania;SA;F967;0;4
Nord Ovest;Lombardia;MI;F968;12;91
Sud;Puglia;LE;F970;5;15,58
Nord Ovest;Piemonte;CN;F972;0;3
Isole;Sardegna;OR;F974;0;0
Isole;Sardegna;SS;F975;1;4
Isole;Sardegna;SS;F976;0;1
Isole;Sardegna;SS;F977;0,33;4
Centro;Marche;AN;F978;8,22;99,32
Isole;Sardegna;NU;F979;49,13;97,61
Isole;Sardegna;OR;F980;1;1
Isole;Sardegna;NU;F981;0;0
Isole;Sardegna;NU;F982;0;0
Isole;Sardegna;CA;F983;1;1
Isole;Sardegna;OR;F985;0;0
Isole;Sardegna;NU;F986;0;0
Nord Ovest;Valle d'Aosta;AO;F987;9;26
