Area;Regione;prov;COD_COM;NTN_2017_Uffici;NTN_2017_Negozi_Lab;NTN_2017_Depositi_Comm_Autorimesse;NTN_2017_TCO_B04;NTN_2017_TCO_D02;NTN_2017_TCO_D05;NTN_2017_TCO_D08;NTN_2017_PRO;NTN_2017_AGR
"Isole";"Sardegna";"CA";"H739";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Isole";"Sicilia";"AG";"H743";0,000000;0,000000;8,250000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"PT";"H744";0,000000;1,000000;2,210000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Centro";"Lazio";"RM";"H745";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"H746";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"BA";"H749";0,000000;1,000000;10,330000;0,000000;0,000000;0,000000;0,000000;3,080000;0,000000
"Nord Ovest";"Lombardia";"SO";"H752";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H753";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,500000;0,000000
"Nord Ovest";"Piemonte";"CN";"H755";0,000000;1,000000;8,510000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"OR";"H756";1,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;3,000000
"Sud";"Puglia";"LE";"H757";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"H760";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"IM";"H763";0,000000;0,000000;4,000000;0,000000;2,000000;0,000000;1,000000;0,000000;0,000000
"Sud";"Campania";"BN";"H764";0,000000;1,500000;7,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Calabria";"CS";"H765";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"CA";"H766";0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"H767";0,000000;0,000000;0,670000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Est";"Veneto";"RO";"H768";1,000000;0,000000;2,000000;0,000000;0,000000;0,000000;1,000000;2,000000;1,000000
"Centro";"Marche";"AP";"H769";19,000000;35,010000;31,860000;0,000000;0,000000;0,000000;2,000000;9,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"H770";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MN";"H771";0,000000;5,000000;7,560000;0,000000;0,000000;0,000000;1,000000;0,000000;2,000000
"Sud";"Abruzzo ";"AQ";"H772";0,000000;0,000000;2,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Abruzzo ";"AQ";"H773";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H774";0,000000;0,000000;0,330000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H775";0,000000;0,000000;13,150000;0,000000;0,000000;0,000000;0,000000;2,500000;0,000000
"Nord Ovest";"Piemonte";"VB";"H777";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"AG";"H778";0,000000;1,000000;8,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"FR";"H779";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"IM";"H780";0,000000;0,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"TV";"H781";1,000000;4,000000;14,130000;0,000000;0,000000;0,000000;3,000000;2,000000;0,000000
"Sud";"Molise";"CB";"H782";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"H783";8,000000;18,500000;19,930000;0,000000;0,000000;0,000000;0,000000;5,000000;1,000000
"Sud";"Abruzzo ";"CH";"H784";0,000000;0,000000;3,060000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"VV";"H785";0,000000;0,000000;3,140000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H789";0,000000;0,000000;12,050000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Centro";"Toscana";"SI";"H790";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Centro";"Toscana";"FI";"H791";1,130000;2,500000;21,840000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Isole";"Sicilia";"CL";"H792";3,000000;11,500000;20,830000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Sud";"Puglia";"LE";"H793";0,000000;2,000000;3,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Emilia-Romagna";"MO";"H794";1,000000;1,000000;6,000000;0,000000;0,000000;0,000000;2,000000;3,000000;1,000000
"Sud";"Basilicata";"PZ";"H795";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"PZ";"H796";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"PA";"H797";0,000000;3,000000;7,200000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"H798";1,000000;1,580000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"H799";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Sud";"Campania";"SA";"H800";0,000000;3,340000;6,170000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Nord Est";"Emilia-Romagna";"RN";"H801";0,000000;0,000000;1,800000;0,000000;0,000000;0,000000;0,000000;3,050000;0,000000
"Nord Ovest";"Liguria";"GE";"H802";0,000000;1,000000;2,330000;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"H803";3,000000;8,000000;11,670000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H804";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"CT";"H805";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H806";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"VV";"H807";0,000000;0,000000;1,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"PZ";"H808";0,000000;1,000000;2,040000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"PS";"H809";0,000000;1,000000;0,330000;0,000000;0,000000;0,000000;0,000000;2,000000;1,500000
"Nord Ovest";"Piemonte";"AL";"H810";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"H811";0,000000;2,000000;10,500000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"H812";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"H814";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"H815";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"H816";4,000000;4,000000;6,500000;0,000000;0,000000;0,000000;0,000000;2,210000;0,000000
"Sud";"Calabria";"CS";"H818";0,000000;3,230000;4,670000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Abruzzo ";"AQ";"H819";0,000000;0,000000;1,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H820";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"BI";"H821";0,000000;0,000000;6,000000;0,000000;0,000000;0,000000;1,000000;4,000000;0,000000
"Sud";"Puglia";"BR";"H822";0,000000;3,000000;1,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VE";"H823";21,000000;21,510000;25,890000;0,000000;0,000000;0,000000;3,000000;19,330000;3,000000
"Centro";"Lazio";"FR";"H824";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H825";0,000000;0,000000;0,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"LE";"H826";0,330000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"H827";4,000000;13,500000;13,000000;0,000000;0,000000;1,000000;1,000000;6,000000;0,000000
"Nord Est";"Veneto";"VI";"H829";1,000000;2,950000;6,270000;0,000000;0,000000;0,000000;1,000000;3,060000;0,000000
"Nord Ovest";"Lombardia";"CO";"H830";0,000000;0,500000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"PZ";"H831";0,000000;0,000000;4,830000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Molise";"CB";"H833";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"H834";0,000000;4,000000;10,500000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Nord Est";"Emilia-Romagna";"MO";"H835";0,000000;1,000000;2,000000;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000
"Centro";"Lazio";"LT";"H836";0,000000;0,000000;4,860000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"H838";0,000000;2,000000;7,000000;0,000000;1,000000;0,000000;0,040000;2,000000;0,000000
"Sud";"Puglia";"FG";"H839";2,000000;6,500000;10,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CO";"H840";0,000000;1,030000;10,170000;0,000000;0,000000;0,000000;0,000000;0,100000;0,000000
"Sud";"Calabria";"CS";"H841";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"ME";"H842";0,000000;0,000000;9,330000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Veneto";"TV";"H843";0,000000;0,000000;5,370000;0,000000;0,000000;0,000000;10,000000;10,000000;0,000000
"Nord Ovest";"Lombardia";"LO";"H844";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CZ";"H846";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H847";0,000000;1,000000;4,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sardegna";"SS";"H848";0,000000;2,000000;2,250000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"ME";"H850";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"H851";0,000000;2,000000;5,000000;0,000000;0,000000;0,000000;2,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"CN";"H852";0,000000;0,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H855";0,000000;0,000000;8,830000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000
"Isole";"Sardegna";"CA";"H856";0,110000;4,860000;7,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Centro";"Umbria";"TR";"H857";0,000000;2,790000;1,080000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"H859";2,000000;0,000000;2,000000;0,000000;0,000000;0,000000;2,000000;1,000000;0,000000
"Sud";"Campania";"NA";"H860";1,000000;2,440000;10,310000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"VC";"H861";0,000000;0,000000;2,170000;0,000000;0,000000;0,000000;0,000000;2,000000;0,170000
"Nord Ovest";"Piemonte";"TO";"H862";0,000000;0,000000;9,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BS";"H865";1,000000;1,000000;3,000000;0,000000;0,000000;1,000000;1,000000;1,000000;0,000000
"Sud";"Molise";"CB";"H867";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"SO";"H868";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MN";"H870";0,000000;0,000000;7,000000;0,000000;0,000000;0,000000;1,000000;1,000000;0,000000
"Nord Ovest";"Lombardia";"VA";"H872";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H873";0,000000;1,000000;9,330000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Centro";"Toscana";"SI";"H875";0,000000;3,000000;11,050000;0,000000;0,000000;0,000000;1,000000;4,000000;0,000000
"Centro";"Marche";"MC";"H876";0,000000;1,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;2,000000
"Sud";"Calabria";"CS";"H877";0,000000;0,000000;0,200000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"H878";0,000000;0,500000;1,330000;0,000000;0,000000;0,000000;0,000000;0,000000;0,080000
"Centro";"Lazio";"FR";"H880";0,000000;0,500000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H881";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"TA";"H882";0,000000;3,500000;10,330000;0,000000;0,000000;0,000000;1,000000;2,000000;0,000000
"Nord Ovest";"Lombardia";"MN";"H883";3,000000;6,000000;11,500000;0,000000;0,000000;0,000000;0,000000;6,030000;2,000000
"Nord Ovest";"Lombardia";"MI";"H884";0,000000;4,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"PV";"H885";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"PC";"H887";1,000000;3,000000;5,000000;0,000000;0,000000;0,000000;1,000000;3,000000;5,000000
"Sud";"Basilicata";"MT";"H888";0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"RC";"H889";0,000000;1,000000;0,150000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H890";1,000000;2,000000;7,170000;0,000000;0,000000;0,000000;0,000000;2,000000;2,000000
"Nord Est";"Friuli- Venezia Giulia";"PN";"H891";0,000000;0,000000;8,980000;0,000000;0,000000;0,000000;0,000000;0,000000;0,330000
"Sud";"Campania";"NA";"H892";1,000000;29,670000;14,780000;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000
"Nord Est";"Veneto";"PD";"H893";0,000000;2,940000;5,830000;0,000000;0,000000;0,000000;0,000000;7,000000;0,000000
"Sud";"Campania";"BN";"H894";0,000000;8,000000;7,500000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"H895";2,000000;7,000000;8,000000;0,000000;0,000000;0,000000;2,000000;4,050000;1,000000
"Nord Est";"Emilia-Romagna";"BO";"H896";3,000000;6,000000;2,000000;0,000000;0,000000;0,000000;0,000000;6,000000;3,000000
"Nord Est";"Veneto";"PD";"H897";0,000000;4,000000;3,500000;0,000000;0,000000;0,000000;1,000000;0,000000;0,000000
"Sud";"Campania";"BN";"H898";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;1,000000;1,900000
"Nord Ovest";"Piemonte";"AT";"H899";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H900";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"AR";"H901";3,080000;9,500000;4,760000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"RC";"H903";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"H906";0,000000;2,000000;6,330000;0,000000;0,000000;0,000000;2,000000;11,000000;2,000000
"Sud";"Campania";"SA";"H907";0,000000;1,000000;5,910000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"BG";"H910";0,000000;2,000000;7,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MN";"H912";0,000000;1,670000;4,920000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"VT";"H913";0,000000;0,000000;5,170000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"AG";"H914";0,000000;1,000000;15,200000;0,000000;0,000000;0,000000;0,000000;2,000000;4,000000
"Nord Est";"Veneto";"VR";"H916";1,000000;4,000000;17,830000;0,000000;0,000000;0,000000;2,000000;0,000000;1,000000
"Centro";"Lazio";"FR";"H917";0,000000;1,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"H918";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H919";1,500000;3,500000;32,590000;0,000000;1,000000;0,000000;1,000000;0,000000;0,000000
"Sud";"Molise";"CB";"H920";0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Emilia-Romagna";"RN";"H921";3,000000;6,000000;6,750000;0,000000;0,000000;0,000000;0,000000;6,000000;0,000000
"Isole";"Sicilia";"CT";"H922";2,000000;10,000000;17,500000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Sud";"Abruzzo ";"CH";"H923";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"H924";8,000000;21,760000;26,610000;0,000000;0,000000;0,000000;6,000000;13,000000;0,000000
"Sud";"Puglia";"FG";"H926";2,000000;5,000000;37,640000;0,000000;0,000000;0,000000;0,000000;1,000000;2,000000
"Sud";"Molise";"CB";"H928";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"H929";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"MI";"H930";4,000000;17,000000;13,500000;0,000000;0,000000;0,000000;6,000000;28,030000;1,000000
"Sud";"Campania";"NA";"H931";1,000000;11,750000;20,720000;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"PA";"H933";0,000000;2,000000;10,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Umbria";"PG";"H935";0,000000;3,670000;10,170000;0,000000;0,000000;0,000000;0,000000;4,000000;1,000000
"Nord Ovest";"Piemonte";"TO";"H936";0,000000;0,000000;6,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Toscana";"FI";"H937";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"BL";"H938";0,000000;0,500000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"CE";"H939";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Isole";"Sicilia";"CT";"H940";1,000000;1,000000;19,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"VV";"H941";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Centro";"Lazio";"RM";"H942";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"SA";"H943";0,000000;1,000000;6,510000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"H944";0,670000;4,000000;3,330000;0,000000;0,000000;0,000000;0,000000;3,000000;0,000000
"Nord Est";"Emilia-Romagna";"BO";"H945";6,000000;16,550000;14,170000;0,000000;0,000000;0,000000;2,000000;6,080000;1,000000
"Centro";"Marche";"PS";"H949";0,000000;1,000000;4,670000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"H951";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"H953";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"H955";0,000000;0,000000;0,250000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"IM";"H957";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Marche";"PS";"H958";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Calabria";"RC";"H959";0,000000;0,000000;0,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H961";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H962";2,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"H967";0,000000;0,000000;2,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Centro";"Lazio";"VT";"H969";0,000000;1,000000;3,990000;0,000000;0,000000;0,000000;0,000000;0,000000;0,670000
"Sud";"Calabria";"RC";"H970";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H971";0,000000;0,000000;3,000000;0,000000;0,000000;1,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"H973";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Isole";"Sardegna";"CA";"H974";2,000000;2,000000;2,000000;0,000000;0,000000;0,000000;1,000000;0,000000;7,000000
"Sud";"Campania";"AV";"H975";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Calabria";"CZ";"H976";0,000000;2,000000;2,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"SA";"H977";0,000000;2,000000;1,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Campania";"CE";"H978";0,000000;3,670000;3,420000;0,000000;0,000000;0,000000;0,250000;0,000000;0,000000
"Centro";"Marche";"AN";"H979";0,000000;0,500000;1,760000;0,000000;0,000000;0,000000;1,000000;1,000000;1,000000
"Sud";"Calabria";"CS";"H981";0,000000;1,000000;9,000000;0,000000;0,000000;0,000000;0,000000;3,000000;1,000000
"Isole";"Sicilia";"ME";"H982";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"BN";"H984";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Sud";"Puglia";"FG";"H985";0,000000;4,000000;15,310000;0,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Sud";"Puglia";"FG";"H986";0,000000;1,240000;1,080000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"H987";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Molise";"CB";"H990";0,000000;0,000000;3,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Abruzzo ";"CH";"H991";0,000000;0,000000;4,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Calabria";"CS";"H992";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Basilicata";"PZ";"H994";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"RO";"H996";0,000000;0,000000;2,000000;0,000000;0,000000;0,000000;0,000000;4,000000;2,000000
"Nord Ovest";"Piemonte";"TO";"H997";0,000000;0,000000;11,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Friuli- Venezia Giulia";"PN";"H999";1,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;1,000000;0,000000
"Sud";"Campania";"BN";"I002";0,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"VR";"I003";15,500000;12,660000;30,630000;0,000000;0,000000;0,000000;5,000000;9,000000;7,000000
"Nord Ovest";"Lombardia";"MN";"I005";0,000000;0,000000;5,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Lombardia";"CR";"I007";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Est";"Veneto";"PD";"I008";2,000000;1,000000;5,000000;0,000000;0,000000;0,000000;1,000000;3,000000;0,000000
"Nord Est";"Emilia-Romagna";"RE";"I011";0,350000;6,000000;7,670000;0,000000;0,000000;0,000000;0,000000;6,000000;1,500000
"Nord Ovest";"Lombardia";"LO";"I012";0,000000;2,000000;2,000000;0,000000;0,000000;0,000000;2,000000;1,260000;0,000000
"Nord Ovest";"Lombardia";"PV";"I014";1,670000;1,000000;4,000000;0,000000;0,000000;0,000000;0,000000;4,130000;0,000000
"Sud";"Campania";"AV";"I016";0,000000;2,000000;3,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"AT";"I017";1,000000;0,000000;1,000000;0,000000;0,000000;0,000000;0,000000;5,000000;1,000000
"Sud";"Puglia";"TA";"I018";0,000000;2,000000;4,300000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"SA";"I019";0,830000;1,000000;5,000000;0,000000;0,000000;0,000000;0,000000;2,090000;0,000000
"Sud";"Molise";"CB";"I023";0,000000;0,010000;2,000000;0,000000;0,000000;0,000000;0,000000;2,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"I024";2,000000;4,000000;8,000000;0,000000;0,000000;0,000000;0,000000;4,000000;0,000000
