Area;Regione;prov;2017_CodCom;NTN 2017 fino a 50 mq;NTN  2017 50 -| 85 mq;NTN  2017 85 -| 115 mq;NTN  2017 115 -| 145 mq;NTN   2017 oltre 145 mq;NTN 2017
"Centro";"Lazio";"RM";"H267";1,000000;10,000000;12,500000;13,750000;17,500000;54,750000
"Sud";"Campania";"CE";"H268";1,000000;2,000000;5,000000;4,000000;2,000000;14,000000
"Isole";"Sicilia";"AG";"H269";20,000000;32,550000;36,830000;19,500000;16,520000;125,400000
"Nord Ovest";"Piemonte";"TO";"H270";2,000000;3,000000;1,500000;1,000000;1,000000;8,500000
"Sud";"Calabria";"VV";"H271";3,500000;15,500000;12,750000;4,500000;10,000000;46,250000
"Nord Ovest";"Piemonte";"AL";"H272";0,000000;2,000000;0,000000;0,000000;4,500000;6,500000
"Sud";"Molise";"CB";"H273";0,000000;4,790000;5,000000;0,330000;3,060000;13,180000
"Nord Est";"Emilia-Romagna";"RN";"H274";20,240000;163,090000;103,290000;38,300000;34,810000;359,730000
"Nord Ovest";"Liguria";"SP";"H275";4,630000;14,000000;7,000000;6,000000;3,000000;34,630000
"Nord Ovest";"Lombardia";"CR";"H276";0,000000;0,000000;0,000000;7,000000;2,000000;9,000000
"Sud";"Campania";"SA";"H277";0,000000;0,000000;0,000000;2,000000;0,000000;2,000000
"Nord Est";"Veneto";"TV";"H280";5,220000;22,000000;10,000000;10,500000;21,030000;68,750000
"Isole";"Sicilia";"CL";"H281";21,690000;21,080000;21,630000;18,330000;10,000000;92,730000
"Centro";"Lazio";"RI";"H282";15,670000;64,890000;84,610000;70,510000;56,130000;291,810000
"Nord Ovest";"Piemonte";"CN";"H285";2,000000;2,000000;0,000000;2,000000;1,000000;7,000000
"Centro";"Toscana";"FI";"H286";0,000000;22,000000;15,000000;13,000000;23,000000;73,000000
"Sud";"Puglia";"FG";"H287";3,000000;0,000000;2,000000;1,000000;2,000000;8,000000
"Centro";"Lazio";"RM";"H288";17,000000;43,500000;24,000000;14,000000;15,500000;114,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"H289";2,000000;1,000000;0,000000;1,000000;3,000000;7,000000
"Nord Ovest";"Piemonte";"VC";"H291";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Piemonte";"VC";"H292";1,000000;3,000000;2,000000;0,000000;0,000000;6,000000
"Nord Ovest";"Piemonte";"VC";"H293";0,000000;2,000000;0,000000;1,000000;0,000000;3,000000
"Nord Est";"Emilia-Romagna";"RN";"H294";132,280000;450,070000;402,650000;165,810000;96,810000;1247,620000
"Centro";"Toscana";"LI";"H297";18,000000;7,780000;1,500000;1,500000;2,000000;30,780000
"Nord Est";"Emilia-Romagna";"RE";"H298";2,000000;16,000000;14,060000;8,000000;6,500000;46,560000
"Centro";"Lazio";"RM";"H300";0,000000;3,330000;2,740000;0,000000;0,000000;6,070000
"Isole";"Sardegna";"OR";"H301";6,000000;1,000000;2,600000;2,500000;3,470000;15,570000
"Nord Est";"Emilia-Romagna";"RA";"H302";1,000000;10,170000;7,760000;2,670000;24,380000;45,980000
"Nord Est";"Emilia-Romagna";"MO";"H303";4,080000;7,000000;3,000000;4,000000;2,250000;20,330000
"Nord Ovest";"Liguria";"SP";"H304";4,000000;16,500000;4,000000;3,330000;0,000000;27,830000
"Centro";"Toscana";"LI";"H305";19,000000;17,060000;6,500000;2,000000;1,000000;45,560000
"Sud";"Basilicata";"PZ";"H307";3,000000;16,500000;18,000000;16,400000;22,000000;75,900000
"Sud";"Molise";"IS";"H308";0,000000;0,000000;1,000000;1,000000;1,000000;3,000000
"Sud";"Molise";"CB";"H311";0,000000;2,000000;0,000000;1,000000;1,000000;4,000000
"Sud";"Basilicata";"PZ";"H312";3,000000;4,890000;1,670000;2,000000;1,000000;12,560000
"Sud";"Molise";"CB";"H313";2,000000;4,000000;5,000000;3,000000;2,000000;16,000000
"Nord Ovest";"Lombardia";"CR";"H314";0,000000;0,000000;3,000000;2,500000;1,830000;7,330000
"Nord Ovest";"Lombardia";"CR";"H315";1,000000;7,000000;6,670000;7,000000;11,720000;33,390000
"Nord Ovest";"Lombardia";"CR";"H316";0,000000;0,000000;0,000000;0,060000;0,070000;0,130000
"Centro";"Toscana";"PI";"H319";4,000000;8,500000;7,000000;2,000000;5,000000;26,500000
"Sud";"Abruzzo ";"CH";"H320";0,000000;2,000000;4,000000;4,750000;7,000000;17,750000
"Centro";"Marche";"AP";"H321";1,000000;1,000000;5,290000;3,000000;3,750000;14,040000
"Centro";"Marche";"MC";"H323";1,000000;0,000000;1,000000;0,940000;1,000000;3,940000
"Centro";"Lazio";"FR";"H324";0,000000;1,000000;1,000000;3,500000;5,250000;10,750000
"Isole";"Sicilia";"CT";"H325";6,700000;20,000000;28,940000;27,830000;22,000000;105,470000
"Nord Ovest";"Piemonte";"CN";"H326";0,000000;0,000000;0,000000;1,000000;2,000000;3,000000
"Nord Est";"Veneto";"BL";"H327";1,000000;1,000000;0,500000;2,000000;2,000000;6,500000
"Nord Ovest";"Liguria";"IM";"H328";13,680000;28,780000;4,000000;2,000000;0,000000;48,460000
"Nord Ovest";"Piemonte";"VC";"H329";3,000000;6,080000;6,250000;2,000000;2,000000;19,330000
"Nord Ovest";"Lombardia";"BG";"H331";1,000000;17,000000;2,000000;3,000000;5,000000;28,000000
"Nord Ovest";"Piemonte";"TO";"H333";0,000000;2,000000;1,000000;1,000000;1,300000;5,300000
"Nord Ovest";"Piemonte";"AL";"H334";0,000000;0,000000;4,000000;1,000000;4,000000;9,000000
"Nord Ovest";"Piemonte";"TO";"H335";5,000000;76,000000;76,350000;30,300000;54,720000;242,370000
"Nord Ovest";"Lombardia";"PV";"H336";6,000000;13,500000;10,500000;10,000000;13,500000;53,500000
"Nord Ovest";"Piemonte";"TO";"H337";3,000000;23,000000;11,830000;7,500000;15,160000;60,490000
"Nord Ovest";"Piemonte";"TO";"H338";0,000000;1,000000;7,000000;3,000000;7,000000;18,000000
"Nord Ovest";"Piemonte";"TO";"H340";6,330000;42,170000;35,830000;19,000000;21,000000;124,330000
"Nord Ovest";"Lombardia";"CR";"H341";1,000000;0,000000;2,000000;0,000000;4,000000;7,000000
"Nord Ovest";"Lombardia";"MN";"H342";0,000000;1,410000;1,900000;4,820000;4,500000;12,630000
"Nord Ovest";"Piemonte";"AL";"H343";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"TO";"H344";0,000000;0,000000;4,000000;1,000000;8,000000;13,000000
"Nord Ovest";"Piemonte";"VC";"H346";0,000000;0,000000;3,000000;0,000000;1,000000;4,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"H347";0,000000;2,000000;1,500000;3,000000;15,000000;21,500000
"Sud";"Basilicata";"PZ";"H348";0,000000;2,000000;0,500000;1,000000;1,500000;5,000000
"Nord Est";"Emilia-Romagna";"PC";"H350";0,000000;13,000000;18,900000;13,900000;19,930000;65,730000
"Sud";"Abruzzo ";"AQ";"H353";20,510000;30,000000;12,000000;2,000000;0,000000;64,510000
"Centro";"Lazio";"RI";"H354";1,000000;2,000000;0,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Piemonte";"TO";"H355";19,020000;250,890000;223,500000;54,100000;88,440000;635,950000
"Nord Est";"Veneto";"VR";"H356";0,000000;4,250000;2,000000;2,250000;1,500000;10,000000
"Nord Ovest";"Lombardia";"CR";"H357";0,250000;27,390000;29,800000;20,000000;15,750000;93,190000
"Sud";"Calabria";"RC";"H359";0,000000;6,000000;2,000000;3,000000;6,000000;17,000000
"Nord Est";"Emilia-Romagna";"FE";"H360";1,000000;3,000000;6,500000;3,500000;7,000000;21,000000
"Nord Est";"Veneto";"VI";"H361";25,800000;83,310000;31,230000;1,550000;14,480000;156,370000
"Nord Ovest";"Piemonte";"CN";"H362";6,000000;1,000000;1,000000;0,000000;0,000000;8,000000
"Nord Ovest";"Piemonte";"CN";"H363";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Nord Ovest";"Piemonte";"VC";"H364";0,000000;1,670000;2,000000;0,670000;5,000000;9,340000
"Nord Ovest";"Piemonte";"VC";"H365";0,000000;2,400000;1,000000;1,000000;5,330000;9,730000
"Nord Ovest";"Piemonte";"AT";"H366";0,000000;0,000000;0,000000;1,000000;0,000000;1,000000
"Nord Ovest";"Piemonte";"TO";"H367";0,170000;2,000000;8,000000;7,000000;11,000000;28,170000
"Nord Ovest";"Lombardia";"PV";"H369";0,000000;15,500000;12,500000;13,500000;13,500000;55,000000
"Nord Ovest";"Lombardia";"MI";"H371";0,000000;13,000000;6,000000;4,000000;16,500000;39,500000
"Nord Ovest";"Lombardia";"CR";"H372";0,000000;1,000000;1,000000;4,890000;7,500000;14,390000
"Nord Ovest";"Lombardia";"MI";"H373";3,000000;26,900000;11,700000;5,000000;14,000000;60,600000
"Nord Ovest";"Lombardia";"PV";"H375";0,000000;0,000000;1,000000;2,000000;5,000000;8,000000
"Nord Ovest";"Piemonte";"AT";"H376";0,000000;0,000000;1,000000;0,000000;1,000000;2,000000
"Nord Ovest";"Piemonte";"CN";"H377";3,750000;6,420000;3,170000;2,000000;2,500000;17,840000
"Nord Ovest";"Piemonte";"CN";"H378";20,000000;12,670000;0,000000;0,000000;1,000000;33,670000
"Nord Est";"Veneto";"BL";"H379";2,000000;12,000000;3,830000;2,000000;9,070000;28,900000
"Isole";"Sicilia";"ME";"H380";0,000000;2,000000;0,860000;1,000000;1,000000;4,860000
"Sud";"Campania";"AV";"H382";5,840000;5,670000;3,000000;1,070000;14,000000;29,580000
"Sud";"Calabria";"KR";"H383";0,000000;0,000000;1,000000;0,000000;1,000000;2,000000
"Nord Est";"Emilia-Romagna";"PR";"H384";0,000000;3,000000;3,000000;2,000000;5,860000;13,860000
"Nord Ovest";"Piemonte";"CN";"H385";3,000000;4,500000;4,750000;1,000000;6,000000;19,250000
"Nord Ovest";"Piemonte";"TO";"H386";3,940000;5,000000;7,500000;2,000000;1,000000;19,440000
"Centro";"Lazio";"RM";"H387";4,000000;2,000000;0,000000;0,000000;0,000000;6,000000
"Sud";"Abruzzo ";"AQ";"H389";0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Centro";"Marche";"AP";"H390";0,000000;1,000000;1,000000;2,000000;1,500000;5,500000
"Nord Ovest";"Piemonte";"CN";"H391";0,000000;0,000000;1,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Piemonte";"AT";"H392";0,000000;0,000000;1,000000;0,500000;5,750000;7,250000
"Centro";"Lazio";"FR";"H393";0,000000;1,500000;0,000000;1,000000;2,000000;4,500000
"Sud";"Campania";"SA";"H394";0,000000;3,780000;5,890000;5,500000;4,000000;19,170000
"Nord Ovest";"Piemonte";"CN";"H395";0,000000;3,000000;2,000000;1,000000;3,830000;9,830000
"Nord Ovest";"Lombardia";"PV";"H396";0,000000;0,000000;0,000000;0,000000;2,000000;2,000000
"Sud";"Campania";"CE";"H398";3,000000;4,000000;1,000000;0,000000;6,000000;14,000000
"Sud";"Abruzzo ";"AQ";"H399";2,000000;8,000000;3,500000;1,000000;0,000000;14,500000
"Sud";"Abruzzo ";"AQ";"H400";3,840000;10,600000;3,000000;1,000000;1,000000;19,440000
"Centro";"Lazio";"RM";"H401";2,500000;1,000000;1,000000;0,000000;0,000000;4,500000
"Sud";"Abruzzo ";"AQ";"H402";14,500000;36,880000;11,970000;4,000000;3,000000;70,350000
"Sud";"Calabria";"KR";"H403";0,000000;2,170000;0,000000;1,000000;3,170000;6,340000
"Centro";"Lazio";"RM";"H404";11,670000;38,250000;42,110000;21,000000;14,800000;127,830000
"Isole";"Sicilia";"ME";"H405";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"H406";1,000000;0,000000;1,000000;0,000000;0,000000;2,000000
"Nord Ovest";"Piemonte";"CN";"H407";11,000000;5,950000;5,500000;1,610000;3,000000;27,060000
"Sud";"Calabria";"RC";"H408";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"TA";"H409";1,000000;2,500000;3,750000;4,000000;2,670000;13,920000
"Nord Ovest";"Lombardia";"BS";"H410";1,000000;4,000000;11,660000;9,160000;8,000000;33,820000
"Centro";"Lazio";"RM";"H411";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Campania";"SA";"H412";1,000000;0,000000;2,500000;3,000000;0,000000;6,500000
"Centro";"Lazio";"LT";"H413";7,000000;4,000000;4,410000;2,000000;0,000000;17,410000
"Nord Ovest";"Piemonte";"AL";"H414";0,670000;4,000000;4,000000;0,000000;6,000000;14,670000
"Sud";"Calabria";"CS";"H416";3,220000;26,330000;23,500000;1,500000;3,000000;57,550000
"Centro";"Toscana";"GR";"H417";0,000000;4,000000;1,000000;3,000000;3,000000;11,000000
"Isole";"Sicilia";"ME";"H418";6,000000;17,000000;10,310000;1,670000;2,000000;36,980000
"Sud";"Molise";"IS";"H420";0,000000;2,000000;0,000000;0,000000;1,260000;3,260000
"Centro";"Lazio";"LT";"H421";1,500000;3,000000;2,000000;1,000000;1,670000;9,170000
"Isole";"Sicilia";"PA";"H422";1,000000;3,000000;2,000000;0,000000;1,000000;7,000000
"Sud";"Campania";"CE";"H423";0,000000;5,000000;4,670000;1,000000;6,500000;17,170000
"Sud";"Abruzzo ";"CH";"H424";0,000000;0,000000;0,000000;1,000000;2,000000;3,000000
"Sud";"Abruzzo ";"PE";"H425";0,000000;0,000000;0,000000;0,000000;1,000000;1,000000
"Sud";"Basilicata";"PZ";"H426";3,340000;1,000000;4,000000;0,000000;1,000000;9,340000
"Centro";"Lazio";"RI";"H427";1,830000;1,330000;0,000000;2,000000;0,670000;5,830000
"Isole";"Sicilia";"PA";"H428";0,000000;4,000000;0,000000;1,000000;1,000000;6,000000
"Sud";"Abruzzo ";"AQ";"H429";1,000000;2,000000;1,000000;0,000000;0,000000;4,000000
"Sud";"Campania";"SA";"H431";1,580000;4,000000;11,470000;12,820000;16,370000;46,240000
"Centro";"Lazio";"RM";"H432";8,580000;24,080000;16,000000;4,840000;32,830000;86,330000
"Sud";"Campania";"NA";"H433";3,000000;3,000000;2,000000;5,170000;9,000000;22,170000
"Sud";"Abruzzo ";"AQ";"H434";22,020000;48,700000;12,700000;4,020000;0,000000;87,440000
"Sud";"Campania";"CE";"H436";2,830000;0,000000;1,000000;2,000000;1,910000;7,740000
"Nord Est";"Emilia-Romagna";"FO";"H437";3,000000;3,000000;4,000000;4,670000;0,000000;14,670000
"Sud";"Campania";"AV";"H438";0,000000;0,000000;1,830000;1,330000;0,000000;3,160000
"Sud";"Abruzzo ";"CH";"H439";1,000000;6,000000;4,000000;1,000000;4,000000;16,000000
"Sud";"Abruzzo ";"TE";"H440";1,000000;0,000000;0,000000;0,000000;0,000000;1,000000
"Centro";"Lazio";"RM";"H441";0,000000;1,000000;2,330000;2,170000;0,000000;5,500000
"Sud";"Abruzzo ";"CH";"H442";0,000000;2,000000;0,000000;0,000000;1,000000;3,000000
"Centro";"Lazio";"FR";"H443";3,000000;2,220000;7,170000;5,810000;10,500000;28,700000
"Centro";"Lazio";"LT";"H444";0,000000;1,000000;0,000000;0,000000;1,000000;2,000000
"Sud";"Molise";"IS";"H445";0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Centro";"Lazio";"RI";"H446";7,000000;4,500000;2,220000;1,250000;4,720000;19,690000
"Nord Ovest";"Piemonte";"CN";"H447";0,000000;2,000000;2,000000;3,000000;2,000000;9,000000
"Sud";"Abruzzo ";"CH";"H448";0,000000;2,000000;0,000000;3,000000;0,000000;5,000000
"Centro";"Toscana";"GR";"H449";3,000000;20,840000;11,500000;9,500000;14,670000;59,510000
"Nord Ovest";"Lombardia";"PV";"H450";0,000000;2,000000;0,000000;1,000000;3,000000;6,000000
"Nord Ovest";"Piemonte";"AT";"H451";0,000000;0,000000;1,000000;2,000000;3,500000;6,500000
"Nord Ovest";"Liguria";"SV";"H452";0,000000;1,000000;1,000000;0,000000;3,000000;5,000000
"Nord Ovest";"Piemonte";"CN";"H453";5,000000;8,390000;12,390000;3,500000;4,000000;33,280000
"Sud";"Molise";"CB";"H454";0,000000;1,000000;1,000000;0,000000;0,000000;2,000000
"Isole";"Sicilia";"ME";"H455";0,000000;1,330000;1,000000;0,000000;0,670000;3,000000
"Sud";"Calabria";"RC";"H456";6,670000;10,500000;5,500000;8,000000;7,280000;37,950000
"Sud";"Molise";"IS";"H458";0,000000;3,000000;0,000000;0,000000;0,000000;3,000000
"Sud";"Campania";"CE";"H459";3,000000;3,000000;0,000000;0,000000;0,000000;6,000000
"Nord Ovest";"Liguria";"IM";"H460";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Liguria";"SP";"H461";3,000000;2,000000;0,000000;2,000000;3,000000;10,000000
"Nord Ovest";"Piemonte";"CN";"H462";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Nord Ovest";"Piemonte";"AL";"H465";0,000000;2,000000;1,000000;1,000000;1,000000;5,000000
"Nord Ovest";"Piemonte";"AT";"H466";0,000000;1,000000;0,000000;1,000000;3,000000;5,000000
"Sud";"Puglia";"FG";"H467";3,000000;7,670000;0,000000;6,920000;1,000000;18,590000
"Nord Ovest";"Piemonte";"AT";"H468";1,000000;7,000000;2,000000;1,000000;9,000000;20,000000
"Nord Ovest";"Lombardia";"MI";"H470";0,000000;5,500000;14,500000;8,550000;5,000000;33,550000
"Nord Ovest";"Piemonte";"CN";"H472";0,000000;1,000000;0,000000;1,000000;4,000000;6,000000
"Nord Ovest";"Piemonte";"CN";"H473";1,070000;4,000000;1,000000;2,500000;5,000000;13,570000
"Nord Ovest";"Piemonte";"CN";"H474";0,000000;0,000000;0,000000;1,000000;4,500000;5,500000
"Nord Ovest";"Lombardia";"BS";"H477";5,000000;32,400000;29,500000;25,260000;32,500000;124,660000
"Nord Ovest";"Lombardia";"CO";"H478";0,000000;1,000000;1,000000;2,000000;3,250000;7,250000
"Isole";"Sicilia";"ME";"H479";1,000000;0,000000;3,000000;1,830000;4,000000;9,830000
"Sud";"Puglia";"FG";"H480";15,970000;31,740000;6,770000;7,000000;2,000000;63,480000
"Nord Ovest";"Lombardia";"MN";"H481";1,000000;9,000000;15,450000;7,000000;14,500000;46,950000
"Nord Ovest";"Lombardia";"BS";"H484";2,000000;10,500000;13,000000;3,000000;7,170000;35,670000
"Sud";"Campania";"SA";"H485";0,000000;1,130000;0,000000;1,000000;1,630000;3,760000
"Nord Ovest";"Lombardia";"LC";"H486";4,000000;6,000000;8,600000;5,000000;4,170000;27,770000
"Sud";"Calabria";"CS";"H488";3,000000;3,000000;5,000000;5,000000;8,000000;24,000000
"Sud";"Calabria";"RC";"H489";0,000000;4,000000;1,000000;1,000000;0,000000;6,000000
"Sud";"Calabria";"CS";"H490";0,830000;3,000000;7,000000;5,730000;6,000000;22,560000
"Nord Ovest";"Lombardia";"PV";"H491";0,000000;3,000000;2,500000;4,000000;0,000000;9,500000
"Nord Ovest";"Lombardia";"BG";"H492";3,000000;11,000000;8,000000;3,330000;7,000000;32,330000
"Nord Ovest";"Lombardia";"SO";"H493";0,000000;1,000000;1,000000;1,500000;2,200000;5,700000
"Centro";"Lazio";"RM";"H494";0,800000;1,800000;1,000000;0,000000;0,000000;3,600000
"Sud";"Abruzzo ";"CH";"H495";0,000000;0,000000;1,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Valle d'Aosta";"AO";"H497";3,500000;3,000000;1,000000;1,000000;1,000000;9,500000
"Nord Ovest";"Piemonte";"TO";"H498";0,000000;2,000000;0,500000;5,000000;12,000000;19,500000
"Nord Est";"Emilia-Romagna";"RE";"H500";0,000000;0,500000;8,670000;4,000000;9,000000;22,170000
"Centro";"Lazio";"RM";"H501";2947,120000;12907,110000;8521,440000;3833,060000;2955,940000;31164,670000
"Nord Ovest";"Piemonte";"NO";"H502";3,000000;3,250000;10,000000;4,000000;9,500000;29,750000
"Sud";"Campania";"SA";"H503";0,000000;3,000000;0,000000;0,000000;0,110000;3,110000
"Nord Ovest";"Lombardia";"PV";"H505";1,000000;4,750000;4,250000;3,000000;1,670000;14,670000
"Isole";"Sardegna";"SS";"H507";0,000000;0,000000;0,000000;1,000000;2,000000;3,000000
"Nord Ovest";"Lombardia";"CR";"H508";1,000000;10,000000;6,500000;12,830000;9,000000;39,330000
"Nord Ovest";"Lombardia";"BG";"H509";8,160000;59,250000;81,570000;66,720000;33,170000;248,870000
"Nord Ovest";"Piemonte";"TO";"H511";2,000000;4,250000;5,000000;5,170000;7,170000;23,590000
"Nord Est";"Veneto";"VI";"H512";3,000000;24,000000;31,330000;19,000000;39,560000;116,890000
"Sud";"Calabria";"VV";"H516";1,000000;1,000000;2,000000;2,250000;3,000000;9,250000
"Nord Ovest";"Piemonte";"NO";"H518";0,000000;18,950000;12,500000;13,000000;6,500000;50,950000
"Isole";"Sicilia";"ME";"H519";2,000000;25,610000;23,500000;8,000000;4,170000;63,280000
"Nord Ovest";"Lombardia";"CO";"H521";0,000000;3,750000;7,500000;4,000000;2,000000;17,250000
"Nord Est";"Veneto";"VR";"H522";1,000000;4,500000;9,000000;8,670000;11,820000;34,990000
"Nord Est";"Veneto";"TV";"H523";0,000000;38,000000;38,500000;27,000000;35,820000;139,320000
"Nord Ovest";"Lombardia";"BS";"H525";2,000000;22,900000;18,830000;8,000000;13,880000;65,610000
"Nord Ovest";"Lombardia";"PV";"H527";1,000000;6,500000;2,500000;6,500000;1,000000;17,500000
"Nord Ovest";"Lombardia";"MI";"H529";2,000000;48,000000;20,000000;32,000000;7,000000;109,000000
"Nord Est";"Friuli- Venezia Giulia";"UD";"H533";1,000000;3,000000;5,000000;0,000000;5,500000;14,500000
"Centro";"Lazio";"VT";"H534";8,000000;30,080000;29,600000;18,500000;18,250000;104,430000
"Nord Ovest";"Lombardia";"BG";"H535";4,000000;6,090000;4,000000;2,170000;1,000000;17,260000
"Nord Ovest";"Liguria";"GE";"H536";1,000000;6,000000;14,500000;7,500000;2,000000;31,000000
"Nord Ovest";"Lombardia";"MI";"H537";1,000000;14,650000;18,000000;4,000000;4,000000;41,650000
"Nord Ovest";"Piemonte";"BI";"H538";0,000000;2,000000;4,000000;1,000000;6,000000;13,000000
"Nord Ovest";"Piemonte";"TO";"H539";3,000000;3,330000;2,000000;0,000000;0,000000;8,330000
"Nord Est";"Veneto";"VR";"H540";0,000000;10,000000;9,000000;10,220000;22,940000;52,160000
"Nord Ovest";"Lombardia";"MN";"H541";2,000000;11,000000;3,000000;11,500000;24,070000;51,570000
"Nord Est";"Emilia-Romagna";"FO";"H542";2,000000;3,000000;10,500000;8,000000;6,000000;29,500000
"Nord Ovest";"Lombardia";"BG";"H544";1,000000;6,000000;3,000000;1,000000;2,000000;13,000000
"Nord Ovest";"Liguria";"GE";"H546";0,000000;1,000000;0,000000;0,000000;0,000000;1,000000
"Nord Ovest";"Piemonte";"TO";"H547";1,000000;5,000000;2,000000;6,000000;10,500000;24,500000
"Nord Ovest";"Piemonte";"VC";"H549";0,000000;0,000000;2,000000;0,170000;2,000000;4,170000
"Nord Ovest";"Piemonte";"BI";"H553";0,000000;2,000000;0,000000;2,000000;5,000000;9,000000
"Nord Ovest";"Piemonte";"TO";"H554";2,000000;2,000000;2,000000;1,000000;3,000000;10,000000
"Nord Ovest";"Piemonte";"TO";"H555";8,000000;8,000000;4,000000;1,000000;3,500000;24,500000
"Nord Est";"Veneto";"VI";"H556";2,220000;11,280000;17,330000;17,000000;38,940000;86,770000
"Sud";"Calabria";"RC";"H558";5,670000;6,000000;7,000000;7,000000;6,500000;32,170000
"Nord Ovest";"Lombardia";"PV";"H559";0,000000;0,000000;0,000000;0,000000;6,000000;6,000000
"Nord Ovest";"Lombardia";"MI";"H560";9,000000;26,500000;26,000000;13,000000;8,000000;82,500000
"Nord Ovest";"Piemonte";"BI";"H561";0,000000;1,000000;2,000000;1,000000;0,000000;4,000000
"Sud";"Abruzzo ";"PE";"H562";0,000000;4,000000;5,000000;5,000000;11,500000;25,500000
"Sud";"Campania";"SA";"H564";0,000000;2,000000;0,000000;1,000000;0,000000;3,000000
"Sud";"Calabria";"CS";"H565";2,000000;4,000000;3,000000;8,000000;3,000000;20,000000
"Sud";"Abruzzo ";"CH";"H566";0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
"Sud";"Puglia";"FG";"H568";3,830000;4,000000;3,000000;0,000000;0,500000;11,330000
"Nord Ovest";"Piemonte";"AL";"H569";0,000000;0,170000;1,000000;1,000000;10,170000;12,340000
"Centro";"Toscana";"LI";"H570";55,030000;192,400000;125,670000;56,610000;50,170000;479,880000
"Sud";"Calabria";"CS";"H572";16,830000;12,000000;3,000000;1,000000;0,000000;32,830000
"Nord Est";"Veneto";"RO";"H573";65,670000;68,330000;36,830000;17,670000;16,000000;204,500000
"Isole";"Sicilia";"SR";"H574";6,500000;13,930000;11,750000;8,250000;13,740000;54,170000
"Centro";"Marche";"AN";"H575";0,000000;1,000000;3,000000;1,000000;1,500000;6,500000
"Nord Ovest";"Piemonte";"VC";"H577";0,000000;1,000000;2,000000;0,000000;0,000000;3,000000
"Nord Ovest";"Piemonte";"CN";"H578";1,000000;0,000000;5,500000;1,500000;1,000000;9,000000
"Sud";"Calabria";"CS";"H579";22,170000;77,170000;74,340000;93,000000;34,000000;300,680000
"Nord Est";"Veneto";"VI";"H580";2,000000;13,000000;9,000000;5,830000;21,390000;51,220000
"Nord Ovest";"Liguria";"GE";"H581";1,000000;7,000000;9,670000;4,000000;1,000000;22,670000
"Nord Ovest";"Piemonte";"TO";"H583";2,000000;12,000000;23,500000;16,000000;23,500000;77,000000
"Nord Ovest";"Lombardia";"BG";"H584";1,990000;7,330000;1,000000;1,000000;0,000000;11,320000
"Sud";"Calabria";"CS";"H585";0,000000;0,000000;0,000000;0,880000;1,000000;1,880000
"Centro";"Marche";"AP";"H588";0,000000;0,240000;2,000000;0,000000;1,500000;3,740000
"Sud";"Molise";"CB";"H589";3,000000;6,000000;1,000000;0,000000;1,000000;11,000000
"Sud";"Basilicata";"PZ";"H590";0,000000;2,000000;3,000000;2,500000;7,000000;14,500000
"Sud";"Basilicata";"MT";"H591";3,000000;4,000000;3,000000;1,000000;2,000000;13,000000
"Sud";"Campania";"AV";"H592";0,500000;0,500000;3,670000;4,280000;6,340000;15,290000
"Nord Est";"Emilia-Romagna";"PC";"H593";7,000000;32,170000;60,080000;35,470000;40,330000;175,050000
"Nord Est";"Veneto";"VI";"H594";4,000000;4,920000;2,000000;0,000000;2,800000;13,720000
"Nord Ovest";"Lombardia";"BS";"H598";9,000000;61,170000;43,570000;37,670000;38,800000;190,210000
"Nord Ovest";"Liguria";"GE";"H599";10,000000;10,000000;3,000000;1,000000;3,000000;27,000000
"Nord Ovest";"Lombardia";"CO";"H601";4,000000;25,500000;26,500000;11,000000;8,330000;75,330000
"Nord Ovest";"Lombardia";"CO";"H602";7,830000;17,330000;18,750000;11,330000;6,830000;62,070000
"Nord Ovest";"Lombardia";"MN";"H604";0,000000;18,290000;18,580000;20,960000;33,330000;91,160000
"Nord Est";"Veneto";"VR";"H606";0,000000;3,000000;7,000000;2,000000;9,610000;21,610000
"Nord Est";"Veneto";"VR";"H608";1,750000;4,000000;6,250000;7,000000;6,530000;25,530000
"Nord Est";"Friuli- Venezia Giulia";"PN";"H609";1,000000;10,000000;26,170000;16,500000;17,000000;70,670000
"Nord Est";"Veneto";"VR";"H610";0,000000;0,000000;1,000000;6,000000;12,000000;19,000000
"Nord Ovest";"Lombardia";"PV";"H614";0,000000;0,000000;1,000000;1,000000;4,000000;6,000000
"Nord Ovest";"Lombardia";"BG";"H615";5,000000;18,080000;11,670000;9,500000;12,720000;56,970000
