Area;Regione;Provincia;2023_CodCom;NTN_2023_Uffici;NTN_2023_Negozi_Lab;NTN_2023_Depositi_Comm_Autorimesse;NTN_2023_TCO_B04;NTN_2023_TCO_D02;NTN_2023_TCO_D05;NTN_2023_TCO_D08;NTN_2023_PRO;NTN_2023_AGR
Nord Ovest;Piemonte;CN;C081;0;0;0,25;0;1;0;0;0;0
Sud;Molise;IS;C082;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;C083;0;0;2,85;0;0;0;0;0;0
Centro;Toscana;GR;C085;1;1;24,82;0;0;0;1;1;0
Nord Est;Emilia-Romagna;BO;C086;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;C089;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;C090;0;0;4,25;0;0;0;0;0;0
Isole;Sicilia;CT;C091;0;1;3;0;0;0;0;0;0
Centro;Marche;AP;C093;2;6;7;0;0;0;0;0,19;0
Isole;Sicilia;ME;C094;0;1;1,5;0;0;0;0;0;0
Sud;Abruzzo;AQ;C096;3;4,25;16,1;0;0;0;0;4;1
Sud;Campania;CE;C097;0;0;2;0;0;0;0;0;0
Centro;Lazio;RI;C098;0;1;1,7;0;0;0;0;0;0
Centro;Marche;AN;C100;7;12,67;21,83;0;0;0;1;13;0
Centro;Toscana;FI;C101;1;13,8;49,4;0;0;0;4;2;1,33
Centro;Toscana;AR;C102;1;2;8;0;0;0;0;0;4
Centro;Lazio;LT;C104;0;1;4,75;0;0;0;0;0;0
Sud;Campania;AV;C105;0;0;0,25;0;0;0;0;0;0
Sud;Campania;BN;C106;0;0;5,36;0;0;0;2;2;0
Nord Est;Emilia-Romagna;MO;C107;12,3;21;52,99;0;0;1;6;25,5;7,1
Sud;Calabria;CS;C108;3;2;8,5;0;0;0;0;1;0
Nord Ovest;Liguria;IM;C110;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;TV;C111;16,53;28,07;31,16;0;0;0;1;21;4
Centro;Toscana;PI;C113;3;16;13,31;0;0;0;1;2;0
Sud;Abruzzo;CH;C114;0;2;9;0;0;0;0;0;1
Nord Ovest;Lombardia;CR;C115;0;0;0;0;0;0;0;2;1
Centro;Lazio;RM;C116;0;9;15,25;0;1;0;0;0;0
Centro;Umbria;TR;C117;0;4;5,5;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;C118;4;5,5;14,92;0;0;1;0;10;2
Nord Est;Veneto;VI;C119;2;1,5;17,83;0;0;0;0;9,3;1
Sud;Basilicata;PZ;C120;0;0;3;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;C121;3;1;11;0;0;0;0;8;5
Nord Est;Veneto;RO;C122;0;4;4;0;0;0;0;5;0
Sud;Abruzzo;CH;C123;0;0;1;0;0;0;0;0;0
Sud;Campania;SA;C125;1;2,67;9,16;0;0,25;0;0;0;1
Sud;Abruzzo;AQ;C126;0;0;1;0;0;0;0;2;0
Nord Ovest;Piemonte;AT;C127;0;1;5;0;0;0;0;5;0
Sud;Abruzzo;TE;C128;1;4;14,97;0;0;0;3;3;0
Sud;Campania;NA;C129;7;39,71;26,61;0;0;0;1;4;0
Isole;Sicilia;TP;C130;1;15,13;42,2;0;0;0;0,04;1;0
Nord Ovest;Piemonte;TO;C133;3;3;33,5;0;0;0;0;3;0
Sud;Puglia;BA;C134;1;22,06;27,2;0;0;0;1;2;1
Isole;Sicilia;PA;C135;0;1;6;0;0;0;0;1;0
Sud;Puglia;TA;C136;3;14,67;30,34;0;1;0;1;1;4
Nord Ovest;Piemonte;AL;C137;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C139;7;8,5;16,96;0;0;0;0;5,04;0
Nord Est;Emilia-Romagna;RE;C141;6;6;25,46;0;1;0;2;29;0
Nord Ovest;Piemonte;AL;C142;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C143;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PC;C145;1;4;14,75;0;0;0;0;2;6,61
Centro;Toscana;GR;C147;0;0;5;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C148;0;4;15;0;0;0;0;3;0
Nord Ovest;Piemonte;NO;C149;0;0;3;0;0;0;0;0;0
Centro;Marche;AN;C152;0;2;7;0;0;0;0;2;2,64
Nord Ovest;Lombardia;CR;C153;0;4,79;7,84;0;0;0;0;0;3
Nord Ovest;Piemonte;AT;C154;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;C155;0;0;6;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C156;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C157;0;1;2;0;0;0;0;2;0
Nord Ovest;Piemonte;AL;C158;0;0;17;0;0;0;1;1;0
Nord Ovest;Piemonte;AL;C160;0;0;8,17;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C161;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C162;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C165;0;0;5;0;0;0;0;0,33;2
Nord Ovest;Piemonte;NO;C166;5;7;12,87;0;0;0;9;7;0
Nord Ovest;Piemonte;CN;C167;0;0;3;0;0;0;0;1;0
Sud;Abruzzo;TE;C169;0;0;3;0;0;0;0;1;0
Centro;Toscana;SI;C172;0;3;7,75;0;0;0;0;0;2,5
Nord Ovest;Piemonte;CN;C173;0;0;4;0;0;0;0;0;0
Centro;Toscana;PI;C174;0;1;4,5;0;0;0;1;1;1
Sud;Molise;CB;C175;0;0;6;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C176;0;0;4,75;0;0;0;0;0;0
Centro;Lazio;FR;C177;0;2;0,75;0;0;0;0;0;0
Sud;Campania;CE;C178;0;3;0;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C181;0;0;7;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C184;0;0;1;0;0;0;1;0;0
Nord Est;Emilia-Romagna;BO;C185;0;4,33;4;0;0;0;0;7;0
Nord Ovest;Lombardia;SO;C186;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;C187;0;2;4,43;0;0;0;0;1,06;0
Sud;Campania;NA;C188;4;3,5;15,39;0;0;0;1;1;0
Nord Est;Veneto;TV;C190;2;1,5;6,33;0;0;0;0;4,34;0
Nord Ovest;Lombardia;MN;C195;0;1;7,83;0;0;0;0;1;2,62
Sud;Molise;CB;C197;0;0;0,67;0;0;0;0;0;0
Sud;Puglia;FG;C198;0;0;4;0;0;0;0;0;0
Sud;Basilicata;PZ;C199;0;0;5;0;0;0;0;0;0
Sud;Molise;IS;C200;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;C201;0;0,92;1,46;0;0;0;0;0;0
Sud;Puglia;FG;C202;0;1;3;0;0;0;0;0;0
Centro;Lazio;RM;C203;0;2;21,33;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;C204;15,02;5;12,9;0;0;0;4;15;1
Nord Ovest;Piemonte;CN;C205;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C206;0;0;0;0;0;0;0;3;0
Nord Est;Veneto;RO;C207;2;4;7;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C208;5;1;9,58;0;0;0;0;6,28;0
Sud;Basilicata;PZ;C209;0;0;3;0;0;0;0;0;0
Isole;Sicilia;ME;C210;0;0;8;0;0;0;0;0;0
Sud;Campania;CE;C211;0;1;1,45;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C213;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C214;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;RO;C215;0;3;7,17;0;0;0;0,5;0;0
Nord Est;Friuli- Venezia Giulia;PN;C217;0;0;2;0;0;0;0;1;0
Nord Est;Emilia-Romagna;RE;C218;1;3;25;0;0;0;2;4,11;2
Nord Est;Emilia-Romagna;RE;C219;4;2,5;38,41;0;0;0;0;3;2
Nord Ovest;Lombardia;CO;C220;0;3;5;0;0;0;0;0;0
Sud;Puglia;FG;C222;0;1;5;0;0;0;0;0;0
Centro;Lazio;FR;C223;0;1;0;0;0;0;0;0;0
Centro;Lazio;RI;C224;0;1;6;0;0;0;0;0;0
Nord Est;Veneto;VR;C225;3;5;24,9;0;0;0;0;3;0
Nord Ovest;Piemonte;AT;C226;0;0;7,74;0;0;0;0;0;0
Centro;Toscana;SI;C227;0;1;19,63;0;0;0;0;1,67;11
Nord Ovest;Lombardia;LO;C228;0;0;3,5;0;0;0;1;0,5;1
Nord Ovest;Piemonte;AL;C229;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C230;0;0;2;0;0;0;0;0;0
Sud;Campania;SA;C231;0;3,5;6,5;0;0;0;0;2;0
Nord Ovest;Piemonte;AT;C232;1;1;6,83;0;0;0;0;0;0
Sud;Campania;SA;C235;0;0;0;0;0;0;0;0;0
Centro;Toscana;LU;C236;3;1,67;6;0;0;0;2;3;0
Centro;Lazio;RM;C237;0;3,5;9,67;0;0;0;1;0;0
Nord Ovest;Liguria;SP;C240;1;1;9,5;0;0;0;1;1;0
Nord Ovest;Piemonte;TO;C241;0;0;9;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;C242;1;12,25;18,4;0;0;0;1,11;7,66;0
Nord Ovest;Piemonte;AL;C243;1;2,85;11,17;0;0;0;0;5;2
Centro;Toscana;PI;C244;0;2;10,42;0;0;0;0;0;0
Sud;Campania;BN;C245;0;0;2,83;0;0;0;0;0;0
Sud;Molise;IS;C246;0;2;4;0;0;0;0;0;0
Sud;Molise;IS;C247;0;0;1;0;0;0;0;0;0
Centro;Marche;AN;C248;2;1;6;0;0;0;0;0;3,5
Sud;Campania;BN;C250;0;0;2;0;0;0;0;0;0
Centro;Marche;MC;C251;0;3;6;0;0;0;2;4;0
Centro;Umbria;PG;C252;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C253;1;1;7;0;0;0;0;1;1
Nord Ovest;Lombardia;BG;C255;0;0;3,84;0;0;0;0;0;0
Sud;Campania;SA;C259;1;8,8;22,24;0;0;0;1;1;0
Nord Est;Emilia-Romagna;PC;C261;3;17;11,11;1;0;0;1;7,5;0
Sud;Campania;SA;C262;0;0,5;6,5;0;0;0;0;0;0
Centro;Toscana;AR;C263;0;3;6,63;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;C265;4,5;10,33;28,26;0;0;0;1;13,33;2,34
Centro;Lazio;RM;C266;0;0;0;0;0;0;0;0;0
Centro;Marche;MC;C267;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;C268;0;0;3;0;0;0;0;0;0
Centro;Lazio;VT;C269;0;0;5;0;0;0;0;0;0
Sud;Molise;IS;C270;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;C271;0;0;2;0;0;0;0;0;0
Isole;Sardegna;SS;C272;2;3;10;0;0;0;1;0;0
Nord Ovest;Lombardia;VA;C273;0;0;1,5;0;0;0;0;2;0
Nord Ovest;Piemonte;AL;C274;0;0;3;0;0;0;0;0;0
Isole;Sicilia;AG;C275;0;3;18,17;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C276;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;C278;0;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;C279;0;0;2,98;0;0;0;0;0;0
Sud;Campania;BN;C280;0;0;4;0;0;0;1;0;0
Nord Ovest;Valle d'Aosta;AO;C282;0;2;5,99;0;0;0;2;3;0
Sud;Campania;AV;C283;0;0,86;3;0;0;0;0;0;0
Sud;Campania;BN;C284;0;0;2;0;0;0;0;0;0
Sud;Calabria;RC;C285;0;1,5;5;0;0;0;1;0;0
Isole;Sicilia;TP;C286;3;6,75;51,26;0;2;0;2;10;0
Nord Est;Emilia-Romagna;MO;C287;1;7;35,67;0;0;0;1;7,48;5
Nord Est;Emilia-Romagna;PC;C288;0;5;16,26;0;0;0;2,33;0;3,75
Centro;Umbria;TR;C289;0;0;3;0;0;0;1;0;0
Nord Ovest;Lombardia;CR;C290;0;0;1;0;0;0;0;0;0
Sud;Campania;CE;C291;0,25;26,5;59,01;0;1,25;0;0;1;1,5
Nord Est;Emilia-Romagna;BO;C292;13;14;16;0;1;0;2;13,7;1
Nord Ovest;Lombardia;BS;C293;1;7;15;0;0;0;3;34;1
Nord Ovest;Valle d'Aosta;AO;C294;0;5;6;0;0;0;0;0;0,86
Nord Est;Emilia-Romagna;BO;C296;0,01;3,01;5,82;0;1;0;0;1;0
Isole;Sicilia;CT;C297;0;0;33,56;0;0;0;0;0;0
Sud;Abruzzo;CH;C298;0;0;2,5;0;0;0;0;0;1
Nord Ovest;Lombardia;VA;C300;0;1;10,33;0;0;0;1;6;0
Sud;Calabria;CS;C301;0;0;3;0;0;0;0;0;0
Nord Ovest;Liguria;GE;C302;0;0;3;0;0;0;0;0;0
Centro;Toscana;LU;C303;0;0;4,5;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C304;0;1;2;0;0;0;0;0;0
Sud;Campania;SA;C306;0;0;4;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C307;0;1;24;0;0;0;0;0;0
Sud;Abruzzo;PE;C308;0;0;1,5;0;0;0;0;1;0
Centro;Umbria;PG;C309;2;7;68,46;0;1;0;1;6;1,33
Centro;Toscana;GR;C310;1;5,5;18,02;0;1,02;0;1;2,04;0
Sud;Abruzzo;TE;C311;0;1;1,22;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;C312;6;18;39,03;0;1;0;7;20,08;2,04
Centro;Toscana;SI;C313;0;1;6;0;0;0;1;1,6;4
Nord Ovest;Piemonte;CN;C314;0;0;0;0;0;0;0;0;0
Centro;Lazio;VT;C315;1;2;10,33;0;0;0;0;0;1
Sud;Abruzzo;TE;C316;0;0;2;0;0;0;0;0;0,66
Nord Ovest;Piemonte;CN;C317;0;0;6;0;0;0;0;0;0
Centro;Toscana;AR;C318;0;2;3;0;0;0;0;1,5;0
Centro;Toscana;AR;C319;2,5;4;21;0;0;0;0;1;0
Centro;Marche;AP;C321;0;0;2;0;0;0;0;1;0
Sud;Abruzzo;TE;C322;0;0;2,5;0;0;0;0;2;1
Nord Ovest;Piemonte;CN;C323;0;0;8;0;0;0;0;0;0,27
Nord Ovest;Lombardia;BG;C324;0;2;13,03;0;0;0;0;1,15;0
Nord Ovest;Lombardia;SO;C325;0,5;2;12,5;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C327;1;2,5;5;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;C329;0;2;2;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C330;0;0;7,5;0;0;0;0;0;0
Centro;Marche;AP;C331;0;0;4,66;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C332;4;4,78;19,57;0;0;0;2;3;0
Sud;Puglia;LE;C334;0;1;3;0;0;0;0;0;0
Sud;Puglia;LE;C335;0;1;7;0;0;0;0;0;0
Sud;Puglia;LE;C336;0;4;9,11;0;2,99;0;0;1;0
Nord Ovest;Lombardia;BG;C337;0;0;0;0;0;0;0;0;0
Centro;Lazio;FR;C338;0;0;1;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;C339;1;8;4;0;1;0;0;3,02;3
Centro;Lazio;FR;C340;1,5;1;2;0;1;0;1,5;21;0
Isole;Sicilia;AG;C341;0;0;8,72;0;0;0;0;0;0
Isole;Sicilia;EN;C342;1;19,75;35,34;1;1;0;3,01;4;1
Nord Ovest;Lombardia;VA;C343;0;1;6;0;0;0;0;2;0
Isole;Sicilia;PA;C344;0;0;17,43;0;0;0;0;5;1
Sud;Basilicata;PZ;C345;0;1;5,5;0;0;0;0;0;0
Sud;Molise;CB;C346;0;1;1;0;0;0;0;0;0
Isole;Sicilia;ME;C347;0;1;7,2;0;0;0;0;0;0
Sud;Calabria;CS;C348;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;C349;8;12,5;31,17;0;0;1;3;4;0
Isole;Sicilia;CT;C351;51,12;288,07;235,69;13;1,44;0;45;23,28;0
Sud;Calabria;CZ;C352;29;61,34;70,15;0;0;0;4;7,09;0
Isole;Sicilia;EN;C353;0;1;9,08;0;0;0;0;0;0
Sud;Abruzzo;PE;C354;0;1;2;0;0;0;0;0;0
Isole;Sicilia;AG;C356;0;2,75;16;0;0;0;0;0;2
Nord Est;Emilia-Romagna;RN;C357;4,67;13,47;18,74;0;3;1;0;4,6;0
Sud;Campania;BN;C359;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C360;0;3;8;1;0;0;0;1;0
Sud;Campania;SA;C361;6,33;32,23;50,7;0;0;0;2,5;2;0
Nord Ovest;Piemonte;BI;C363;0;0;11;0;0;0;0;3;1
Nord Ovest;Piemonte;NO;C364;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;C365;0;1;6;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C369;0;2;8,17;0;0;0;0;1;0
Nord Est;Veneto;VR;C370;0;6;14,35;0;1;0;1;1;0
Nord Ovest;Piemonte;CN;C375;0;0;5;0;0;0;0;0;0,03
Nord Ovest;Piemonte;CN;C376;0;0;10,08;0;0;0;0;1;5,75
Sud;Puglia;LE;C377;1;7;18;0;0;0;2;2;0
Nord Ovest;Piemonte;NO;C378;0;3;8;0;0;0;1;0;0
Nord Ovest;Lombardia;CO;C381;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C382;2;13;3,19;0;0;0;0,04;4,2;0
Nord Est;Veneto;VE;C383;2;10;15,5;0;0;0;0;10;4,28
Nord Est;Veneto;TV;C384;0,08;1;7,5;0;0;0;0;5;0
Nord Est;Friuli- Venezia Giulia;PN;C385;0;0;1;0;0;0;0;0;1
Nord Ovest;Piemonte;AL;C387;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VE;C388;14;57,31;40,53;0;7,39;0;9,55;11,78;0
Nord Est;Friuli- Venezia Giulia;UD;C389;0;0;3;0;0;0;0;0;0
Centro;Lazio;RM;C390;0;4;11,8;0;0;0;0;1;0
Nord Ovest;Lombardia;LO;C394;0;0;3;0;0;0;0;0;0,5
Nord Ovest;Lombardia;MI;C395;0;3,5;5,82;0;0;0;2;6;2
Nord Ovest;Lombardia;BG;C396;0;1;21,08;0;0;0;0;0,3;0
Nord Est;Emilia-Romagna;MO;C398;1;7;18;0;0;0;0;7,74;0
Nord Ovest;Piemonte;TO;C404;0;2;24,5;0;0;0;0;0;4,47
Nord Est;Emilia-Romagna;RE;C405;0;6,5;19,5;1;0;0;1;10,07;1,25
Nord Ovest;Lombardia;MN;C406;0;0;3;0;0;0;0;0;1
Centro;Toscana;AR;C407;1;2;9;0;0;0;0;5;0
Nord Ovest;Lombardia;BS;C408;0;4,3;11,18;0;0;0;0;20;0
Nord Ovest;Lombardia;VA;C409;0;0;3,66;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C410;0;0;4;0;0;0;0;1;0
Nord Est;Veneto;VR;C412;0;0;10;0;0;0;0;0;0
Centro;Lazio;FR;C413;2;10,75;9,4;0;0;0;1;7;0
Nord Ovest;Lombardia;PV;C414;0;0;3;0;0;0;0;0;0
Centro;Toscana;LI;C415;9;28;48,33;0;0;1;11,85;8,78;0
Nord Ovest;Lombardia;BS;C417;0;5;0;0;0;0;0;1;0
Nord Ovest;Lombardia;SO;C418;0;0;2;0;0;0;0;0;0
Isole;Sicilia;PA;C420;0;0;2;0;0;0;0;0;0
Isole;Sicilia;PA;C421;0;9;17,69;0;0;0;0;3;0
Nord Est;Veneto;VE;C422;1;3;13,58;0;0;0;1;2;0
Sud;Puglia;BR;C424;2;25,17;38,91;0;0;0;0;0;0
Sud;Abruzzo;AQ;C426;3;6;19,17;0;0;0;0;3;0
Sud;Abruzzo;CH;C428;0;1;3;0;0;0;0;0;0
Sud;Puglia;FG;C429;0;1;9,5;0;0;0;0;1;0
Sud;Calabria;CS;C430;0;2;2;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C432;0;0;2,5;0;0;0;0;0;0
Nord Ovest;Lombardia;CR;C435;0;0;2;0;0;0;0;0;1
Sud;Puglia;BA;C436;0;2;3;0;0;0;0;0;0
Sud;Calabria;CS;C437;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C438;0;0;5;0;0;0;0;0;2
Nord Ovest;Lombardia;BS;C439;6;4;15,5;0;0;0;4;2;0
Nord Ovest;Piemonte;AT;C440;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C441;0;0;2;0;0;0;0;0;0
Sud;Puglia;FG;C442;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C443;2;3;8,16;0;1;0;0;2;0
Sud;Campania;SA;C444;0;0;2;0;0;0;0;0;0
Centro;Lazio;VT;C446;0;0;0,5;0;0;0;0;1;0
Centro;Lazio;VT;C447;0;1;7;0;0;0;0;0;0
Sud;Puglia;BR;C448;0;0;4;0;0;0;0;4;0
Sud;Abruzzo;TE;C449;2;1;7;0;0;0;0;3;4
Sud;Calabria;CZ;C453;0;0;4;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C456;0;0;5;0;0;0;0;2;0
Nord Ovest;Lombardia;BG;C457;0;2,34;6,17;0;0;0;1;4;0
Nord Est;Veneto;BL;C458;0;1;8,66;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C459;0;2;10,24;0;0;0;4;0,03;0
Nord Est;Veneto;RO;C461;0;0;5;0;0;0;0;1;0
Nord Ovest;Liguria;SV;C463;0;5;12,32;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C466;0;1;13,77;0;0;0;0;1;2
Nord Est;Emilia-Romagna;FE;C469;6;17,5;21,38;0;2;0;2;22,05;1,27
Sud;Campania;SA;C470;0;0;9,6;0;3;0;0;0;0
Isole;Sicilia;EN;C471;0;4,5;21,82;0;0;0;0;0;0,19
Sud;Calabria;CZ;C472;0;0;0;0;0;0;0;4;0
Sud;Abruzzo;PE;C474;1;11;11;0;0;0;5;6;0
Sud;Campania;BN;C476;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;C478;0;0;3;0;0;0;0;0;0
Centro;Lazio;FR;C479;2;7;1;0;0;0;1;2;0
Isole;Sicilia;EN;C480;0;0;0,67;0;0;0;1;0;0,33
Nord Ovest;Liguria;GE;C481;0;3;8,5;0;0;0;0;1;0
Nord Ovest;Lombardia;CO;C482;0;0;2,67;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;C483;0;4;10,75;0;0;0;0;6;0
Nord Ovest;Lombardia;PV;C484;0;0;2;0;0;0;0;0;0
Sud;Campania;SA;C485;0;2;9,5;0;0;0;0;0;0
Sud;Molise;CB;C486;0;1;0;0;0;0;1;1;0
Nord Ovest;Piemonte;TO;C487;0;0;6,5;0;0;0;0;0;0
Sud;Molise;CB;C488;0;0;0,33;0;0;0;0;0;0
Sud;Calabria;CS;C489;0;0;2;0;0;0;0;0;0,34
Sud;Abruzzo;AQ;C492;0;3;7,92;0;0;0;0;0;1
Nord Ovest;Lombardia;SO;C493;0;0;8,13;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C494;0;0;0;0;0;0;0;0;0
Sud;Campania;NA;C495;7;12,79;24,06;0;0;0;0;3;0
Isole;Sicilia;PA;C496;1;2;9;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;C497;0;2;2;0;0;0;0;0;0
Nord Est;Veneto;VR;C498;7;35,34;26,58;0;1;0;0;5;1
Nord Est;Veneto;RO;C500;0;3;4,46;0;0;0;0;0;0
Sud;Calabria;KR;C501;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MN;C502;0;1;3,5;0;0;0;0;0;1,25
Nord Ovest;Piemonte;AL;C503;0;1;1;0;0;0;1;1;0
Nord Ovest;Piemonte;CN;C504;0;2;8;0;0;0;0;2;0
Nord Ovest;Piemonte;TO;C505;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;C506;0;2;3,12;0;0;0;0;0,07;0
Nord Ovest;Piemonte;AL;C507;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C508;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C509;0;0;1;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C510;2;4;13,61;0;0;0;1;1;0
Nord Ovest;Liguria;IM;C511;0;0;8;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C512;1;3;17;0;0;0;0;1,01;0
Nord Est;Emilia-Romagna;PC;C513;0;0;3;0;0;0;0;0;0
Sud;Puglia;FG;C514;7;43;104,14;0;0;0;3;9,17;6
Sud;Calabria;CS;C515;0;4;2;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C516;0;2;17,26;0;0;0;0;4,62;0
Sud;Abruzzo;TE;C517;0;0;2,97;0;0;0;0;0;0
Centro;Lazio;RM;C518;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;C520;0;0,5;6;0;0;0;0;2,03;0
Nord Ovest;Lombardia;LC;C521;0;4;5;0;0;0;0;1,06;0
Nord Ovest;Lombardia;MI;C523;27;60,16;28,83;0;0;0;5;16;0
Centro;Marche;AN;C524;0;0;8;0;0;0;0;3;0
Sud;Campania;BN;C525;0;0;3,17;0;0;0;0;0;0
Centro;Umbria;PG;C527;0;0;7,38;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C528;0;0;0;0;0;0;0;0;0
Centro;Toscana;FI;C529;1;11;15,58;0;0;0;1;3,5;0
Nord Ovest;Piemonte;CN;C530;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;C531;0;1;5;0;0;0;0;0;0
Nord Ovest;Piemonte;BI;C532;0;0;11;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C533;0;0;4;0;0;0;0;0;0
Sud;Molise;IS;C534;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;C536;1;0,33;0;0;0;0;0,33;0;0
Nord Ovest;Lombardia;MI;C537;1;7;16,83;0;0;0;0;4,11;0
Nord Est;Veneto;VR;C538;0;2;8;0;0;0;0;0;0
Sud;Basilicata;PZ;C539;0;0;4;0;0;0;0;0;0
Centro;Toscana;FI;C540;3;12;40,35;0;0;0;0;3;0
Nord Ovest;Lombardia;PV;C541;1;1;0;0;0;0;0;0,13;0
Sud;Calabria;CZ;C542;0;0;1;0;0;0;0;0;0
Centro;Lazio;RM;C543;0;0;3;0;0;0;0;0;0
Nord Est;Veneto;PD;C544;2,67;5;17;0;0;0;0;3;2
Centro;Lazio;FR;C545;0;0,17;7;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;C547;4;1;13,5;0;0;0;0;3;0
Nord Ovest;Piemonte;VC;C548;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C549;0;0;3;0;0;0;0;0;1
Nord Ovest;Piemonte;CN;C550;0;1;12,5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;C551;0;0;4;0;0;0;0;1;0
Centro;Lazio;RM;C552;5;23;43,5;0;0;0;0;1;1
Nord Est;Emilia-Romagna;RA;C553;7,5;28;34,49;0;6,13;0;3,01;1;1
Sud;Calabria;CS;C554;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;C555;0;0;5;0;0;0;0;0;0
Sud;Campania;AV;C557;0;1,06;4,76;0;0;0;0;0;0
Sud;Campania;CE;C558;0;1;7;0;0;0;0;0;0
Nord Ovest;Liguria;IM;C559;1;5;6;0;0;0;0;2;0
Sud;Calabria;CS;C560;0;0;2;0;0;0;0;0;0
Sud;Campania;CE;C561;7;3;5,25;0;0;0;0;0;0
Nord Ovest;Lombardia;LC;C563;0;6;0,03;0;0;0;0;0;0
