AREA;Regione;prov;2016_CodCom;NTN 2016 fino a 50_mq;NTN 2016 50 -| 85 mq;NTN 2016 85 -| 115 mq;NTN 2016 115 -| 145 mq;NTN 2016 oltre 145 mq;NTN 2016_TOTALE
Sud;Calabria;CS;H579;19,68;65;77,66;76;36;274,34
Sud;Calabria;CS;H585;3;1;0;0;0,44;4,44
Sud;Calabria;CS;H621;0;0;5;2;3;10
Sud;Calabria;CS;H765;0;0;0;0;0,22;0,22
Sud;Calabria;CS;H774;0;0;0;0;1;1
Sud;Calabria;CS;H806;0;0;0;0;0;0
Sud;Calabria;CS;H818;0,25;3,5;2,5;1,5;6;13,75
Sud;Calabria;CS;H825;0;0;3;0;1;4
Sud;Calabria;CS;H841;0;4,33;2;2;0;8,33
Sud;Calabria;CS;H877;1;2,33;6,33;1;2;12,66
Sud;Calabria;CS;H881;0;0;0;0;0;0
Sud;Calabria;CS;H919;6,11;14,54;17,67;15,46;10,35;64,13
Sud;Calabria;CS;H961;1;0;0;0;1,67;2,67
Sud;Calabria;CS;H962;0;0;3;2;2;7
Sud;Calabria;CS;H971;8;21,75;9,83;4,33;5,5;49,41
Sud;Calabria;CS;H981;4;2;5;4;6;21
Sud;Calabria;CS;H992;0;0;0;0;0;0
Sud;Calabria;CS;I060;28;119;21,57;4;2;174,57
Sud;Calabria;CS;I108;2;1;1;0;0;4
Sud;Calabria;CS;I114;0;0,5;4;1;2;7,5
Sud;Calabria;CS;I165;2,88;2;0;3,44;0;8,32
Sud;Calabria;CS;I171;0;0;0;1;0;1
Sud;Calabria;CS;I183;2;1;2;4,75;1;10,75
Sud;Calabria;CS;I192;1;2,25;0,25;1;2;6,5
Sud;Calabria;CS;I309;3;0;4;1;1;9
Sud;Calabria;CS;I359;0;1;0;2;2;5
Sud;Calabria;CS;I388;0;1;0,83;1;2;4,83
Sud;Calabria;CS;I423;0;1,5;5;1,5;1;9
Sud;Calabria;CS;I485;0;0;0;0;0;0
Sud;Calabria;CS;I489;145,58;97,8;27,5;15,17;5;291,05
Sud;Calabria;CS;I642;0;0;0;2;0;2
Sud;Calabria;CS;I650;1;0;0;1;0;2
Sud;Calabria;CS;I895;4;4;6;6;10,67;30,67
Sud;Calabria;CS;I896;9;28,42;9;2;9;57,42
Sud;Calabria;CS;I898;0;2;0;1;0;3
Sud;Calabria;CS;L055;1;1;1;0,5;0;3,5
Sud;Calabria;CS;L124;6,67;5,68;2;1;2,5;17,85
Sud;Calabria;CS;L134;0;0;1;0;0;1
Sud;Calabria;CS;L206;1;1;6,5;4;3,78;16,28
Sud;Calabria;CS;L305;10;36,5;11;4,5;6;68
Sud;Calabria;CS;L353;10,5;8,92;7,5;5,82;4;36,74
Sud;Calabria;CS;L375;0;0;2;3,5;3;8,5
Sud;Calabria;CS;L524;4;0;0;1;1;6
Sud;Calabria;CS;L747;0;1;2;0;0;3
Sud;Calabria;CS;M202;0;5;6;0;0;11
Sud;Calabria;CZ;A155;2;0;0;0;0;2
Sud;Calabria;CZ;A255;4;3;2;0;1;10
Sud;Calabria;CZ;A257;0;1;2;2;2;7
Sud;Calabria;CZ;A272;0;0;1,86;1;1;3,86
Sud;Calabria;CZ;A397;0;2;0;0;0;2
Sud;Calabria;CZ;A542;0;8,25;9,25;4;1;22,5
Sud;Calabria;CZ;A736;2;0;3;1;0;6
Sud;Calabria;CZ;B002;6,67;9,67;8;6,25;6;36,59
Sud;Calabria;CZ;B085;15,5;3;2;4;3;27,5
Sud;Calabria;CZ;B717;2;3;5;0;0;10
Sud;Calabria;CZ;B758;0;4;0;1,6;0;5,6
Sud;Calabria;CZ;B790;2;5;1;1;2;11
Sud;Calabria;CZ;C352;34,55;162,7;160,1;139,54;102,44;599,33
Sud;Calabria;CZ;C453;0;1;0;0;1;2
Sud;Calabria;CZ;C472;0;0,33;0;0;0;0,33
Sud;Calabria;CZ;C542;0;3;3;2,13;1;9,13
Sud;Calabria;CZ;C616;1;1;1,09;0;4;7,09
Sud;Calabria;CZ;C674;1;0;1;1;1;4
Sud;Calabria;CZ;C960;0;2;0,67;1;1,67;5,34
Sud;Calabria;CZ;D049;3,17;1,84;5;2,67;1;13,68
Sud;Calabria;CZ;D181;11,5;13;3,67;8,92;4,5;41,59
Sud;Calabria;CZ;D218;2;2;4;1;2;11
Sud;Calabria;CZ;D257;7,06;14,63;13,67;8;3;46,36
Sud;Calabria;CZ;D261;0;0;3;1;4;8
Sud;Calabria;CZ;D476;7;11;1;4;3,25;26,25
Sud;Calabria;CZ;D544;0;0;2;0;0,5;2,5
Sud;Calabria;CZ;D546;0;2;1;3;5;11
Sud;Calabria;CZ;D744;0;0,8;3;0;0;3,8
Sud;Calabria;CZ;D852;0;0;0;0;1;1
Sud;Calabria;CZ;D932;1;1;1;0;2,5;5,5
Sud;Calabria;CZ;E031;2;2;8,83;2,5;1,5;16,83
Sud;Calabria;CZ;E050;2;6;4,72;5;6;23,72
Sud;Calabria;CZ;E068;6;29,25;5,8;6;7;54,05
Sud;Calabria;CZ;E239;4,93;4;1,11;3;2;15,04
Sud;Calabria;CZ;E274;2,5;4,83;0;0;1;8,33
Sud;Calabria;CZ;E328;1;3;5,17;1;2;12,17
Sud;Calabria;CZ;E806;0;2;1;1;1;5
Sud;Calabria;CZ;E834;5;2,5;2,08;6;2;17,58
Sud;Calabria;CZ;E923;0;0;0;1;0;1
Sud;Calabria;CZ;E925;1;3;0;2;3;9
Sud;Calabria;CZ;E991;0;2;0;2;2;6
Sud;Calabria;CZ;F200;1;0;2;0;1;4
Sud;Calabria;CZ;F432;1;17;22,5;3,86;1,83;46,19
Sud;Calabria;CZ;F586;21;21;21,5;8;6;77,5
Sud;Calabria;CZ;F780;2;1;2;0;0;5
Sud;Calabria;CZ;F910;24,42;14,25;6,5;3,67;0;48,84
Sud;Calabria;CZ;G034;0;1;0;1;0;2
Sud;Calabria;CZ;G272;0;0;0;1;1;2
Sud;Calabria;CZ;G439;0;2,5;2,67;0;4,67;9,84
Sud;Calabria;CZ;G517;0;1;0,25;1;1,5;3,75
Sud;Calabria;CZ;G518;1;0,33;0,8;0,33;0,23;2,69
Sud;Calabria;CZ;G734;0;2;3;1;2;8
Sud;Calabria;CZ;H846;0,96;0;1;0;1,5;3,46
Sud;Calabria;CZ;H976;0;1;0,94;0;1;2,94
Sud;Calabria;CZ;I093;0;2;4,67;1;0;7,67
Sud;Calabria;CZ;I095;3;2;1;3;1;10
Sud;Calabria;CZ;I164;3;10,5;2;1;1;17,5
Sud;Calabria;CZ;I170;0;12,42;7;1,5;5;25,92
Sud;Calabria;CZ;I266;3,5;9,6;2,67;3;2;20,77
Sud;Calabria;CZ;I322;0;0;0;0;2;2
Sud;Calabria;CZ;I393;1;4;1;3;6,5;15,5
Sud;Calabria;CZ;I463;2;4;5;4,9;5,5;21,4
Sud;Calabria;CZ;I589;5;4,33;2;0;0;11,33
Sud;Calabria;CZ;I590;5;18,33;11,8;6;11;52,13
Sud;Calabria;CZ;I655;1,97;1;0,97;3;3;9,94
Sud;Calabria;CZ;I671;1,75;6,5;5;0;7,33;20,58
Sud;Calabria;CZ;I704;3,95;5;3;4;3;18,95
Sud;Calabria;CZ;I745;10,89;19,58;7;5,5;5;47,97
Sud;Calabria;CZ;I844;1;1;0;1;0;3
Sud;Calabria;CZ;I872;5;25,27;30,5;15,33;20,89;96,99
Sud;Calabria;CZ;I874;0;3;1;2;1,67;7,67
Sud;Calabria;CZ;I875;0,83;1,75;1;1;1,5;6,08
Sud;Calabria;CZ;I929;1;11;8;5;2;27
Sud;Calabria;CZ;I937;3,25;6,3;6,5;5,34;2;23,39
Sud;Calabria;CZ;L070;5;9;4;4;1;23
Sud;Calabria;CZ;L177;3;5;2;4;2;16
Sud;Calabria;CZ;L240;0,25;2,13;0,88;0;0,75;4,01
Sud;Calabria;CZ;M140;1;2;0;2,44;1;6,44
Sud;Calabria;CZ;M208;27,65;65,16;62,67;52,82;69,65;277,95
Sud;Calabria;KR;A772;0;2;1;1;2;6
Sud;Calabria;KR;B319;0;2;3;3,5;2;10,5
Sud;Calabria;KR;B771;0;0;0;0;2;2
Sud;Calabria;KR;B857;1;3;2;0;0;6
Sud;Calabria;KR;B968;0;0;0;0;0;0
Sud;Calabria;KR;C725;1;1;3;3;0;8
Sud;Calabria;KR;C726;5;17,5;10,67;9;8,34;50,51
Sud;Calabria;KR;D122;34,83;86,25;88,48;103,75;45,85;359,16
Sud;Calabria;KR;D123;20;11;8;6;4;49
Sud;Calabria;KR;D189;2,5;7,84;3,81;3,84;0;17,99
Sud;Calabria;KR;D236;3;14,5;10,33;10;7;44,83
Sud;Calabria;KR;E339;33,33;32,79;6;1,06;3;76,18
Sud;Calabria;KR;F108;4,39;1,5;11,88;1;3;21,77
Sud;Calabria;KR;F157;7;2;3;3;3;18
Sud;Calabria;KR;G278;1;2,5;1;1;2,5;8
Sud;Calabria;KR;G508;6;7;3,75;7;4;27,75
Sud;Calabria;KR;H383;2;1;2;0;0;5
Sud;Calabria;KR;H403;1;1;1;1;1;5
Sud;Calabria;KR;I026;0;1;0;0;0;1
Sud;Calabria;KR;I057;1;0;1;0;0;2
Sud;Calabria;KR;I308;5,97;4;1;3;1;14,97
Sud;Calabria;KR;I468;0;0;1,01;0;4;5,01
Sud;Calabria;KR;I494;0,88;1;3;1;5,9;11,78
Sud;Calabria;KR;I982;1;17,79;6;4,5;1;30,29
Sud;Calabria;KR;L492;0;1;0;0;1;2
Sud;Calabria;KR;L802;0;0;1,5;1;1;3,5
Sud;Calabria;RC;A065;0;0;1;0;3,5;4,5
Sud;Calabria;RC;A077;0;0;2;0;1;3
Sud;Calabria;RC;A303;3;1;0;1;0;5
Sud;Calabria;RC;A314;0;1;0;0;1;2
Sud;Calabria;RC;A385;2;11;5;4;1;23
Sud;Calabria;RC;A544;0;1;1;0,33;1;3,33
Sud;Calabria;RC;A552;4;15,17;8;10;4,5;41,67
Sud;Calabria;RC;A780;0;0;1;0;0;1
Sud;Calabria;RC;A843;7;6,5;2;3;3;21,5
Sud;Calabria;RC;A897;1;0;0;1;2,92;4,92
Sud;Calabria;RC;B097;1;3;1,5;1;1;7,5
Sud;Calabria;RC;B098;3;12;13,71;6;3,05;37,76
Sud;Calabria;RC;B099;4;11,67;8;3;1;27,67
Sud;Calabria;RC;B118;2;7;2,5;5;0;16,5
Sud;Calabria;RC;B234;2;0;0;3,67;2;7,67
Sud;Calabria;RC;B379;0;0;0;1;0;1
Sud;Calabria;RC;B481;0;1;0;0;0;1
Sud;Calabria;RC;B516;0;4;4;5;5,25;18,25
Sud;Calabria;RC;B591;0;0;1;0;0;1
Sud;Calabria;RC;B617;0;1;0;1;2;4
Sud;Calabria;RC;B718;0;0;0;0;1;1
Sud;Calabria;RC;B756;0;1;1;2;0;4
Sud;Calabria;RC;B766;0;1;3,5;0;1;5,5
Sud;Calabria;RC;B966;0;1;0;0;0;1
Sud;Calabria;RC;C285;3;16,67;8;4;1;32,67
Sud;Calabria;RC;C695;1;1;0;0;0;2
Sud;Calabria;RC;C710;0;3,75;2;3;3;11,75
Sud;Calabria;RC;C747;9;6,08;7,33;8;7;37,41
Sud;Calabria;RC;C954;0;6;5,5;1;1;13,5
Sud;Calabria;RC;D089;4;1;1;0;0;6
Sud;Calabria;RC;D268;2;3;2;2;1;10
Sud;Calabria;RC;D545;0;1,94;0;2;1,88;5,82
Sud;Calabria;RC;D557;0;0;0;0;0;0
Sud;Calabria;RC;D619;0;1;1;1;0;3
Sud;Calabria;RC;D746;0;7,89;14;3,92;1;26,81
Sud;Calabria;RC;D864;1;2;2;3;1;9
Sud;Calabria;RC;D975;0;2;0;1;2;5
Sud;Calabria;RC;D976;2,69;4;10,05;1,5;10;28,24
Sud;Calabria;RC;E025;0,66;4;2;0;0;6,66
Sud;Calabria;RC;E041;5;16;9;14,5;16,33;60,83
Sud;Calabria;RC;E044;0;11;3;4,17;4,25;22,42
Sud;Calabria;RC;E212;0,83;5;2;2;1;10,83
Sud;Calabria;RC;E402;0;1;0;0;0;1
Sud;Calabria;RC;E479;5,08;12,59;8;6,83;4,17;36,67
Sud;Calabria;RC;E873;1;5;1,3;1,67;1;9,97
Sud;Calabria;RC;E956;6;12,39;4,07;4;6;32,46
Sud;Calabria;RC;E968;0;0;3;0,33;0,5;3,83
Sud;Calabria;RC;E993;2;0;1;0;0;3
Sud;Calabria;RC;F105;0;0;0;0;0;0
Sud;Calabria;RC;F106;1;2;1;2;0,78;6,78
Sud;Calabria;RC;F112;5;12;11;9;7;44
Sud;Calabria;RC;F301;3;4;5;2;0;14
Sud;Calabria;RC;F324;3;2;3,83;1;1,22;11,05
Sud;Calabria;RC;F779;9;7,5;5;3;6,08;30,58
Sud;Calabria;RC;G082;3;4,75;2;1;5;15,75
Sud;Calabria;RC;G277;3,5;1,5;3,86;4,5;1,5;14,86
Sud;Calabria;RC;G288;7;25,25;24,23;21,87;28;106,35
Sud;Calabria;RC;G394;0;0,2;0,8;0;0;1
Sud;Calabria;RC;G729;0,28;0;2;1;0;3,28
Sud;Calabria;RC;G735;0;0;0;1;1;2
Sud;Calabria;RC;G791;12;11,25;3;5;10;41,25
Sud;Calabria;RC;G905;0;1;1;2;1,5;5,5
Sud;Calabria;RC;H013;0;0;0;2;1;3
Sud;Calabria;RC;H224;38,31;170,32;252,82;230,81;161,85;854,11
Sud;Calabria;RC;H265;1,86;8;2,5;2;2;16,36
Sud;Calabria;RC;H359;2;4,5;4;3,67;3,5;17,67
Sud;Calabria;RC;H408;0;0;0;0;0;0
Sud;Calabria;RC;H456;6;6,67;4,67;11,87;8;37,21
Sud;Calabria;RC;H489;0;1;1;2;0;4
Sud;Calabria;RC;H558;2;4,6;7;5;3;21,6
Sud;Calabria;RC;H889;0;3;1;2,78;1;7,78
Sud;Calabria;RC;H903;0;1;0;1;0;2
Sud;Calabria;RC;H959;3;6;1;1;2;13
Sud;Calabria;RC;H970;0;1;3;2;0;6
Sud;Calabria;RC;I102;2;1;1;0;0;4
Sud;Calabria;RC;I132;0;2;0;0;1;3
Sud;Calabria;RC;I139;0;2,06;1;0;0;3,06
Sud;Calabria;RC;I176;0;0;0;0;0;0
Sud;Calabria;RC;I198;0;1;1;1;0;3
Sud;Calabria;RC;I214;0,25;0,57;0;0,67;0,08;1,57
Sud;Calabria;RC;I333;6;7,5;6;5;3;27,5
Sud;Calabria;RC;I341;0;1;2;1,5;2,5;7
Sud;Calabria;RC;I371;0;4;4;1,5;0;9,5
Sud;Calabria;RC;I536;0;1;0;0;0;1
Sud;Calabria;RC;I537;4;12,67;5;3,25;2,56;27,48
Sud;Calabria;RC;I600;6,4;3;2;0;3,5;14,9
Sud;Calabria;RC;I656;3;1;0;0;0;4
Sud;Calabria;RC;I725;9;22;23,5;10;10,08;74,58
Sud;Calabria;RC;I753;0;1;0;1;1;3
Sud;Calabria;RC;I936;1;0;0;0;0;1
Sud;Calabria;RC;I955;0;3,33;0;2;2;7,33
Sud;Calabria;RC;I956;1;2;2;0;0;5
Sud;Calabria;RC;L063;9,5;9;11,5;12;10,66;52,66
Sud;Calabria;RC;L127;2;0;0;0;0;2
Sud;Calabria;RC;L673;1;1;0;0;1;3
Sud;Calabria;RC;M018;4;18;27,17;12,5;22,5;84,17
Sud;Calabria;RC;M277;1;5,58;4,5;1,8;3,17;16,05
Sud;Calabria;VV;A043;2;0;0;1;2;5
Sud;Calabria;VV;A386;1;1;0;2;0;4
Sud;Calabria;VV;B169;5;6,5;4,5;2,88;2;20,88
Sud;Calabria;VV;B197;0;0;0;1;0;1
Sud;Calabria;VV;B655;0;0;1;0;0;1
Sud;Calabria;VV;C581;0;0;0;1;1;2
Sud;Calabria;VV;D253;0;1;0;1;1,22;3,22
Sud;Calabria;VV;D303;2,75;3,5;3,5;2;2;13,75
Sud;Calabria;VV;D364;1,39;6,13;3,25;0,67;3,88;15,32
Sud;Calabria;VV;D453;1;9,25;11;3;3;27,25
Sud;Calabria;VV;D587;6;4,83;4;5;4;23,83
Sud;Calabria;VV;D589;1;2;3;0;4;10
Sud;Calabria;VV;D596;0;0;0;3;0;3
Sud;Calabria;VV;D762;1;1;3,39;0;0,33;5,72
Sud;Calabria;VV;D767;0;1;0,75;2;1;4,75
Sud;Calabria;VV;D988;0;5;1;3;0;9
Sud;Calabria;VV;E321;0;5;2;9;9;25
Sud;Calabria;VV;E389;0;6,4;0;4;3;13,4
Sud;Calabria;VV;E590;1;2,33;1;2;1;7,33
Sud;Calabria;VV;E836;6,89;3,89;2;1;1;14,78
Sud;Calabria;VV;F207;7,79;5,5;4,17;4;8;29,46
Sud;Calabria;VV;F364;0;1;0;0;0;1
Sud;Calabria;VV;F537;6;39,58;42,75;43,83;35,39;167,55
Sud;Calabria;VV;F607;4;2,5;3,14;1;0;10,64
Sud;Calabria;VV;F843;0;0;0;0;0;0
Sud;Calabria;VV;F893;7;4,06;6,97;4,17;5,33;27,53
Sud;Calabria;VV;G335;6;7;8;3;2;26
Sud;Calabria;VV;G722;14,6;47,94;21,94;18,67;7,07;110,22
Sud;Calabria;VV;G728;1;5,86;0,27;3;0;10,13
Sud;Calabria;VV;G785;3;1;0;1;1;6
Sud;Calabria;VV;H271;2;8;7;8,5;4;29,5
Sud;Calabria;VV;H516;0;2,34;1;2;4;9,34
Sud;Calabria;VV;H785;0;3,67;1;2;1,25;7,92
Sud;Calabria;VV;H807;0;1;2;1;1;5
Sud;Calabria;VV;H941;0;0;0,96;0;1;1,96
Sud;Calabria;VV;I058;2;2,97;0;0;0;4,97
Sud;Calabria;VV;I350;1,63;3,01;4;2;0;10,64
Sud;Calabria;VV;I639;8;10,17;8;6;9,33;41,5
Sud;Calabria;VV;I744;0;1;3;0;2;6
Sud;Calabria;VV;I853;0;0;1;0;1;2
Sud;Calabria;VV;I854;0,99;7;3;2;3,92;16,91
Sud;Calabria;VV;I884;1;0;0;0;1;2
Sud;Calabria;VV;I905;1;1;0;1;1;4
Sud;Calabria;VV;I945;1;1;0;0;1,33;3,33
Sud;Calabria;VV;L452;7;26,5;16;14,35;14,4;78,25
Sud;Calabria;VV;L607;1;0;2;0;1;4
Sud;Calabria;VV;L699;0;2;3;1;1;7
Sud;Calabria;VV;M138;2;2,7;1,5;0,92;0,5;7,62
Sud;Calabria;VV;M143;1,29;2;14;3;1;21,29
Sud;Calabria;VV;M204;0,33;2;1,01;1;0;4,34
Sud;Campania;AV;A101;1,5;6,5;7;2;6;23
Sud;Campania;AV;A228;3;2,17;9,5;8,67;8;31,34
Sud;Campania;AV;A284;0;4;1;0;2;7
Sud;Campania;AV;A347;1;3;8;2;0;14
Sud;Campania;AV;A399;14,81;16,44;20,7;21,46;27;100,41
Sud;Campania;AV;A489;2;13,22;16;22,5;12,83;66,55
Sud;Campania;AV;A508;1;4;4,75;1;9,75;20,5
Sud;Campania;AV;A509;14;37,27;95,46;112,14;98,55;357,42
Sud;Campania;AV;A566;2;3,1;3,33;0,8;3,5;12,73
Sud;Campania;AV;A580;3;2;2,25;5,25;6;18,5
Sud;Campania;AV;A881;5;12;4;3,11;8;32,11
Sud;Campania;AV;A975;0;0;1;1,75;2,75;5,5
Sud;Campania;AV;B367;1;2;1;0;0;4
Sud;Campania;AV;B374;0;4;4,17;1;2;11,17
Sud;Campania;AV;B415;6,47;7,17;6,78;1,8;3,5;25,72
Sud;Campania;AV;B590;2;1;0;1;1;5
Sud;Campania;AV;B674;1;2,5;3;1;2,69;10,19
Sud;Campania;AV;B706;0;2,75;1;2;3;8,75
Sud;Campania;AV;B776;1;0;1,3;2,27;1;5,57
Sud;Campania;AV;B866;0;1;0,25;1;1,63;3,88
Sud;Campania;AV;B997;0;0;1;1;1;3
Sud;Campania;AV;C058;1;2;2;2;0,8;7,8
Sud;Campania;AV;C105;0;1;2;1;0;4
Sud;Campania;AV;C283;0;3,34;1;3;1,33;8,67
Sud;Campania;AV;C557;5,3;8;9,86;7,87;13,57;44,6
Sud;Campania;AV;C576;0;4;1;3;4,5;12,5
Sud;Campania;AV;C606;0;0;0;0;0;0
Sud;Campania;AV;C659;0;2;2;2;0;6
Sud;Campania;AV;C971;3;2;3;3;1;12
Sud;Campania;AV;C976;0;3,39;1;2;5,06;11,45
Sud;Campania;AV;D331;1;0;3;0;1;5
Sud;Campania;AV;D638;0;0;1;1;2;4
Sud;Campania;AV;D671;0,5;1;2;2,5;4,5;10,5
Sud;Campania;AV;D701;0;1,67;6;3;2,67;13,34
Sud;Campania;AV;D798;0;0,87;4;4;3;11,87
Sud;Campania;AV;D998;0;4;3,5;0,92;6;14,42
Sud;Campania;AV;E161;2;0,5;2;0;0,33;4,83
Sud;Campania;AV;E206;1;6,63;8;5,17;5;25,8
Sud;Campania;AV;E214;0;0;1;1;6;8
Sud;Campania;AV;E245;0;3;1;0;10;14
Sud;Campania;AV;E397;1;3;4;7,75;2;17,75
Sud;Campania;AV;E448;0;1;1;0;1;3
Sud;Campania;AV;E487;0;0;4;1,33;7,16;12,49
Sud;Campania;AV;E605;0;1,2;3;4;9,4;17,6
Sud;Campania;AV;E746;1;0;3;0;0,11;4,11
Sud;Campania;AV;E891;0,3;3,5;2,15;4,5;7,25;17,7
Sud;Campania;AV;E997;0;0;3;1;4;8
Sud;Campania;AV;F110;0;0;2;0;5,44;7,44
Sud;Campania;AV;F141;2;13;22;22,36;14,63;73,99
Sud;Campania;AV;F230;0;3;5;6,53;14,9;29,43
Sud;Campania;AV;F397;0;1;1;0;0;2
Sud;Campania;AV;F448;0;3;4,75;0;2,83;10,58
Sud;Campania;AV;F491;0;2;0;3,5;5,68;11,18
Sud;Campania;AV;F506;3;18,5;28,03;24,79;20,5;94,82
Sud;Campania;AV;F511;0;0;1;2,67;0;3,67
Sud;Campania;AV;F512;0;0;1;0;1;2
Sud;Campania;AV;F546;1;3,17;8,19;7,3;9,08;28,74
Sud;Campania;AV;F559;3;1,5;1;4;4;13,5
Sud;Campania;AV;F566;0;2;5,67;3;8,25;18,92
Sud;Campania;AV;F660;4;3;0;1;0;8
Sud;Campania;AV;F744;0;0;1,33;3;0;4,33
Sud;Campania;AV;F762;0;1;1;0;0;2
Sud;Campania;AV;F798;1;1,67;10,67;4,8;8;26,14
Sud;Campania;AV;F988;4;2,78;2;2,78;6,28;17,84
Sud;Campania;AV;G165;0;5,25;2;1;4,25;12,5
Sud;Campania;AV;G242;0;0;0;1;3;4
Sud;Campania;AV;G340;0;0;0;1;0;1
Sud;Campania;AV;G370;0;1;0;0;4,83;5,83
Sud;Campania;AV;G519;0;1;0;0;0;1
Sud;Campania;AV;G611;0;3;1;4;2;10
Sud;Campania;AV;G629;3;1,5;3;0;2;9,5
Sud;Campania;AV;G990;3;4,8;3;6;5;21,8
Sud;Campania;AV;H006;0,75;4;7;9;7,5;28,25
Sud;Campania;AV;H097;0;0;3;0;4;7
Sud;Campania;AV;H128;0;0;1;0;3;4
Sud;Campania;AV;H382;3;3;3,96;4;9,54;23,5
Sud;Campania;AV;H438;1;0;2;0;0;3
Sud;Campania;AV;H592;1;1,89;2;0;3,56;8,45
Sud;Campania;AV;H733;0;0;0;0;0;0
Sud;Campania;AV;H975;0;1;3;1;0,33;5,33
Sud;Campania;AV;I016;3;4,5;10;1;7,02;25,52
Sud;Campania;AV;I034;1,12;0,24;2,36;2;3;8,72
Sud;Campania;AV;I061;0;0,33;1;2,5;1,87;5,7
Sud;Campania;AV;I129;0;1,5;1;2;0,33;4,83
Sud;Campania;AV;I163;0;1;0;2;0,8;3,8
Sud;Campania;AV;I219;0,67;0;1;0;3;4,67
Sud;Campania;AV;I264;2;2;0,92;0;1;5,92
Sud;Campania;AV;I279;0;0,5;1;0;1,5;3
Sud;Campania;AV;I280;1;3;0;1;0;5
Sud;Campania;AV;I281;0;3;2;9;5,12;19,12
Sud;Campania;AV;I301;0;1,5;0;2;3;6,5
Sud;Campania;AV;I357;0;2;1,33;2;5;10,33
Sud;Campania;AV;I471;3;5;5;0;0;13
Sud;Campania;AV;I493;2;1;1;1;1;6
Sud;Campania;AV;I606;0,33;0;1,33;1;0;2,66
Sud;Campania;AV;I630;0;0,03;3,23;4,23;8,2;15,69
Sud;Campania;AV;I756;0;2;1;1;3;7
Sud;Campania;AV;I805;0,05;3;14;15,33;6,58;38,96
Sud;Campania;AV;I843;1;1;1;0;1;4
Sud;Campania;AV;I893;4;5;16;4;4;33
Sud;Campania;AV;I990;1;1;2,75;0,86;7,03;12,64
Sud;Campania;AV;L004;0;1,75;2;2,12;3,12;8,99
Sud;Campania;AV;L061;0;1;0;1;1;3
Sud;Campania;AV;L062;0;1;3;1;4,08;9,08
Sud;Campania;AV;L102;0;1;2;0,5;3;6,5
Sud;Campania;AV;L214;0;2;1;0;0,67;3,67
Sud;Campania;AV;L272;0;2;0;1;0,5;3,5
Sud;Campania;AV;L301;0;0;0;0;0;0
Sud;Campania;AV;L399;1;3;2,5;1;0;7,5
Sud;Campania;AV;L461;0;1;2,06;2;2,06;7,12
Sud;Campania;AV;L589;3;4;3;2;0;12
Sud;Campania;AV;L616;0;0,33;1;1;0;2,33
Sud;Campania;AV;L739;0;0,1;0;2;4,95;7,05
Sud;Campania;AV;L965;0;1,5;2;0;0;3,5
Sud;Campania;AV;L973;0;2,67;0;1;3;6,67
Sud;Campania;AV;M130;1;1,76;2;2;1,78;8,54
Sud;Campania;AV;M203;1;3,08;2;2;2,5;10,58
Sud;Campania;AV;M330;6;6,57;21,17;27,69;13,39;74,82
Sud;Campania;BN;A110;3;7;9,33;9,5;12;40,83
Sud;Campania;BN;A265;1;1;1;2;3;8
Sud;Campania;BN;A328;0;6,67;4;7,33;7,73;25,73
Sud;Campania;BN;A330;0;1;2;4;3;10
Sud;Campania;BN;A431;0,8;0,8;4;2;2;9,6
Sud;Campania;BN;A432;0;0;0;0;0;0
Sud;Campania;BN;A696;5;2;1;1;2;11
Sud;Campania;BN;A783;24;86,81;114,82;97,49;81,62;404,74
Sud;Campania;BN;A970;0;0;0;1;3;4
Sud;Campania;BN;B239;1;2;0;0;5,5;8,5
Sud;Campania;BN;B267;0;1;4,3;1,13;1;7,43
Sud;Campania;BN;B444;0;2;4,67;8;4;18,67
Sud;Campania;BN;B541;0;1;0;0;1;2
Sud;Campania;BN;B542;0;1;1,5;0;1;3,5
Sud;Campania;BN;B873;2;3;0;0;2;7
Sud;Campania;BN;C106;0,25;0;0;0;1,25;1,5
Sud;Campania;BN;C245;0;0;0;1,75;0;1,75
Sud;Campania;BN;C250;2;1;0;0;0;3
Sud;Campania;BN;C280;0;0,8;1;1;1;3,8
Sud;Campania;BN;C284;3,5;2,5;0,5;1;0,67;8,17
Sud;Campania;BN;C359;3;2;0;0;5;10
Sud;Campania;BN;C476;3;2;3;1,5;4;13,5
Sud;Campania;BN;C525;2,75;5,75;3,58;0,35;4;16,43
Sud;Campania;BN;C719;0;0,07;0;0;1;1,07
Sud;Campania;BN;C846;4;0;3;2,29;2,44;11,73
Sud;Campania;BN;D230;5,99;5;3,11;1;4,95;20,05
Sud;Campania;BN;D380;0;0;0;1;1,5;2,5
Sud;Campania;BN;D386;0;0;1;2;2,5;5,5
Sud;Campania;BN;D469;2;3;2;1,25;4,67;12,92
Sud;Campania;BN;D644;1;1;0;2;1;5
Sud;Campania;BN;D650;1;0;0;0;1,75;2,75
Sud;Campania;BN;D693;2,81;1,56;0;1;1,8;7,17
Sud;Campania;BN;D755;1;0;0;1;1;3
Sud;Campania;BN;D756;2;1;1;0;2,67;6,67
Sud;Campania;BN;D784;4;1;0;0;5;10
Sud;Campania;BN;E034;0;0;0;0,67;0;0,67
Sud;Campania;BN;E249;10;19;10;7;11;57
Sud;Campania;BN;E589;0;2;0;1;6;9
Sud;Campania;BN;F113;5;3;1;1;3;13
