AREA;Regione;prov;2018_CodCom;NTN_2018_Uffici;NTN_2018_Negozi_Lab;NTN_2018_Depositi_Comm_Autorimesse;NTN_2018_TCO_B04;NTN_2018_TCO_D02;NTN_2018_TCO_D05;NTN_2018_TCO_D08;NTN_2018_PRO;NTN_2018_AGR
Sud;Calabria;CS;H981;0;3,25;7,25;0;0;0;0;0;1
Isole;Sicilia;ME;H982;0;0;0;0;0;0;0;0;0
Sud;Campania;BN;H984;0;0;1;0;0;0;0;1;2
Sud;Puglia;FG;H985;1;2;16;0;0;0;0;2;4
Sud;Puglia;FG;H986;0;0;5;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;H987;0;0;0;0;0;0;0;0;0
Sud;Molise;CB;H990;0;1;7;0;0;0;0;2;0
Sud;Abruzzo;CH;H991;0;1;2;0;0;0;0;0;0
Sud;Calabria;CS;H992;0;0;0;0;0;0;0;0;0
Sud;Basilicata;PZ;H994;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;RO;H996;0;1;0;0;0;0;0;4;1
Nord Ovest;Piemonte;TO;H997;0;0;2;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;H999;0;0;6;0;0;0;0;0;0
Sud;Campania;BN;I002;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VR;I003;9,83;14,66;20,83;0;0;0;0;18;0,44
Nord Ovest;Lombardia;MN;I005;0;0;2;0;0;0;1;3;0
Nord Ovest;Lombardia;CR;I007;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;PD;I008;1;7;19,66;0;0;0;5;4;1
Nord Est;Emilia-Romagna;RE;I011;3;2,63;10;0;0;0;0;9,3;0
Nord Ovest;Lombardia;LO;I012;1;1;2;0;0;0;0;0,22;0
Nord Ovest;Lombardia;PV;I014;2;2;1,5;0;0;0;1;7,65;0
Sud;Campania;AV;I016;0;2;5,14;0;0;0;1;0;0
Nord Ovest;Piemonte;AT;I017;0;0;1;0;0;0;0;0;0
Sud;Puglia;TA;I018;0;1;6;0;0;0;0;0;0
Sud;Campania;SA;I019;1;7;3;0;0;0;0;0,91;0
Sud;Molise;CB;I023;0;1,02;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I024;0;0;5;0;0;0;0;4;0
Nord Ovest;Piemonte;NO;I025;0;0;7;0;0;0;0;3;0
Sud;Calabria;KR;I026;0;0;4;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;I027;1;4;4,18;0;0;0;6;3;2
Isole;Sicilia;PA;I028;0;0;5,32;0;0;0;0;0;2
Sud;Basilicata;MT;I029;0;0;7;0;0;0;0;0;0,3
Nord Ovest;Piemonte;TO;I030;4;7;20,2;0;0;2;0;1;0
Sud;Campania;SA;I031;1;0;2;0;0;0;0;0;0
Sud;Campania;SA;I032;0;0;0;0;0;0;0;0;0
Sud;Campania;AV;I034;0;0;4;0;0;0;0;0;0
Isole;Sicilia;CT;I035;0;2;1,5;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;I037;0;0;6,5;0;0;0;0;1;0
Nord Est;Veneto;VE;I040;1,5;18;15,51;0;1;0;1;3,02;0
Sud;Puglia;BR;I045;0;0;4;0;0;0;0;0;0
Centro;Toscana;PI;I046;3;20,33;50,77;0;0;2;2;11,09;0
Nord Est;Veneto;VI;I047;0;0;1;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I048;0;1;3;0;0;0;0;1;0
Sud;Campania;BN;I049;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;CO;I051;0;0;1;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;I052;0;0;0,33;0;0;0;0;0;0
Sud;Puglia;BA;I053;0;1,67;15;0;0;0;1;0;0
Sud;Puglia;FG;I054;0;2;20,83;0;0;0;0;0;0
Sud;Campania;CE;I056;2;14;6,92;0;0;0;0;0;0
Sud;Calabria;KR;I057;0;0;0;0;0;0;0;0;0
Sud;Calabria;VV;I058;0;0;0;0;0;0;0;0;0
Sud;Puglia;LE;I059;1;3;6,1;0;0;0;0;0;0
Sud;Calabria;CS;I060;0;1;2;0;0;0;0;0;0
Sud;Campania;AV;I061;0;0;0;0;0;0;0;0;0
Sud;Campania;BN;I062;0;0;2;0;0;0;0;0;0
Nord Est;Veneto;BL;I063;0;0;3;0;0;0;0;1;0
Sud;Puglia;BR;I066;0;2;4;0;0;0;0;4;0
Centro;Marche;AN;I071;0;0;0;0;0;0;0;0;1,5
Sud;Puglia;FG;I072;0;3;11,25;0;0;0;0;0;0
Sud;Campania;NA;I073;0;1;2,66;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;I076;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;BG;I079;0;2,5;3,33;0;1;0;0;0;0
Isole;Sicilia;ME;I084;0;0;6;0;0;0;0;0;0
Isole;Sicilia;ME;I086;0;2;4;0;0;0;0;0;0
Nord Est;Veneto;BL;I088;0;0;4;0;0;0;0;0;0
Sud;Campania;SA;I089;0;0;2;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I090;0;0;4;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;I092;0;0;2;0;0;0;0;1;0
Sud;Calabria;CZ;I093;0;1;10;0;0;0;0;0;0
Sud;Calabria;CZ;I095;0;0;2;0;0;0;0;0;0
Sud;Molise;IS;I096;0;0;0;0;0;0;0;0;0
Isole;Sicilia;CT;I098;0;0;7;0;0;0;0;0;0
Sud;Calabria;RC;I102;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;TV;I103;0;2;8,83;0;0;0;0;1,5;0
Nord Est;Veneto;VR;I105;0;0,33;2,33;0;0;0;0;2;0
Nord Est;Veneto;PD;I107;0;3;2,11;0;0;0;0;1;0
Sud;Calabria;CS;I108;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VR;I109;1;3,5;15,97;0;0;0;0;4;3,7
Nord Est;Emilia-Romagna;BO;I110;2;8;11;0;0;0;0;0;3
Sud;Campania;CE;I113;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;I114;0;0;0,17;0;0;0;0;0;0
Sud;Puglia;LE;I115;0;2;3;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;I116;0;0;3,5;0;0;0;0;8;1
Nord Est;Veneto;VI;I117;0;0;0;0;0;0;0;4;0
Isole;Sardegna;CA;I118;0;1;0;0;0;0;0;0;0
Sud;Puglia;BR;I119;0;3,5;9,18;0;0;0;1;0,5;0
Nord Est;Veneto;PD;I120;0;1;7,5;0;0;0;1;0;0
Sud;Abruzzo;AQ;I121;0;0;0;0;0;0;0;0;0
Sud;Molise;CB;I122;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RE;I123;2;0;10;0;0;0;1;5;0
Nord Est;Veneto;TV;I124;0;1;4,67;0;0;0;0;4;0
Centro;Lazio;RM;I125;0;0;2;0;0;0;0;1;0
Nord Ovest;Piemonte;TO;I126;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;I128;0;2;3;0;0;0;1;2;0
Sud;Campania;AV;I129;0;0;4;0;0;0;0;0;0
Sud;Campania;CE;I130;0;3;1;0;0;0;0;0;0
Sud;Campania;CE;I131;0;8;10,4;0;0;0;0;0;0
Sud;Calabria;RC;I132;0;0;0;0;0;0;0;0;0
Nord Est;Emilia-Romagna;MO;I133;1,44;1;10,44;0;0;0;3;0;1
Centro;Toscana;SI;I135;1;2;6;1;0;0;0;0;1
Nord Est;Friuli- Venezia Giulia;PN;I136;0;0;1,11;0;0;0;0;0;1
Nord Ovest;Piemonte;TO;I137;0;1;6;0;0;0;0;0;0
Nord Ovest;Liguria;IM;I138;4,33;28,35;45,99;0;1,5;1;1;2;0
Sud;Calabria;RC;I139;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;I140;0;0;6;0;0;0;0;1;2
Centro;Toscana;LU;I142;0;0;1;0;0;0;0;0;0,04
Sud;Campania;SA;I143;0;1;4,5;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I144;0;1;5;0;0;0;0;1;2
Sud;Campania;BN;I145;0;1;1;0;0;0;1;1;0
Isole;Sicilia;ME;I147;0;1;0;0;0;0;0;0;0
Sud;Abruzzo;CH;I148;8,5;13,17;17,49;0;0;0;5,5;16;0
Nord Ovest;Piemonte;AL;I150;0;0;1;0;0;1;0;0;0
Sud;Campania;NA;I151;1;2,38;7,99;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I152;0;0;9;0;0;0;0;0;0
Nord Est;Emilia-Romagna;PR;I153;0;2;7,16;0;0;0;1;1;5,5
Nord Ovest;Piemonte;TO;I154;0;1;24;0;0;0;0;0;0
Centro;Toscana;AR;I155;6;20;26,16;0;0;0;1;7;1
Centro;Marche;MC;I156;0;1,25;28,36;0;0;0;0;5;0
Sud;Basilicata;PZ;I157;0;0;3;0;0;0;0;0;0
Sud;Puglia;FG;I158;6;16,5;94,37;0;0;0;0;4,33;1,07
Nord Ovest;Lombardia;CO;I162;0;3;6;0;0;0;0;0,11;0
Sud;Campania;AV;I163;0;1;1,33;0;0;0;0;0;0
Sud;Calabria;CZ;I164;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;I165;0;2;3,5;0;0;0;0;0;0
Isole;Sardegna;CA;I166;0;2;3,33;0;0;0;2;0;0
Nord Ovest;Lombardia;BG;I168;0;0;2;0;0;0;0;0;0
Isole;Sicilia;CL;I169;0;0;7,21;0;0;0;0;0;0
Sud;Calabria;CZ;I170;0;1;3;0;0;0;0;0;0
Sud;Calabria;CS;I171;0;0;1;0;0;0;0;0;0
Sud;Puglia;LE;I172;0;2;4,5;0;0;0;0;0;0
Isole;Sicilia;PA;I174;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I175;0;0;0,92;0;0;0;0;2;0
Sud;Calabria;RC;I176;0;0;0;0;0;0;0;0;0
Centro;Toscana;PI;I177;9;14;7,78;0;0;0;0;10;0
Isole;Sicilia;RG;I178;2;1;18,14;0;0;0;0;0,5;4
Sud;Campania;BN;I179;0;0;0,8;0;0;0;0;0;0
Sud;Molise;CB;I181;0;0;1;0;0;0;0;0;1
Isole;Sardegna;CA;I182;0;0;0;0;0;0;0;0;0
Sud;Calabria;CS;I183;0;0;0;0;0;0;0;0;0
Isole;Sicilia;ME;I184;0;1;1;0;0;0;0;0;0
Isole;Sicilia;AG;I185;0;0;1,26;0;0;0;0;0;0
Centro;Toscana;GR;I187;0;2;6,5;0;0;0;0;0;0
Isole;Sicilia;PA;I188;0;2;8,72;0;0;0;0;1;0
Sud;Molise;IS;I189;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I190;0;0;2;0;0;0;0;0;0
Nord Est;Emilia-Romagna;BO;I191;1;1;1;0;0;1;0;2;1
Sud;Calabria;CS;I192;0;0;1;0;0;0;0;0;0
Sud;Puglia;FG;I193;0;0;7;0;0;0;0;5;2
Nord Est;Emilia-Romagna;RA;I196;0;0;7;0;0;0;1;1;0
Sud;Campania;BN;I197;1;2,5;12,75;0;0;0;0;0;0
Sud;Calabria;RC;I198;0;0;0;0;0;0;0;0;0
Isole;Sicilia;ME;I199;4;4,5;7,52;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RN;I201;0;0;1;0;0;0;0;1;1
Isole;Sicilia;CT;I202;2;5;9;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I203;0;0;9;0;0;0;0;0;0
Isole;Sardegna;OR;I205;0;1;2;0;0;0;0;5;0
Nord Est;Veneto;BL;I206;0;2,17;16,89;0;0;0;0;2;2
Nord Est;Veneto;PD;I207;0;1,5;3;0;0;0;1;0;0
Sud;Campania;NA;I208;0;2;3,75;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;I210;0;3;5;0;0;0;0;2;4
Nord Ovest;Lombardia;PV;I213;0;0;0;0;0;0;0;0;0
Sud;Calabria;RC;I214;0;0;0;0;0;0;0;0;0
Isole;Sicilia;ME;I215;0;0;0;0;0;0;0;0;0
Isole;Sicilia;CT;I216;0;0;8;0;0;0;0;0;0
Centro;Toscana;PI;I217;2;0;6;0;0;0;0;0;0
Sud;Campania;AV;I219;0;0;0;0;0;0;0;0;0
Isole;Sicilia;ME;I220;0;2;7;0;0;0;0;0;0
Nord Est;Veneto;TV;I221;0;1,5;6,82;0;0;0;0;5;0
Isole;Sicilia;AG;I224;0;0;9,35;0;0;0;0;5;0
Nord Ovest;Liguria;GE;I225;0;9;11;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I230;0;0;1;0;0;0;0;0;1
Centro;Toscana;PI;I232;0;4,5;16;0;0;0;0;4,01;0
Sud;Campania;CE;I233;0;8;7,5;0;0;0;0;2;0
Sud;Campania;CE;I234;4;32,22;14,8;0;0;0;3;1;0
Nord Ovest;Lombardia;PV;I236;1;0;3,5;0;0;0;0;0;1
Nord Ovest;Lombardia;PV;I237;0;0;9;0;0;0;1;0;1
Sud;Molise;IS;I238;0;0;1;0;0;0;0;0;0
Isole;Sicilia;CT;I240;0;1;19,94;0;0;0;0;0;0
Nord Est;Veneto;VE;I242;0;7;21,31;0;0;0;3;11,5;0
Nord Ovest;Lombardia;LC;I243;0;2;2;0;0;0;0;0,5;0
Sud;Abruzzo;CH;I244;0;0;3;0;0;0;0;0;0
Sud;Campania;CE;I247;0;0;1;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;I248;0;0;3;0;0;0;0;0;0
Nord Ovest;Piemonte;VB;I249;0;2;4;0;0,25;0;0;0;0
Centro;Marche;AN;I251;0;1;6,33;0;0;0;0;0;2,25
Sud;Campania;SA;I253;0;0,5;4;0;0;0;0;0;0
Isole;Sicilia;ME;I254;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;I255;1;8;6,06;0;0;0;0;0;0
Centro;Lazio;FR;I256;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I258;0;1;13;0;0;0;1;3;0
Nord Est;Veneto;VR;I259;2;3;16,48;0;0;0;0;2,01;2
Sud;Campania;SA;I260;0;0;2;0;0;0;0;0;0
Sud;Campania;CE;I261;1;1;5,5;0;0;0;0;0;0
Sud;Campania;NA;I262;5;5,17;14,26;0;0;0;1;5;0
Centro;Umbria;PG;I263;0;0;0;0;0;0;0;0;0
Sud;Campania;AV;I264;0;0;1;0;0;0;0;1;0
Centro;Lazio;FR;I265;0;0;0;0;0;0;0;0;0
Sud;Calabria;CZ;I266;0;2;6;0;0;0;0;0;0
Isole;Sardegna;CA;I271;0;0;0;0;0;0;0;0;0
Sud;Campania;CE;I273;0;0;2;0;0;0;0;0;0
Nord Ovest;Lombardia;LO;I274;3;5;10,78;0;0;0;0;2;0
Nord Est;Veneto;PD;I275;1;2;8;0;0;0;0;3;0
Nord Ovest;Lombardia;PV;I276;0;0;2;0;0;0;0;0;0
Sud;Campania;BN;I277;0;0;2,33;0;0;0;0;0;0
Sud;Campania;SA;I278;0;0;4;0;0;0;0;0;0
Sud;Campania;AV;I279;0;0;0;0;0;0;0;0;0
Sud;Campania;AV;I280;0;0;0,67;0;0;0;0;0;0
Sud;Campania;AV;I281;0;0;3,87;0;0;0;0;0;0
Sud;Molise;IS;I282;0;0;0;0;0;0;0;0;0
Isole;Sicilia;ME;I283;0;0;5;0;0;0;0;0;0
Centro;Lazio;RM;I284;0;1;4;0;0;0;0;0;0
Centro;Marche;MC;I286;1;2;4;0;0;0;0;1;0
Centro;Marche;PS;I287;0;0,5;3;0;0;0;0;1;0
Sud;Basilicata;PZ;I288;0;1;1;0;0;0;0;0;0
Sud;Molise;CB;I289;0;0;0;0;0;0;0;0;0
Isole;Sicilia;AG;I290;0;0;2,66;0;0;0;0;0;0
Isole;Sicilia;TP;I291;0;0;7;0;0;0;0;1;0
Nord Est;Veneto;VR;I292;0;0;17,01;0;0;0;0;0;0,38
Sud;Campania;NA;I293;0;15,5;25,78;0;0;0;1;3;0
Isole;Sardegna;CA;I294;0;8;7;0;1;0;1;0;0
Nord Ovest;Piemonte;TO;I296;0;0;3;0;0;0;0;2;0
Isole;Sardegna;OR;I298;0;0;0;0;0;0;0;0;0
Sud;Campania;NA;I300;0;2;12;0;0;0;0;1;0
Sud;Campania;AV;I301;0;0;1,5;0;0;0;0;0;0
Centro;Lazio;FR;I302;0;1;1;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RN;I304;8;2;14,12;0;0;0;1;7;0
Sud;Basilicata;PZ;I305;0;2;16,5;0;0;0;4;3;0
Sud;Campania;CE;I306;0;4;10,89;0;0;0;0;1;0
Sud;Campania;SA;I307;0;1,5;1;0;0;1;0;0;0
Sud;Calabria;KR;I308;0;0;1,49;0;0;0;0;0;0,67
Sud;Calabria;CS;I309;1;1;2;0;0;0;0;1;0
Nord Est;Emilia-Romagna;FO;I310;0;2;4,67;0;0;0;0;0;1
Isole;Sicilia;ME;I311;0;3;5;0;0;0;0;1;0
Isole;Sardegna;SS;I312;6;6;3;0;2;0;0;1;2
Isole;Sicilia;CT;I314;0;1;12,91;0;0;0;0;0;0
Centro;Marche;AP;I315;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;I316;0;2;6;0;0;0;0;2;0
Sud;Campania;SA;I317;0;2;0,58;0;0;0;1;2;0
Sud;Abruzzo;TE;I318;0;3;7,44;0;0;0;0;1;0
Nord Est;Veneto;PD;I319;0;1;6,8;0;0;0;0;0;0
Sud;Molise;CB;I320;0;0;2,4;0;0;0;0;0;0
Centro;Lazio;FR;I321;0;2;2;0;0;0;0;0;0
Sud;Calabria;CZ;I322;0;0;1;0;0;0;0;0;0
Centro;Marche;AP;I324;2;10,36;19,22;0;0;0;0;5,17;0
Sud;Abruzzo;AQ;I326;0;1;4;0;0;0;0;0;0
Nord Ovest;Piemonte;TO;I327;0;4,5;16;0;0;0;0;7,09;0
Isole;Sicilia;ME;I328;0;0;2;0;0;0;0;0;0
Isole;Sardegna;NU;I329;3;3;3;0;0;0;0;0,04;0
Sud;Puglia;BA;I330;2;16;57,36;0;0;0;0;5;1
Sud;Abruzzo;PE;I332;0;0;0;0;0;0;0;0;0
Sud;Calabria;RC;I333;0;4;12;0;0;0;0;0;0
Sud;Abruzzo;CH;I335;0;0;1;0;0;0;0;5;0
Sud;Abruzzo;AQ;I336;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;I337;1;6;19,5;0;0;0;0,5;0,5;0
Centro;Lazio;LT;I339;0;1;6;0;0;0;1;1;1
Sud;Calabria;RC;I341;0;0;1;0;0;0;0;1;0
Nord Est;Emilia-Romagna;RE;I342;2;5;5,25;0;0;0;0,5;4;0
Centro;Marche;PS;I344;0;2;1;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I346;0;1;10;0;0;0;1;3;1
Nord Est;Veneto;BL;I347;0;0;2,5;0;0;0;0;0;0
Sud;Abruzzo;TE;I348;0;1;4;0;0;0;0;3;0
Sud;Calabria;VV;I350;0;2;4,5;0;0;0;0;0;0
Centro;Lazio;FR;I351;0;0;0;0;0;0;0;0;0
Centro;Lazio;RM;I352;0;0;2,67;0;0;0;0;0;0
Nord Est;Veneto;VI;I353;0,5;0,25;5;0;0;0;0;2;0
Isole;Sicilia;AG;I356;0;1;7,5;0;0;0;0;0;0
Sud;Campania;AV;I357;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;I359;1;0;0;0;0;0;0;0;0
Sud;Abruzzo;AQ;I360;0;0;0;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;I361;1;0;3,17;0;0;0;0;7,34;1,17
Nord Ovest;Lombardia;LO;I362;2;1;3;0;0;0;0;0;0
Nord Ovest;Liguria;SP;I363;0;1,25;13,2;0;0;0;2;8,03;0
Centro;Lazio;FR;I364;0;1;2;0;0;0;0;0;1
Nord Ovest;Liguria;IM;I365;0;0;1;0;4;0;0;1;0
Nord Ovest;Piemonte;CN;I367;0;3;13,99;0;0;0;0;0;0
Nord Ovest;Liguria;GE;I368;0;0;2;0;0;0;0;0;1
Isole;Sicilia;ME;I370;0;2;1;0;0;0;1;0;0
Sud;Calabria;RC;I371;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;CN;I372;0;0;5,5;0;0;0;0;0;0
Nord Est;Veneto;VE;I373;1;6;13,17;0;1;0;0;10;2
Isole;Sardegna;OR;I374;1;0;2;0;0;0;0;0;2
Nord Est;Veneto;PD;I375;0;0;1;0;0;0;0;0;0
Sud;Abruzzo;PE;I376;0;0;1;0;0;0;0;0;0
Sud;Campania;SA;I377;0;4;3,6;0;0;0;0;0;0
Centro;Umbria;TR;I381;0,5;0;3;0;0;0;0;0;0
Nord Est;Veneto;TV;I382;2;24;1,67;0;0;1;3;12,5;0
Isole;Sardegna;OR;I384;0;0;3;2;0;0;0;0;0
Sud;Calabria;CS;I388;0;0;3;0;0;0;0;0;0
Sud;Abruzzo;AQ;I389;0;0;0;0;0;0;0;1;0
Centro;Toscana;LI;I390;1;6;6,15;0;0;0;0;0;0
Sud;Campania;NA;I391;0;4,67;6,33;0;0;0;0;1;0
Nord Est;Veneto;BL;I392;0;0;1,94;0;3,08;0;0;0;0
Sud;Calabria;CZ;I393;0;1;2,84;0;0;0;0;1;0
Sud;Abruzzo;CH;I394;0;2;4,5;0;0;0;1;1;0
Sud;Puglia;BR;I396;0;6;21,5;0;0;0;0;0;0
Centro;Lazio;RM;I400;0;1;5;0;0;0;0;0;0
Nord Est;Veneto;VI;I401;1;0,11;3,5;0;0;0;0;1;0
Isole;Sardegna;CA;I402;0;0;1;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;PN;I403;1;18;17,71;0;1;0;0;8,18;0
Nord Est;Friuli- Venezia Giulia;UD;I405;0;0;2;0;0;0;0;0;1
Isole;Sicilia;TP;I407;0;4;3,84;0;1,8;0;0;0;0
Centro;Lazio;FR;I408;0;1;1;0;0;0;0,5;0;0
Nord Ovest;Lombardia;MI;I409;1;2,38;2,38;0;1;0;1;3,18;0
Sud;Campania;SA;I410;0;0;7;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;I412;3;6;5;0;0;0;0;0;0
Nord Est;Veneto;VR;I414;0;0;3;0;0;0;0;0;0
Nord Ovest;Lombardia;MI;I415;0;0;3,67;0;0;0;1;6;0
Nord Ovest;Lombardia;PV;I416;0;1;1;0;0;0;0;0;0
Nord Est;Veneto;TV;I417;0;2;5,69;0;0;0;3;3;0
Nord Est;Veneto;PD;I418;1;4;7,42;0;0;0;0;6;0
Isole;Sicilia;ME;I420;0;3;2;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;I421;1;2;0,33;0;0;0;0;0;0
Sud;Campania;SA;I422;0;0;2;0;0;0;0;0;0
Sud;Calabria;CS;I423;0;0;9,5;0;0;0;0;0;1
Centro;Lazio;RM;I424;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VI;I425;2;6;6;0;0;2;0;9;0
Sud;Basilicata;PZ;I426;0;0;3;0;0;0;0;0;0
Isole;Sardegna;CA;I428;0;0;0;0;0;0;0;0;0
Nord Ovest;Piemonte;AL;I429;0;0;0;0;0;0;0;0;0
Nord Est;Veneto;VI;I430;0;1,33;3,33;0;0;0;1;4;0
Nord Ovest;Piemonte;AL;I432;0;0;3;0;0;0;0;1;0
Nord Ovest;Lombardia;BS;I433;3;6,5;8,82;0;0;0;0;8,12;0
Nord Est;Emilia-Romagna;PC;I434;0;0;4;0;0;0;0;4;1
Nord Est;Veneto;TV;I435;0;0;13,83;0;0;0;0;1;0
Centro;Marche;MC;I436;0;1;4,18;0;0;0;0;0;1
Nord Ovest;Lombardia;BG;I437;9,25;6,25;16,02;0;0;0;0;1;0
Sud;Campania;SA;I438;0;11,16;8,26;0;0;0;0;3;0
Nord Ovest;Lombardia;VA;I441;11,02;21,5;19;0;0;0;6;10,3;0
Nord Ovest;Valle d'Aosta;AO;I442;0;1;4;0;0;0;2;2;1
Isole;Sardegna;CA;I443;1;0;1;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;I444;0;2;2,67;0;0;0;0;2;0
Centro;Toscana;SI;I445;0;2;3,94;0;0;0;0;0,1;0
Nord Ovest;Lombardia;PV;I447;0;1;3;0;0;0;0;1;1
Isole;Sardegna;NU;I448;0;0;1;0;0;0;0;0;1
Nord Ovest;Liguria;SP;I449;13;46,33;21,38;7;0;0;8,47;9,23;0
Sud;Campania;SA;I451;0;0;7;0;0;0;0;1;1
Isole;Sardegna;SS;I452;38;62,67;86,14;0;0;0;11;39,5;5,28
Nord Ovest;Liguria;SV;I453;0;0;4;0;0;0;0;0;0
Centro;Toscana;LI;I454;0;0;3;0;0;0;0;0;0
Sud;Campania;BN;I455;0;1;1;0;0;0;0;0;0
Sud;Basilicata;PZ;I457;0;0;5,5;0;0;0;0;0;0
Centro;Marche;PS;I459;0;3;10;0;0;0;0;3;0
Centro;Marche;PS;I460;0;0;1,5;0;0;0;1;1;0
Centro;Marche;AN;I461;2;3;11,42;0;0;0;0;2;2
Nord Est;Emilia-Romagna;MO;I462;13;17,78;39,25;0;0;0;13,03;14,04;6,69
Sud;Calabria;CZ;I463;0;0;6;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;I464;0;0;1;0;0;0;0;1;0
Nord Ovest;Piemonte;TO;I465;0;0;0,17;0;1;0;0;0;0
Nord Ovest;Piemonte;TO;I466;0;2;2,14;0;1;0;0;0;0
Sud;Puglia;TA;I467;0;0,33;10;0;0;0;0;1;0
Sud;Calabria;KR;I468;0;0;1;0;0;0;0;0;0
Sud;Campania;NA;I469;0;1;5,19;0;0;0;0;2;0
Nord Ovest;Piemonte;CN;I470;6;12;32,18;0;0;0;0;9;9,17
Sud;Campania;AV;I471;0;3;4;0;0;0;0;0;0
Nord Est;Emilia-Romagna;FO;I472;5;7;10,37;0;1;0;1;2,38;0
Nord Est;Emilia-Romagna;MO;I473;0;4;6,5;0;0;0;0;1;2
Nord Ovest;Liguria;GE;I475;0;3;5,5;0;0;0;0;1,5;0
Nord Ovest;Lombardia;BS;I476;0;0;2;0;0;0;0;0;0
Isole;Sicilia;ME;I477;0;0;1,5;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;I478;0;0;0;0;0;0;0;0;0
Nord Ovest;Liguria;SV;I480;10,75;29,25;31,69;0;0;0;6;6,08;0
Sud;Abruzzo;PE;I482;0;0,5;2;0;0;0;0;0;0
Sud;Campania;SA;I483;2,33;18,33;38,8;0;0;0;0;5;0
Nord Ovest;Piemonte;CN;I484;0;0;1;0;0;0;0;0;0
Sud;Calabria;CS;I485;0;0;0;0;0;0;0;0;1
Sud;Campania;SA;I486;0;0;5;0;0;0;0;0;0
Nord Ovest;Lombardia;PV;I487;0;1;0;0;0;0;0;0;0
Sud;Calabria;CS;I489;1;4;12,07;0;0;0;2;1;0
Nord Ovest;Piemonte;TO;I490;0;0;13;0;0;0;0;6;0
Isole;Sicilia;ME;I492;0;0;3,2;0;0;0;0;0;0
Sud;Campania;AV;I493;0;0;0,99;0;0;0;0;0;0
Sud;Calabria;KR;I494;0;0,5;3;0;0;0;0;0;0
Nord Est;Emilia-Romagna;RE;I496;3,52;10,5;22,51;0;0;0;5;6,81;1
Nord Ovest;Lombardia;CR;I497;1;0;1;0;0;0;0;1;0
Nord Ovest;Lombardia;CR;I498;0;0;0;0;0;0;0;0;0
Centro;Lazio;RI;I499;0;4;13;0;0;0;0;0;0
Sud;Abruzzo;AQ;I501;0;1;2;0;0;0;0;0;0
Isole;Sardegna;OR;I503;0;0;2;0;0;0;0;0;1
Centro;Toscana;GR;I504;0;1,87;13,37;0;0;0;0;1;2,5
Nord Ovest;Lombardia;BG;I506;3;8;16,66;0;0;0;0;0;0,5
Sud;Molise;IS;I507;0;0;1;0;0;0;0;0;0
